A;043;20040202 11:41;PTHIRLWELL;
B;043;477836;1;20040202 11:41;;;2;EDWARD SQ;GREENETHORPE;2809;423.7;M;20031115;20031219;30000;A;R;RESIDENCE;;AG;;0;AA306606;
C;043;477836;1;20040202 11:41;1/H/6279;
D;043;477836;1;20040202 11:41;P;;;;;;
D;043;477836;1;20040202 11:41;P;;;;;;
D;043;477836;1;20040202 11:41;V;;;;;;
B;043;478370;2;20040202 11:41;;;;GEORGE ST;CARAGABAL;2810;612;M;20030110;20031014;50000;A;V;VACANT LAND;;AC;;0;AA310960;
C;043;478370;2;20040202 11:41;7/A/7892;
D;043;478370;2;20040202 11:41;P;;;;;;
D;043;478370;2;20040202 11:41;V;;;;;;
B;043;478371;3;20040202 11:41;;;;GEORGE ST;CARAGABAL;2810;607;M;20030110;20031014;50000;A;V;VACANT LAND;;AC;;0;AA310960;
C;043;478371;3;20040202 11:41;6/A/7892;
D;043;478371;3;20040202 11:41;P;;;;;;
D;043;478371;3;20040202 11:41;V;;;;;;
B;043;478373;4;20040202 11:41;;;;GEORGE ST;CARAGABAL;2810;1214;M;20030110;20031014;50000;A;V;VACANT LAND;;AC;;0;AA310960;
C;043;478373;4;20040202 11:41;2, 3/A/7892;
D;043;478373;4;20040202 11:41;P;;;;;;
D;043;478373;4;20040202 11:41;V;;;;;;
B;043;478381;5;20040202 11:41;;;;GIBSON ST;CARAGABAL;2810;651.5;M;20030110;20031014;50000;A;V;VACANT LAND;;AC;;0;AA310960;
C;043;478381;5;20040202 11:41;39/A/7892;
D;043;478381;5;20040202 11:41;P;;;;;;
D;043;478381;5;20040202 11:41;V;;;;;;
B;043;478426;6;20040202 11:41;;;;WYALONG ST;CARAGABAL;2810;3352;M;20030806;20030901;65000;A;R;RESIDENCE;;AC;;0;AA322069;
C;043;478426;6;20040202 11:41;1, 2, 3, 4, 5/C/7915;
D;043;478426;6;20040202 11:41;P;;;;;;
D;043;478426;6;20040202 11:41;P;;;;;;
D;043;478426;6;20040202 11:41;V;;;;;;
B;043;478426;7;20040202 11:41;;;;WYALONG ST;CARAGABAL;2810;3352;M;20030806;20030916;80000;A;R;RESIDENCE;;AC;;0;AA322068;
C;043;478426;7;20040202 11:41;1, 2, 3, 4, 5/C/7915;
D;043;478426;7;20040202 11:41;P;;;;;;
D;043;478426;7;20040202 11:41;V;;;;;;
D;043;478426;7;20040202 11:41;V;;;;;;
B;043;479570;8;20040202 11:41;;;43;SOUTH ST;GRENFELL;2810;815.7;M;20030930;20031223;105000;A;R;RESIDENCE;;AE;;0;AA332382;
C;043;479570;8;20040202 11:41;1//515498;
D;043;479570;8;20040202 11:41;P;;;;;;
D;043;479570;8;20040202 11:41;P;;;;;;
D;043;479570;8;20040202 11:41;V;;;;;;
B;043;479695;9;20040202 11:41;;;57;WARRADERRY ST;GRENFELL;2810;988.7;M;20031118;20031118;125000;A;R;RESIDENCE;;AE;;0;AA346340;
C;043;479695;9;20040202 11:41;2//384074;
D;043;479695;9;20040202 11:41;P;;;;;;
D;043;479695;9;20040202 11:41;P;;;;;;
D;043;479695;9;20040202 11:41;V;;;;;;
B;043;479867;10;20040202 11:41;;;7 A;YOUNG ST;GRENFELL;2810;1043;M;20031208;20040109;60000;A;R;RESIDENCE;;AE;;0;AA333752;
C;043;479867;10;20040202 11:41;2//527011;
D;043;479867;10;20040202 11:41;P;;;;;;
D;043;479867;10;20040202 11:41;V;;;;;;
B;043;2773411;11;20040202 11:41;"WALLA WALLA";;;GOOLOOGONG RD;GRENFELL;2810;99.53;H;20030213;20031223;939843;R;3;FARM;;RE;;0;AA317643;
C;043;2773411;11;20040202 11:41;1//1022013;
D;043;2773411;11;20040202 11:41;P;;;;;;
D;043;2773411;11;20040202 11:41;V;;;;;;
D;043;2773411;11;20040202 11:41;V;;;;;;
B;043;3000969;12;20040202 11:41;;;;HENRY LAWSON WAY;GRENFELL;2810;5245;M;20030502;20030704;12000;A;V;VACANT LAND;;RA;;0;AA335113;
C;043;3000969;12;20040202 11:41;2//855481;
D;043;3000969;12;20040202 11:41;P;;;;;;
D;043;3000969;12;20040202 11:41;V;;;;;;
D;043;3000969;12;20040202 11:41;V;;;;;;
Z;57;12;12;31;
