A;157;20040202 11:52;PTHIRLWELL;
B;157;1725320;1;20040202 11:52;;;49;ALBERT ST;SOUTH KEMPSEY;2440;619.7;M;20031002;20031113;17000;A;V;VACANT LAND;;AC;;0;AA340944;
C;157;1725320;1;20040202 11:52;20//36303;
D;157;1725320;1;20040202 11:52;P;;;;;;
D;157;1725320;1;20040202 11:52;V;;;;;;
B;157;1725359;2;20040202 11:52;;;1;ANGUS AVE;WEST KEMPSEY;2440;442.6;M;20031118;20031219;172000;A;R;RESIDENCE;;AA;;0;AA335909;
C;157;1725359;2;20040202 11:52;2/B/19728;
D;157;1725359;2;20040202 11:52;P;;;;;;
D;157;1725359;2;20040202 11:52;V;;;;;;
D;157;1725359;2;20040202 11:52;V;;;;;;
B;157;1725375;3;20040202 11:52;;;26;ANGUS MCNEIL CRES;SOUTH KEMPSEY;2440;;;20031031;20040119;110000;A;R;RESIDENCE;;AC;;0;AA349647;
C;157;1725375;3;20040202 11:52;21//250490;
D;157;1725375;3;20040202 11:52;P;;;;;;
D;157;1725375;3;20040202 11:52;V;;;;;;
B;157;1725708;4;20040202 11:52;;;16;BROUGHTON ST;WEST KEMPSEY;2440;;;20031120;20031223;153000;A;R;RESIDENCE;;AA;;0;AA315422;
C;157;1725708;4;20040202 11:52;3//35946;
D;157;1725708;4;20040202 11:52;P;;;;;;
D;157;1725708;4;20040202 11:52;P;;;;;;
D;157;1725708;4;20040202 11:52;V;;;;;;
D;157;1725708;4;20040202 11:52;V;;;;;;
B;157;1726363;5;20040202 11:52;;;5;FORTH ST;KEMPSEY;2440;227.6;M;20031111;20031223;134000;A;R;RESIDENCE;;AA;;0;AA323650;
C;157;1726363;5;20040202 11:52;161//528099;
D;157;1726363;5;20040202 11:52;P;;;;;;
D;157;1726363;5;20040202 11:52;V;;;;;;
B;157;1726798;6;20040202 11:52;;;10;JOHN ST;KEMPSEY;2440;3402;M;20031030;20031211;1200000;B;3;COMEMRCIAL;;CB;;0;AA343435;
C;157;1726798;6;20040202 11:52;61//872128;
D;157;1726798;6;20040202 11:52;P;;;;;;
