A;191;20040601 12:00;PDANN;
B;191;1862100;1;20040601 12:00;GLENCOE;;;HIGGINS AVE;MANILLA;2346;6.887;H;20040317;20040428;220000;R;R;RESIDENCE;;HA;;0;AA656142;
C;191;1862100;1;20040601 12:00;196, 202, 203//752178;
D;191;1862100;1;20040601 12:00;P;;;;;;
D;191;1862100;1;20040601 12:00;P;;;;;;
D;191;1862100;1;20040601 12:00;V;;;;;;
D;191;1862100;1;20040601 12:00;V;;;;;;
B;191;1862329;2;20040601 12:00;;;;DORING LANE;MANILLA;2346;7.894;H;20040322;20040503;120000;R;R;RESIDENCE;;HA;;0;AA637891;
C;191;1862329;2;20040601 12:01;232, 233//752191;
D;191;1862329;2;20040601 12:01;P;;;;;;
D;191;1862329;2;20040601 12:01;P;;;;;;
D;191;1862329;2;20040601 12:01;V;;;;;;
B;191;1862605;3;20040601 12:01;;;98;COURT ST;MANILLA;2346;1201;M;20011016;20011128;74500;Z;R;RESIDENCE;;ZC;AC;0;8242102;
C;191;1862605;3;20040601 12:01;12/3/5787;
D;191;1862605;3;20040601 12:01;P;;;;;;
D;191;1862605;3;20040601 12:01;V;;;;;;
B;191;1862894;4;20040601 12:01;;;280;MANILLA ST;MANILLA;2346;1012;M;20040223;20040512;70000;R;R;RESIDENCE;;ZR;;0;AA651145;
C;191;1862894;4;20040601 12:01;1//996107;
D;191;1862894;4;20040601 12:01;P;;;;;;
D;191;1862894;4;20040601 12:01;V;;;;;;
D;191;1862894;4;20040601 12:01;V;;;;;;
B;191;1863341;5;20040601 12:01;;;18;STODDART ST;MANILLA;2346;1012;M;20040408;20040430;93000;Z;R;RESIDENCE;;ZS;;0;AA635582;
C;191;1863341;5;20040601 12:01;28/2/8900;
D;191;1863341;5;20040601 12:01;P;;;;;;
D;191;1863341;5;20040601 12:01;V;;;;;;
D;191;1863341;5;20040601 12:01;V;;;;;;
B;191;1863391;6;20040601 12:01;;;40;STRAFFORD ST;MANILLA;2346;559.6;M;20011015;20011220;100000;Z;R;RESIDENCE;;ZC;AC;0;8258274;
C;191;1863391;6;20040601 12:01;1//871939;
D;191;1863391;6;20040601 12:01;P;;;;;;
D;191;1863391;6;20040601 12:01;V;;;;;;
B;191;1863508;7;20040601 12:01;;;11;WOROOMA CRES;MANILLA;2346;805;M;20011217;20011221;69000;Z;R;RESIDENCE;;ZE;AC;0;8265927;
C;191;1863508;7;20040601 12:01;242//807179;
D;191;1863508;7;20040601 12:01;P;;;;;;
D;191;1863508;7;20040601 12:01;P;;;;;;
D;191;1863508;7;20040601 12:01;V;;;;;;
Z;36;7;7;20;
