A;152;20050104 11:47;MASMITH;
B;152;1689535;1;20050104 11:47;;1;121;BORONIA ST;SAWTELL;2452;;;20041115;20041213;301200;;R;RESIDENCE;1;;;0;AB173176;
C;152;1689535;1;20050104 11:47;1/SP34954;
D;152;1689535;1;20050104 11:47;P;;;;;;
D;152;1689535;1;20050104 11:47;P;;;;;;
D;152;1689535;1;20050104 11:47;V;;;;;;
B;152;1689930;2;20050104 11:47;;;21;BRUCE KING DR;BOAMBEE EAST;2452;362;M;20041018;20041216;285000;A;R;RESIDENCE;;AP;;0;AB167114;
C;152;1689930;2;20050104 11:47;330/883780;
D;152;1689930;2;20050104 11:47;P;;;;;;
D;152;1689930;2;20050104 11:47;V;;;;;;
D;152;1689930;2;20050104 11:47;V;;;;;;
B;152;1690345;3;20050104 11:47;;;33;COORABIN CRES;TOORMINA;2452;716.7;M;20040531;20041027;270000;A;R;RESIDENCE;;AV;;0;AB164460;
C;152;1690345;3;20050104 11:47;1/244476;
D;152;1690345;3;20050104 11:47;P;;;;;;
D;152;1690345;3;20050104 11:47;V;;;;;;
D;152;1690345;3;20050104 11:47;V;;;;;;
B;152;1691278;4;20050104 11:47;;;57;FAVIELL DR;BONVILLE;2441;3317;M;20041028;20041213;550000;R;R;RESIDENCE;;SE;;0;AB161602;
C;152;1691278;4;20050104 11:47;1/839768;
D;152;1691278;4;20050104 11:47;P;;;;;;
D;152;1691278;4;20050104 11:47;P;;;;;;
D;152;1691278;4;20050104 11:47;V;;;;;;
D;152;1691278;4;20050104 11:47;V;;;;;;
B;152;1692184;5;20050104 11:47;;;6;HULBERTS RD;TOORMINA;2452;1043;M;20041005;20041214;120000;I;V;VACANT LAND;;SH;;0;AB159552;
C;152;1692184;5;20050104 11:47;20/718990;
D;152;1692184;5;20050104 11:47;P;;;;;;
D;152;1692184;5;20050104 11:47;V;;;;;;
B;152;1693572;6;20050104 11:47;;;3;MEADOW VIEW CL;BOAMBEE EAST;2452;800.4;M;20041112;20041203;300000;A;R;RESIDENCE;;AP;;0;AB157511;
C;152;1693572;6;20050104 11:47;1/845166;
D;152;1693572;6;20050104 11:47;P;;;;;;
D;152;1693572;6;20050104 11:47;P;;;;;;
D;152;1693572;6;20050104 11:47;V;;;;;;
D;152;1693572;6;20050104 11:47;V;;;;;;
B;152;1693912;7;20050104 11:47;;;1;NEWCASTLE DR;TOORMINA;2452;1245;M;20041005;20041214;120000;I;V;VACANT LAND;;SH;;0;AB159552;
C;152;1693912;7;20050104 11:47;7/247861;
D;152;1693912;7;20050104 11:47;P;;;;;;
D;152;1693912;7;20050104 11:47;V;;;;;;
B;152;1694031;8;20050104 11:47;;;;PACIFIC HWY;NORTH BOAMBEE VALLEY;2450;4903;M;20040928;20041202;1450000;I;3;COMMERCIAL;;TG;;0;AB158051;
C;152;1694031;8;20050104 11:47;11/1017118;
D;152;1694031;8;20050104 11:47;P;;;;;;
D;152;1694031;8;20050104 11:47;P;;;;;;
D;152;1694031;8;20050104 11:47;V;;;;;;
D;152;1694031;8;20050104 11:47;V;;;;;;
B;152;1694452;9;20050104 11:47;;;27;PEPPERMAN RD;BOAMBEE EAST;2452;927.1;M;20041115;20041210;400000;A;R;RESIDENCE;;AP;;0;AB167499;
C;152;1694452;9;20050104 11:47;14/730365;
D;152;1694452;9;20050104 11:47;P;;;;;;
D;152;1694452;9;20050104 11:47;P;;;;;;
D;152;1694452;9;20050104 11:47;V;;;;;;
B;152;1694664;10;20050104 11:47;;;31;RAMORNIE DR;TOORMINA;2452;836.4;M;20040531;20041027;223333;A;R;RESIDENCE;;AV;;0;AB164480;
C;152;1694664;10;20050104 11:47;79/243957;
D;152;1694664;10;20050104 11:47;P;;;;;;
D;152;1694664;10;20050104 11:47;V;;;;;;
D;152;1694664;10;20050104 11:47;V;;;;;;
D;152;1694664;10;20050104 11:47;V;;;;;;
D;152;1694664;10;20050104 11:47;V;;;;;;
B;152;1697040;11;20050104 11:47;;;4;MIRANDA PL;KORORA;2450;919.6;M;20041125;20041217;775000;A;R;RESIDENCE;;HA;;0;AB178268;
C;152;1697040;11;20050104 11:47;3/802478;
D;152;1697040;11;20050104 11:47;P;;;;;;
D;152;1697040;11;20050104 11:47;V;;;;;;
D;152;1697040;11;20050104 11:47;V;;;;;;
B;152;1697104;12;20050104 11:47;SMUGGLERS INN;9;;SHELL COVE LANE;KORORA;2450;;;20041023;20041209;157500;;R;RESIDENCE;9;;;0;AB161646;
C;152;1697104;12;20050104 11:47;9/SP58843;
D;152;1697104;12;20050104 11:47;P;;;;;;
D;152;1697104;12;20050104 11:47;V;;;;;;
B;152;1697104;13;20050104 11:47;SMUGGLERS INN;14;;SHELL COVE LANE;KORORA;2450;;;20041012;20041207;495000;;V;VACANT LAND;14;;;0;AB166309;
C;152;1697104;13;20050104 11:47;14/SP58843;
D;152;1697104;13;20050104 11:47;P;;;;;;
D;152;1697104;13;20050104 11:47;V;;;;;;
D;152;1697104;13;20050104 11:47;V;;;;;;
B;152;1697327;14;20050104 11:47;;;58;ALBANY ST;COFFS HARBOUR;2450;1012;M;20041123;20041215;400000;B;3;COMMERCIAL;;LC;;0;AB170101;
C;152;1697327;14;20050104 11:47;20/29/758258;
D;152;1697327;14;20050104 11:47;P;;;;;;
D;152;1697327;14;20050104 11:47;P;;;;;;
D;152;1697327;14;20050104 11:47;V;;;;;;
D;152;1697327;14;20050104 11:47;V;;;;;;
B;152;1697494;15;20050104 11:47;;;10;ANTARIES AVE;COFFS HARBOUR;2450;817;M;20040920;20041020;286000;A;R;RESIDENCE;;AA;;0;AB175849;
C;152;1697494;15;20050104 11:47;60/251258;
D;152;1697494;15;20050104 11:47;P;;;;;;
D;152;1697494;15;20050104 11:47;V;;;;;;
D;152;1697494;15;20050104 11:47;V;;;;;;
B;152;1698543;16;20050104 11:47;;;83;BERYL ST;COFFS HARBOUR;2450;695.6;M;20041026;20041130;295000;A;R;RESIDENCE;;AA;;0;AB172488;
C;152;1698543;16;20050104 11:47;69/211529;
D;152;1698543;16;20050104 11:47;P;;;;;;
D;152;1698543;16;20050104 11:47;V;;;;;;
D;152;1698543;16;20050104 11:47;V;;;;;;
B;152;1698714;17;20050104 11:47;;;15;BONVILLE ST;COFFS HARBOUR;2450;1011.7;M;20040901;20041006;925000;A;R;RESIDENCE;;KE;;0;AB155897;
C;152;1698714;17;20050104 11:47;8/29/758258;
D;152;1698714;17;20050104 11:47;P;;;;;;
D;152;1698714;17;20050104 11:47;V;;;;;;
B;152;1700125;18;20050104 11:47;;;23;CORIEDALE DR;COFFS HARBOUR;2450;1008;M;20041111;20041208;60000;A;R;RESIDENCE;;BF;;0;AB167164;
C;152;1700125;18;20050104 11:47;4/847431;
D;152;1700125;18;20050104 11:47;P;;;;;;
D;152;1700125;18;20050104 11:47;P;;;;;;
D;152;1700125;18;20050104 11:47;V;;;;;;
B;152;1700577;19;20050104 11:47;;4;162;EDINBURGH ST;COFFS HARBOUR;2450;;;20041126;20041126;190000;;3;;4;;;50;AB154308;
C;152;1700577;19;20050104 11:47;4/SP18325;
D;152;1700577;19;20050104 11:47;P;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
D;152;1700577;19;20050104 11:47;V;;;;;;
B;152;1700746;20;20050104 11:47;;8;4;ELIZABETH ST;COFFS HARBOUR;2450;;;20041122;20041126;5385000;;R;RESIDENCE;8;;;0;AB167069;
C;152;1700746;20;20050104 11:47;8/SP63575;
D;152;1700746;20;20050104 11:47;P;;;;;;
D;152;1700746;20;20050104 11:47;V;;;;;;
B;152;1701185;21;20050104 11:47;;;4;GLENREAGH ST;COFFS HARBOUR;2450;;;20041019;20041203;245000;A;R;RESIDENCE;;BH;;0;AB159294;
C;152;1701185;21;20050104 11:47;11/77/758258;
D;152;1701185;21;20050104 11:47;P;;;;;;
D;152;1701185;21;20050104 11:47;V;;;;;;
B;152;1701527;22;20050104 11:47;;;2;GRANT CL;COFFS HARBOUR;2450;420.4;M;20041110;20041124;275000;A;R;RESIDENCE;;AA;;0;AB165345;
C;152;1701527;22;20050104 11:47;701/844496;
D;152;1701527;22;20050104 11:47;P;;;;;;
D;152;1701527;22;20050104 11:47;V;;;;;;
B;152;1701779;23;20050104 11:47;;;6;GUNDAGAI PL;COFFS HARBOUR;2450;575.4;M;20041026;20041130;308000;A;R;RESIDENCE;;AA;;0;AB157613;
C;152;1701779;23;20050104 11:47;1/542823;
D;152;1701779;23;20050104 11:47;P;;;;;;
D;152;1701779;23;20050104 11:47;V;;;;;;
B;152;1702583;24;20050104 11:47;;;32;JAMES SMALL DR;KORORA;2450;638.6;M;20041023;20041122;360000;A;R;RESIDENCE;;HB;;0;AB129115;
C;152;1702583;24;20050104 11:47;16/228917;
D;152;1702583;24;20050104 11:47;P;;;;;;
D;152;1702583;24;20050104 11:47;P;;;;;;
D;152;1702583;24;20050104 11:47;V;;;;;;
B;152;1702715;25;20050104 11:47;;;22;JEAN ST;COFFS HARBOUR;2450;594.4;M;20041018;20041129;267500;A;R;RESIDENCE;;AA;;0;AB147464;
C;152;1702715;25;20050104 11:47;53/E/8957;
D;152;1702715;25;20050104 11:47;P;;;;;;
D;152;1702715;25;20050104 11:47;V;;;;;;
D;152;1702715;25;20050104 11:47;V;;;;;;
B;152;1702786;26;20050104 11:47;;2;13;JOYCE ST;COFFS HARBOUR;2450;;;20041029;20041203;250000;;R;RESIDENCE;2;;;0;AB173340;
C;152;1702786;26;20050104 11:47;2/SP31340;
D;152;1702786;26;20050104 11:47;P;;;;;;
D;152;1702786;26;20050104 11:47;V;;;;;;
B;152;1703881;27;20050104 11:47;;;83;MARCIA ST;COFFS HARBOUR;2450;;;20041203;20041217;292000;A;R;RESIDENCE;;AA;;0;AB178704;
C;152;1703881;27;20050104 11:47;20/400157;
D;152;1703881;27;20050104 11:47;P;;;;;;
D;152;1703881;27;20050104 11:47;P;;;;;;
D;152;1703881;27;20050104 11:47;V;;;;;;
D;152;1703881;27;20050104 11:47;V;;;;;;
D;152;1703881;27;20050104 11:47;V;;;;;;
D;152;1703881;27;20050104 11:47;V;;;;;;
B;152;1704369;28;20050104 11:47;;4;21;MOORE ST;COFFS HARBOUR;2450;;;20041106;20041206;235000;;R;RESIDENCE;4;;;0;AB175592;
C;152;1704369;28;20050104 11:47;4/SP30220;
D;152;1704369;28;20050104 11:47;P;;;;;;
D;152;1704369;28;20050104 11:47;V;;;;;;
D;152;1704369;28;20050104 11:47;V;;;;;;
B;152;1704369;29;20050104 11:47;;4;21;MOORE ST;COFFS HARBOUR;2450;;;20041106;20041206;235000;;R;RESIDENCE;12;;;0;AB175592;
C;152;1704369;29;20050104 11:47;12/SP30220;
D;152;1704369;29;20050104 11:47;P;;;;;;
D;152;1704369;29;20050104 11:47;V;;;;;;
D;152;1704369;29;20050104 11:47;V;;;;;;
B;152;1704977;30;20050104 11:47;;13;95;OCEAN PDE;COFFS HARBOUR;2450;;;20041101;20041126;185000;;R;RESIDENCE;13;;;0;AB152903;
C;152;1704977;30;20050104 11:47;13/SP22427;
D;152;1704977;30;20050104 11:47;P;;;;;;
D;152;1704977;30;20050104 11:47;V;;;;;;
B;152;1705040;31;20050104 11:47;;403;121;OCEAN PDE;COFFS HARBOUR;2450;;;20040629;20040629;450000;;R;RESIDENCE;10;;;0;AB174353;
C;152;1705040;31;20050104 11:47;10/SP19378;
D;152;1705040;31;20050104 11:47;P;;;;;;
D;152;1705040;31;20050104 11:47;P;;;;;;
D;152;1705040;31;20050104 11:47;V;;;;;;
D;152;1705040;31;20050104 11:47;V;;;;;;
B;152;1706414;32;20050104 11:47;;1;87;REID DR;COFFS HARBOUR;2450;;;20041015;20041124;235000;;R;RESIDENCE;1;;;0;AB155755;
C;152;1706414;32;20050104 11:47;1/SP44700;
D;152;1706414;32;20050104 11:47;P;;;;;;
D;152;1706414;32;20050104 11:47;P;;;;;;
D;152;1706414;32;20050104 11:47;V;;;;;;
B;152;1706491;33;20050104 11:47;;;1;REMEMBRANCE CL;COFFS HARBOUR;2450;469.2;M;20041022;20041124;320000;A;R;RESIDENCE;;AA;;0;AB172471;
C;152;1706491;33;20050104 11:47;1/856558;
D;152;1706491;33;20050104 11:47;P;;;;;;
D;152;1706491;33;20050104 11:47;P;;;;;;
D;152;1706491;33;20050104 11:47;P;;;;;;
D;152;1706491;33;20050104 11:47;V;;;;;;
B;152;1706918;34;20050104 11:47;;;66;SHEPHARDS LANE;COFFS HARBOUR;2450;357.4;M;20041102;20041130;282500;A;R;RESIDENCE;;BF;;0;AB155013;
C;152;1706918;34;20050104 11:47;101/843757;
D;152;1706918;34;20050104 11:47;P;;;;;;
D;152;1706918;34;20050104 11:47;P;;;;;;
D;152;1706918;34;20050104 11:47;V;;;;;;
D;152;1706918;34;20050104 11:47;V;;;;;;
B;152;1709976;35;20050104 11:47;;;9;LAKESIDE DR;SAPPHIRE BEACH;2450;885.2;M;20040930;20041028;550000;A;R;RESIDENCE;;JB;;0;AB178486;
C;152;1709976;35;20050104 11:47;48/225116;
D;152;1709976;35;20050104 11:47;P;;;;;;
D;152;1709976;35;20050104 11:47;P;;;;;;
D;152;1709976;35;20050104 11:47;V;;;;;;
B;152;1711539;36;20050104 11:47;;;17;NEWMANS RD;WOOLGOOLGA;2456;1013;M;20041122;20041209;320000;A;R;RESIDENCE;;EB;;0;AB169540;
C;152;1711539;36;20050104 11:47;20/793515;
D;152;1711539;36;20050104 11:47;P;;;;;;
D;152;1711539;36;20050104 11:47;P;;;;;;
D;152;1711539;36;20050104 11:47;V;;;;;;
D;152;1711539;36;20050104 11:47;V;;;;;;
B;152;1711803;37;20050104 11:47;NAUTILUS;9;;PACIFIC HWY;SAPPHIRE BEACH;2450;;;20041019;20041123;168000;;R;RESIDENCE;9;;;0;AB163400;
C;152;1711803;37;20050104 11:47;9/SP61419;
D;152;1711803;37;20050104 11:47;P;;;;;;
D;152;1711803;37;20050104 11:47;P;;;;;;
D;152;1711803;37;20050104 11:47;V;;;;;;
B;152;1712811;38;20050104 11:47;;;8;OCEAN DR;SAFETY BEACH;2456;642.4;M;20041014;20041201;700000;A;R;RESIDENCE;;BA;;0;AB163934;
C;152;1712811;38;20050104 11:47;12/222691;
D;152;1712811;38;20050104 11:47;P;;;;;;
D;152;1712811;38;20050104 11:47;P;;;;;;
D;152;1712811;38;20050104 11:47;V;;;;;;
B;152;1714550;39;20050104 11:47;;;13;HUBBARD ST;WOOLGOOLGA;2456;700;M;20041102;20041125;272500;A;R;RESIDENCE;;EB;;0;AB162669;
C;152;1714550;39;20050104 11:47;7/733803;
D;152;1714550;39;20050104 11:47;P;;;;;;
D;152;1714550;39;20050104 11:47;P;;;;;;
D;152;1714550;39;20050104 11:47;V;;;;;;
D;152;1714550;39;20050104 11:47;V;;;;;;
B;152;1714638;40;20050104 11:47;;;6;SUNSET AVE;WOOLGOOLGA;2456;1241;M;20041112;20041208;295000;A;R;RESIDENCE;;EB;;0;AB166636;
C;152;1714638;40;20050104 11:47;1/258391;
D;152;1714638;40;20050104 11:47;P;;;;;;
D;152;1714638;40;20050104 11:47;P;;;;;;
D;152;1714638;40;20050104 11:47;V;;;;;;
B;152;1714868;41;20050104 11:47;;;7;ACACIA AVE;SANDY BEACH;2456;1161;M;20041002;20041113;415000;A;R;RESIDENCE;;CB;;0;AB151160;
C;152;1714868;41;20050104 11:47;1642/561249;
D;152;1714868;41;20050104 11:47;P;;;;;;
D;152;1714868;41;20050104 11:47;P;;;;;;
D;152;1714868;41;20050104 11:47;P;;;;;;
D;152;1714868;41;20050104 11:47;V;;;;;;
B;152;1714934;42;20050104 11:47;;;34;BLACKBUTT AVE;SANDY BEACH;2456;575.4;M;20041018;20041209;215000;A;R;RESIDENCE;;CB;;0;AB169954;
C;152;1714934;42;20050104 11:47;301/227257;
D;152;1714934;42;20050104 11:47;P;;;;;;
D;152;1714934;42;20050104 11:47;P;;;;;;
D;152;1714934;42;20050104 11:47;V;;;;;;
B;152;2825442;43;20050104 11:47;;;36;SMITHS RD;EMERALD BEACH;2456;9339;M;20041119;20041210;481000;R;R;RESIDENCE;;UF;;0;AB170340;
C;152;2825442;43;20050104 11:47;311/1027590;
D;152;2825442;43;20050104 11:47;P;;;;;;
D;152;2825442;43;20050104 11:47;P;;;;;;
D;152;2825442;43;20050104 11:47;P;;;;;;
D;152;2825442;43;20050104 11:47;V;;;;;;
B;152;2853061;44;20050104 11:47;;;18;GAUDRONS RD;MOONEE;2450;4919;M;20041001;20041123;250000;R;R;RESIDENCE;;RQ;;0;AB154852;
C;152;2853061;44;20050104 11:47;21/1030498;
D;152;2853061;44;20050104 11:47;P;;;;;;
D;152;2853061;44;20050104 11:47;V;;;;;;
D;152;2853061;44;20050104 11:47;V;;;;;;
B;152;1694455;45;20050104 11:47;;1;33;PEPPERMAN RD;BOAMBEE;2450;;;20041115;20041210;305000;;R;RESIDENCE;1;;;0;AB177194;
C;152;1694455;45;20050104 11:47;1/SP67310;
D;152;1694455;45;20050104 11:47;P;;;;;;
D;152;1694455;45;20050104 11:47;V;;;;;;
D;152;1694455;45;20050104 11:47;V;;;;;;
B;152;2977675;46;20050104 11:47;;;;SABAL DR;TOORMINA;2452;795;M;20041005;20041126;435000;A;R;RESIDENCE;;AQ;;0;AB173875;
C;152;2977675;46;20050104 11:47;19/1051144;
D;152;2977675;46;20050104 11:47;P;;;;;;
D;152;2977675;46;20050104 11:47;V;;;;;;
D;152;2977675;46;20050104 11:47;V;;;;;;
B;152;2984239;47;20050104 11:47;;;9;SAFRANO PL;CORAMBA;2450;772.6;M;20041015;20041210;477000;A;R;RESIDENCE;;BF;;0;AB170515;
C;152;2984239;47;20050104 11:47;3/1051473;
D;152;2984239;47;20050104 11:47;P;;;;;;
D;152;2984239;47;20050104 11:47;P;;;;;;
D;152;2984239;47;20050104 11:47;V;;;;;;
B;152;3015105;48;20050104 11:47;;;;ISLES DR;NORTH BOAMBEE VALLEY;2450;2118;M;20041118;20041208;230000;I;V;VACANT LAND;;TG;;0;AB158678;
C;152;3015105;48;20050104 11:47;62/270060;
D;152;3015105;48;20050104 11:47;P;;;;;;
D;152;3015105;48;20050104 11:47;V;;;;;;
D;152;3015105;48;20050104 11:47;V;;;;;;
B;152;3072258;49;20050104 11:47;;2;27;VICTORIA ST;COFFS HARBOUR;2450;;;20041029;20041128;150000;;3;UNIT;2;;;0;AB156304;
C;152;3072258;49;20050104 11:47;2/SP72246;
D;152;3072258;49;20050104 11:47;P;;;;;;
D;152;3072258;49;20050104 11:47;V;;;;;;
B;152;3102756;50;20050104 11:47;;;1 A;NORTH ST;COFFS HARBOUR;2450;492;M;20041126;20041217;412000;A;R;RESIDENCE;;BH;;0;AB178181;
C;152;3102756;50;20050104 11:47;2/1069987;
D;152;3102756;50;20050104 11:47;P;;;;;;
D;152;3102756;50;20050104 11:47;P;;;;;;
D;152;3102756;50;20050104 11:47;V;;;;;;
B;152;3108429;51;20050104 11:47;;;;WILLIAM SHARP DR;COFFS HARBOUR;2450;595.9;M;20040804;20040914;60000;A;V;VACANT LAND;;AA;;0;AB160850;
C;152;3108429;51;20050104 11:47;101/1070664;
D;152;3108429;51;20050104 11:47;P;;;;;;
D;152;3108429;51;20050104 11:47;P;;;;;;
D;152;3108429;51;20050104 11:47;V;;;;;;
