A;117;20050104 11:44;MASMITH;
B;117;1245202;1;20050104 11:44;;;;PT MYALL PARK;FORBES;2871;8094;M;20041116;20041116;50000;R;R;RESIDENCE;;RM;;0;AB170053;
C;117;1245202;1;20050104 11:44;149/752930;
D;117;1245202;1;20050104 11:44;P;;;;;;
D;117;1245202;1;20050104 11:44;P;;;;;;
D;117;1245202;1;20050104 11:44;V;;;;;;
B;117;1245523;2;20050104 11:44;;;;BACK MARSDEN RD;WIRRINYA;2871;2023;M;20041007;20041104;27000;R;3;CHURCH;;RR;;0;AB123226;
C;117;1245523;2;20050104 11:44;1/363738;
D;117;1245523;2;20050104 11:44;P;;;;;;
D;117;1245523;2;20050104 11:44;V;;;;;;
B;117;1246519;3;20050104 11:44;;;5;BALDOCK ST;FORBES;2871;1012;M;20041030;20041129;75000;A;R;RESIDENCE;;AA;;0;AB154140;
C;117;1246519;3;20050104 11:44;6/87/758418;
D;117;1246519;3;20050104 11:44;P;;;;;;
D;117;1246519;3;20050104 11:44;P;;;;;;
D;117;1246519;3;20050104 11:44;V;;;;;;
B;117;1247178;4;20050104 11:44;;;7;STACEY ST;FORBES;2871;2.041;H;20040830;20041008;230000;R;R;RESIDENCE;;RR;;0;AB39352;
C;117;1247178;4;20050104 11:44;1374/750158;
D;117;1247178;4;20050104 11:44;P;;;;;;
D;117;1247178;4;20050104 11:44;P;;;;;;
D;117;1247178;4;20050104 11:44;V;;;;;;
D;117;1247178;4;20050104 11:44;V;;;;;;
B;117;1247896;5;20050104 11:44;;;102;FERRY ST;FORBES;2871;;;20041118;20041208;112000;A;R;RESIDENCE;;AE;;0;AB169390;
C;117;1247896;5;20050104 11:44;8/42/758418;
D;117;1247896;5;20050104 11:44;P;;;;;;
D;117;1247896;5;20050104 11:44;V;;;;;;
B;117;1248040;6;20050104 11:44;;;5;FORSTER ST;FORBES;2871;556.4;M;20041013;20041115;140000;A;R;RESIDENCE;;AA;;0;AB152322;
C;117;1248040;6;20050104 11:44;15/30170;
D;117;1248040;6;20050104 11:44;P;;;;;;
D;117;1248040;6;20050104 11:44;P;;;;;;
D;117;1248040;6;20050104 11:44;V;;;;;;
B;117;1248068;7;20050104 11:44;;;11;GALE ST;FORBES;2871;537.5;M;20041103;20041105;153000;A;R;RESIDENCE;;AA;;0;AB159036;
C;117;1248068;7;20050104 11:44;32/215546;
D;117;1248068;7;20050104 11:44;P;;;;;;
D;117;1248068;7;20050104 11:44;V;;;;;;
B;117;1249202;8;20050104 11:44;;;;RIVER RD;FORBES;2871;7.201;H;20040921;20041015;107000;R;3;FARM;;RR;;0;AB152868;
C;117;1249202;8;20050104 11:44;1/116126 109/455035 105, 106, 107, 1251, 1259/750158;
D;117;1249202;8;20050104 11:44;P;;;;;;
D;117;1249202;8;20050104 11:44;V;;;;;;
D;117;1249202;8;20050104 11:44;V;;;;;;
B;117;1249905;9;20050104 11:44;;;132;YORK ST;FORBES;2871;772.3;M;20040924;20041201;285000;A;R;RESIDENCE;;AA;AC;0;AB150309;
C;117;1249905;9;20050104 11:44;5/248297;
D;117;1249905;9;20050104 11:44;P;;;;;;
D;117;1249905;9;20050104 11:44;P;;;;;;
D;117;1249905;9;20050104 11:44;V;;;;;;
D;117;1249905;9;20050104 11:44;V;;;;;;
B;117;3133757;10;20050104 11:44;TILLIMIBI;;;GAYMARDS LANE;FORBES;2871;49.25;H;20031223;20041202;450000;R;3;FARM;;RW;;0;AB156589;
C;117;3133757;10;20050104 11:44;41/1075512;
D;117;3133757;10;20050104 11:44;P;;;;;;
D;117;3133757;10;20050104 11:44;V;;;;;;
Z;50;10;10;28;
