A;014;20040202 11:40;PTHIRLWELL;
B;014;331180;1;20040202 11:40;;;15;ALDINGA RD;GWANDALAN;2259;505.9;M;20031203;20031218;360000;A;R;RESIDENCE;;DL;;0;AA323878;
C;014;331180;1;20040202 11:40;24/19/28961;
D;014;331180;1;20040202 11:40;P;;;;;;
D;014;331180;1;20040202 11:40;P;;;;;;
D;014;331180;1;20040202 11:40;V;;;;;;
D;014;331180;1;20040202 11:40;V;;;;;;
B;014;331500;2;20040202 11:40;;;66;ALISON RD;WYONG;2259;1259;M;20031014;20040106;518000;A;R;RESIDENCE;;DF;;0;AA359568;
C;014;331500;2;20040202 11:40;C//334096;
D;014;331500;2;20040202 11:40;P;;;;;;
D;014;331500;2;20040202 11:40;V;;;;;;
B;014;331727;3;20040202 11:40;;;70;ALOHA DR;CHITTAWAY BAY;2261;670.3;M;20031101;20031219;435000;A;R;RESIDENCE;;CH;;0;AA324551;
C;014;331727;3;20040202 11:40;186//27390;
D;014;331727;3;20040202 11:40;P;;;;;;
D;014;331727;3;20040202 11:40;V;;;;;;
D;014;331727;3;20040202 11:40;V;;;;;;
B;014;331791;4;20040202 11:40;;;11;AMAROO CL;BLUE HAVEN;2262;360.6;M;20031015;20031128;280000;A;R;RESIDENCE;;CD;;0;AA335757;
C;014;331791;4;20040202 11:40;18//835900;
D;014;331791;4;20040202 11:40;P;;;;;;
D;014;331791;4;20040202 11:40;P;;;;;;
D;014;331791;4;20040202 11:40;V;;;;;;
B;014;331859;5;20040202 11:40;;;46;ANCHORAGE CIR;SUMMERLAND POINT;2259;657.5;M;20031201;20040119;450000;A;R;RESIDENCE;;DJ;;0;AA348478;
C;014;331859;5;20040202 11:40;240//830759;
D;014;331859;5;20040202 11:40;P;;;;;;
D;014;331859;5;20040202 11:40;P;;;;;;
D;014;331859;5;20040202 11:40;V;;;;;;
D;014;331859;5;20040202 11:40;V;;;;;;
B;014;332009;6;20040202 11:40;;;25;ANGLERS DR;BATEAU BAY;2261;556.4;M;20031205;20031223;430000;A;R;RESIDENCE;;DS;;0;AA338573;
C;014;332009;6;20040202 11:40;88//239874;
D;014;332009;6;20040202 11:40;P;;;;;;
D;014;332009;6;20040202 11:40;P;;;;;;
D;014;332009;6;20040202 11:40;V;;;;;;
D;014;332009;6;20040202 11:40;V;;;;;;
B;014;332767;7;20040202 11:40;;;29;ARLINGTON ST;GOROKAN;2263;524.8;M;20031112;20031212;315000;A;R;RESIDENCE;;CM;;0;AA345839;
C;014;332767;7;20040202 11:40;146//27201;
D;014;332767;7;20040202 11:40;P;;;;;;
D;014;332767;7;20040202 11:40;V;;;;;;
B;014;333215;8;20040202 11:40;;4;32;AURORA PL;BATEAU BAY;2261;;;20031210;20040114;243000;;R;RESIDENCE;4;;;0;AA342488;
C;014;333215;8;20040202 11:40;4//SP 61865;
D;014;333215;8;20040202 11:40;P;;;;;;
D;014;333215;8;20040202 11:40;V;;;;;;
B;014;333601;9;20040202 11:40;;;4;BANGALOW CL;TUMBI UMBI;2261;5014;M;20031010;20040114;880000;P;R;RESIDENCE;;PC;;0;AA348498;
C;014;333601;9;20040202 11:40;11//831834;
D;014;333601;9;20040202 11:40;P;;;;;;
D;014;333601;9;20040202 11:40;P;;;;;;
D;014;333601;9;20040202 11:40;V;;;;;;
D;014;333601;9;20040202 11:40;V;;;;;;
B;014;333778;10;20040202 11:40;;;77;BARKER AVE;SAN REMO;2262;461.6;M;20031205;20031216;230000;A;R;RESIDENCE;;CV;;0;AA345543;
C;014;333778;10;20040202 11:40;223//30316;
D;014;333778;10;20040202 11:40;P;;;;;;
D;014;333778;10;20040202 11:40;P;;;;;;
D;014;333778;10;20040202 11:40;V;;;;;;
B;014;334049;11;20040202 11:40;;;14;BASS AVE;KILLARNEY VALE;2261;600.7;M;20031017;20031128;330000;A;R;RESIDENCE;;CP;;0;AA327690;
C;014;334049;11;20040202 11:40;175//27040;
D;014;334049;11;20040202 11:40;P;;;;;;
D;014;334049;11;20040202 11:40;P;;;;;;
D;014;334049;11;20040202 11:40;V;;;;;;
D;014;334049;11;20040202 11:40;V;;;;;;
B;014;334191;12;20040202 11:40;;;119;BATEAU BAY RD;BATEAU BAY;2261;600.7;M;20031111;20031219;408000;A;R;RESIDENCE;;CA;;0;AA339192;
C;014;334191;12;20040202 11:40;3//22151;
D;014;334191;12;20040202 11:40;P;;;;;;
