A;221;20040202 11:58;PTHIRLWELL;
B;221;2432356;1;20040202 11:58;;1;15;THOMAS MAY PL;WESTMEAD;2145;;;20031125;20031125;375000;;R;RESIDENCE;1;;;0;AA341679;
C;221;2432356;1;20040202 11:58;1//SP 59070;
D;221;2432356;1;20040202 11:58;P;;;;;;
D;221;2432356;1;20040202 11:58;V;;;;;;
D;221;2432356;1;20040202 11:58;V;;;;;;
B;221;2433071;2;20040202 11:58;;;10;BAMBIL ST;GREYSTANES;2145;556.4;M;20031030;20031215;260000;A;R;RESIDENCE;;AC;;0;AA321510;
C;221;2433071;2;20040202 11:58;8//233739;
D;221;2433071;2;20040202 11:58;P;;;;;;
D;221;2433071;2;20040202 11:58;V;;;;;;
B;221;2433111;3;20040202 11:58;;;62;BANGOR ST;GUILDFORD;2161;449.61;M;20031206;20040119;404000;A;R;RESIDENCE;;AR;;0;AA358769;
C;221;2433111;3;20040202 11:58;25, 26/8/734;
D;221;2433111;3;20040202 11:58;P;;;;;;
D;221;2433111;3;20040202 11:58;P;;;;;;
D;221;2433111;3;20040202 11:58;V;;;;;;
B;221;2433424;4;20040202 11:58;;;35;BEECHWOOD AVE;GREYSTANES;2145;620.5;M;20031031;20031219;520000;A;R;RESIDENCE;;AK;;0;AA310930;
C;221;2433424;4;20040202 11:58;66//253048;
D;221;2433424;4;20040202 11:58;P;;;;;;
D;221;2433424;4;20040202 11:58;P;;;;;;
D;221;2433424;4;20040202 11:58;V;;;;;;
D;221;2433424;4;20040202 11:58;V;;;;;;
B;221;2433516;5;20040202 11:58;;7;1;BELGIAN ST;MAYS HILL;2145;;;20031111;20031219;310000;;R;RESIDENCE;7;;;0;AA313961;
C;221;2433516;5;20040202 11:58;7//SP 52961;
D;221;2433516;5;20040202 11:58;P;;;;;;
D;221;2433516;5;20040202 11:58;P;;;;;;
D;221;2433516;5;20040202 11:58;V;;;;;;
D;221;2433516;5;20040202 11:58;V;;;;;;
B;221;2434000;6;20040202 11:58;;;66;BERWICK ST;GUILDFORD;2161;449.61;M;20030906;20030906;480000;A;R;RESIDENCE;;AR;;0;AA230793;
C;221;2434000;6;20040202 11:58;22, 23/9/734;
D;221;2434000;6;20040202 11:58;P;;;;;;
D;221;2434000;6;20040202 11:58;V;;;;;;
B;221;2434419;7;20040202 11:58;;9;14;BIRMINGHAM ST;MERRYLANDS;2160;;;20031113;20031204;289100;;R;RESIDENCE;9;;;0;AA324527;
C;221;2434419;7;20040202 11:58;9//SP 40094;
D;221;2434419;7;20040202 11:58;P;;;;;;
D;221;2434419;7;20040202 11:58;P;;;;;;
D;221;2434419;7;20040202 11:58;V;;;;;;
B;221;2434882;8;20040202 11:58;;5;9;BOUNDARY ST;PARRAMATTA;2150;;;20031024;20031216;315000;;R;RESIDENCE;5;;;0;AA338659;
C;221;2434882;8;20040202 11:58;5//SP 55618;
D;221;2434882;8;20040202 11:58;P;;;;;;
D;221;2434882;8;20040202 11:58;V;;;;;;
B;221;2435368;9;20040202 11:58;;;50;BRIAN ST;MERRYLANDS;2160;581.7;M;20031216;20040108;385000;A;R;RESIDENCE;;AK;;0;AA316855;
C;221;2435368;9;20040202 11:58;24//218131;
D;221;2435368;9;20040202 11:58;P;;;;;;
D;221;2435368;9;20040202 11:58;P;;;;;;
D;221;2435368;9;20040202 11:58;V;;;;;;
B;221;2435897;10;20040202 11:58;;;141;BURNETT ST;PARRAMATTA;2150;1138;M;20030618;20030730;700000;A;R;RESIDENCE;;AR;;0;AA311969;
C;221;2435897;10;20040202 11:58;22, 23, 24//904;
D;221;2435897;10;20040202 11:58;P;;;;;;
D;221;2435897;10;20040202 11:58;P;;;;;;
D;221;2435897;10;20040202 11:58;V;;;;;;
B;221;2436000;11;20040202 11:58;;;28;BURNETT ST;MERRYLANDS;2160;;;20031030;20040112;380500;A;R;RESIDENCE;;AG;;0;AA340934;
C;221;2436000;11;20040202 11:58;57//16687;
D;221;2436000;11;20040202 11:58;P;;;;;;
D;221;2436000;11;20040202 11:58;P;;;;;;
D;221;2436000;11;20040202 11:58;V;;;;;;
D;221;2436000;11;20040202 11:58;V;;;;;;
B;221;2436234;12;20040202 11:58;;6;4;CAMBRIDGE ST;MERRYLANDS;2160;;;20031129;20040116;247500;;R;RESIDENCE;6;;;0;AA358114;
C;221;2436234;12;20040202 11:58;6//SP 12834;
D;221;2436234;12;20040202 11:58;P;;;;;;
D;221;2436234;12;20040202 11:58;P;;;;;;
D;221;2436234;12;20040202 11:58;V;;;;;;
B;221;2436608;13;20040202 11:58;;;71;CARDIGAN ST;GUILDFORD;2161;449.61;M;20030603;20040119;480000;A;R;RESIDENCE;;AR;;0;AA349238;
C;221;2436608;13;20040202 11:58;10, 11/8/734;
D;221;2436608;13;20040202 11:58;P;;;;;;
D;221;2436608;13;20040202 11:58;V;;;;;;
