A;180;20040202 11:53;PTHIRLWELL;
B;180;1841633;1;20040202 11:53;;;38;GOTHA ST;BARRABA;2347;1295;M;20031114;20031219;70000;Z;R;RESIDENCE;;ZR;;0;AA336210;
C;180;1841633;1;20040202 11:53;1, 2//313922;
D;180;1841633;1;20040202 11:53;P;;;;;;
D;180;1841633;1;20040202 11:53;V;;;;;;
B;180;1841669;2;20040202 11:53;;;50;HENRY ST;BARRABA;2347;689.2;M;20030812;20030922;41000;Z;R;RESIDENCE;;ZR;;0;AA343586;
C;180;1841669;2;20040202 11:53;4//531550;
D;180;1841669;2;20040202 11:53;P;;;;;;
D;180;1841669;2;20040202 11:53;V;;;;;;
D;180;1841669;2;20040202 11:53;V;;;;;;
D;180;1841669;2;20040202 11:53;V;;;;;;
B;180;1841673;3;20040202 11:53;;;42;HENRY ST;BARRABA;2347;860;M;20031031;20031217;37250;Z;R;RESIDENCE;;ZR;;0;AA350814;
C;180;1841673;3;20040202 11:53;48//238577;
D;180;1841673;3;20040202 11:53;P;;;;;;
D;180;1841673;3;20040202 11:53;P;;;;;;
D;180;1841673;3;20040202 11:53;P;;;;;;
D;180;1841673;3;20040202 11:53;P;;;;;;
D;180;1841673;3;20040202 11:53;V;;;;;;
B;180;1841675;4;20040202 11:53;;;38;HENRY ST;BARRABA;2347;1012;M;20031111;20031219;60000;Z;R;RESIDENCE;;ZR;;0;AA345634;
C;180;1841675;4;20040202 11:53;50//238577;
D;180;1841675;4;20040202 11:53;P;;;;;;
D;180;1841675;4;20040202 11:53;P;;;;;;
D;180;1841675;4;20040202 11:53;V;;;;;;
B;180;1841688;5;20040202 11:53;;;19;HENRY ST;BARRABA;2347;1012;M;20031201;20040113;75000;Z;R;RESIDENCE;;ZR;;0;AA350705;
C;180;1841688;5;20040202 11:53;12A//359860;
D;180;1841688;5;20040202 11:53;P;;;;;;
D;180;1841688;5;20040202 11:53;V;;;;;;
B;180;1842534;6;20040202 11:53;WYNAROY;;;CROWN MOUNTAIN;BARRABA;2347;530.7;H;20031110;20031216;160000;R;3;FARM;;RG;;0;AA309485;
C;180;1842534;6;20040202 11:53;79, 80, 90, 91, 92, 93, 94, 106//752205;
D;180;1842534;6;20040202 11:53;P;;;;;;
D;180;1842534;6;20040202 11:53;V;;;;;;
B;180;3058203;7;20040202 11:53;;;;PLAIN VIEW;BARRABA;2347;92.62;H;20031120;20031216;305000;;3;FARM/RURAL;;;;0;AA287190;
C;180;3058203;7;20040202 11:53;202//1039178;
D;180;3058203;7;20040202 11:53;P;;;;;;
D;180;3058203;7;20040202 11:53;P;;;;;;
D;180;3058203;7;20040202 11:53;V;;;;;;
D;180;3058203;7;20040202 11:53;V;;;;;;
Z;38;7;7;22;
