A;135;20040202 11:48;PTHIRLWELL;
B;135;1308170;1;20040202 11:48;;12;13;ALICE ST;AUBURN;2144;;;20031202;20040120;245000;;R;RESIDENCE;12;;;0;AA358515;
C;135;1308170;1;20040202 11:48;12//SP 49440;
D;135;1308170;1;20040202 11:48;P;;;;;;
D;135;1308170;1;20040202 11:48;V;;;;;;
D;135;1308170;1;20040202 11:48;V;;;;;;
B;135;1308856;2;20040202 11:49;;;169;AUBURN RD;AUBURN;2144;417.3;M;20030930;20031219;510000;A;R;RESIDENCE;;HD;;0;AA346191;
C;135;1308856;2;20040202 11:49;9//8556;
D;135;1308856;2;20040202 11:49;P;;;;;;
D;135;1308856;2;20040202 11:49;V;;;;;;
D;135;1308856;2;20040202 11:49;V;;;;;;
B;135;1309611;3;20040202 11:49;;94;27;BENNELONG RD;HOMEBUSH BAY;2127;;;20030923;20031104;572000;;R;RESIDENCE;94;;;0;AA340668;
C;135;1309611;3;20040202 11:49;94//SP 60794;
D;135;1309611;3;20040202 11:49;P;;;;;;
D;135;1309611;3;20040202 11:49;P;;;;;;
D;135;1309611;3;20040202 11:49;V;;;;;;
D;135;1309611;3;20040202 11:49;V;;;;;;
B;135;1310076;4;20040202 11:49;;1;17;BLAXLAND AVE;NEWINGTON;2127;;;20031216;20040123;525000;;R;RESIDENCE;1;;;0;AA357383;
C;135;1310076;4;20040202 11:49;1//SP 59118;
D;135;1310076;4;20040202 11:49;P;;;;;;
D;135;1310076;4;20040202 11:49;P;;;;;;
D;135;1310076;4;20040202 11:49;V;;;;;;
B;135;1310104;5;20040202 11:49;;20;19;BLAXLAND AVE;NEWINGTON;2127;;;20031020;20031224;600000;;R;RESIDENCE;20;;;0;AA327867;
C;135;1310104;5;20040202 11:49;20//SP 60403;
D;135;1310104;5;20040202 11:49;P;;;;;;
D;135;1310104;5;20040202 11:49;P;;;;;;
D;135;1310104;5;20040202 11:49;V;;;;;;
D;135;1310104;5;20040202 11:49;V;;;;;;
B;135;1310920;6;20040202 11:49;;;133;CARDIGAN ST;AUBURN;2144;490.5;M;20031210;20040114;397500;A;R;RESIDENCE;;HD;;0;AA359191;
C;135;1310920;6;20040202 11:49;27//450320;
D;135;1310920;6;20040202 11:49;P;;;;;;
D;135;1310920;6;20040202 11:49;V;;;;;;
B;135;1311056;7;20040202 11:49;;;36;CARNARVON ST;SILVERWATER;2128;;;20031126;20040113;410000;A;R;RESIDENCE;;HA;;0;AA329542;
C;135;1311056;7;20040202 11:49;5//6673;
D;135;1311056;7;20040202 11:49;P;;;;;;
D;135;1311056;7;20040202 11:49;V;;;;;;
B;135;1311231;8;20040202 11:49;;;14;CHESTNUT RD;AUBURN;2144;;;20031202;20040115;170000;A;R;RESIDENCE;;HD;;0;AA356470;
C;135;1311231;8;20040202 11:49;87//1638;
D;135;1311231;8;20040202 11:49;P;;;;;;
D;135;1311231;8;20040202 11:49;V;;;;;;
B;135;1311511;9;20040202 11:49;;;45;CHISHOLM RD;AUBURN;2144;531.1;M;20031018;20031128;595000;A;R;RESIDENCE;;HD;;0;AA338066;
C;135;1311511;9;20040202 11:49;631//536320;
D;135;1311511;9;20040202 11:49;P;;;;;;
D;135;1311511;9;20040202 11:49;V;;;;;;
B;135;1312977;10;20040202 11:49;;;14;DARCY AVE;LIDCOMBE;2141;;;20031023;20031230;610000;A;R;RESIDENCE;;HC;;0;AA333566;
C;135;1312977;10;20040202 11:49;11/2/6508;
D;135;1312977;10;20040202 11:49;P;;;;;;
D;135;1312977;10;20040202 11:49;V;;;;;;
B;135;1313887;11;20040202 11:49;;4;17;DOODSON AVE;LIDCOMBE;2141;;;20031107;20040108;230000;;R;RESIDENCE;4;;;0;AA347635;
C;135;1313887;11;20040202 11:49;4//SP 6212;
D;135;1313887;11;20040202 11:49;P;;;;;;
D;135;1313887;11;20040202 11:49;V;;;;;;
D;135;1313887;11;20040202 11:49;V;;;;;;
