A;081;20040202 11:42;PTHIRLWELL;
B;081;574475;1;20040202 11:42;;;5;ALLSOPP AVE;BAULKHAM HILLS;2153;;;20030927;20031219;560000;A;R;RESIDENCE;;AJ;;0;AA351911;
C;081;574475;1;20040202 11:42;14//230277;
D;081;574475;1;20040202 11:42;P;;;;;;
D;081;574475;1;20040202 11:42;P;;;;;;
D;081;574475;1;20040202 11:42;V;;;;;;
D;081;574475;1;20040202 11:42;V;;;;;;
B;081;574624;2;20040202 11:42;;;11;AMBERWOOD PL;CASTLE HILL;2154;902.2;M;20031112;20031217;740000;A;R;RESIDENCE;;AG;;0;AA289426;
C;081;574624;2;20040202 11:42;843//714326;
D;081;574624;2;20040202 11:42;P;;;;;;
D;081;574624;2;20040202 11:42;P;;;;;;
D;081;574624;2;20040202 11:42;V;;;;;;
D;081;574624;2;20040202 11:42;V;;;;;;
B;081;574734;3;20040202 11:42;;;39;AMPHITHEATRE CCT;BAULKHAM HILLS;2153;930.4;M;20031022;20040114;685000;A;R;RESIDENCE;;AJ;;0;AA348925;
C;081;574734;3;20040202 11:42;68//261889;
D;081;574734;3;20040202 11:42;P;;;;;;
D;081;574734;3;20040202 11:42;P;;;;;;
D;081;574734;3;20040202 11:42;V;;;;;;
B;081;574830;4;20040202 11:42;;;8;ANDERSON RD;NORTHMEAD;2152;771.5;M;20031018;20031219;518500;A;R;RESIDENCE;;AJ;;0;AA326771;
C;081;574830;4;20040202 11:42;2//733781;
D;081;574830;4;20040202 11:42;P;;;;;;
D;081;574830;4;20040202 11:42;P;;;;;;
D;081;574830;4;20040202 11:42;V;;;;;;
D;081;574830;4;20040202 11:42;V;;;;;;
B;081;574927;5;20040202 11:42;;7;5;ANELLA AVE;CASTLE HILL;2154;;;20031022;20031201;520000;;3;COMMERCIAL OF;7;;;0;AA322881;
C;081;574927;5;20040202 11:42;7//SP 48998;
D;081;574927;5;20040202 11:42;P;;;;;;
D;081;574927;5;20040202 11:42;V;;;;;;
B;081;575046;6;20040202 11:42;;;255;ANNANGROVE RD;ROUSE HILL;2155;2.048;H;20030922;20031209;1050000;R;R;RESIDENCE;;RA;;0;AA318846;
C;081;575046;6;20040202 11:42;1//555310;
D;081;575046;6;20040202 11:42;P;;;;;;
D;081;575046;6;20040202 11:42;P;;;;;;
D;081;575046;6;20040202 11:42;V;;;;;;
D;081;575046;6;20040202 11:42;V;;;;;;
B;081;575381;7;20040202 11:42;;;34;ANNE WILLIAM DR;WEST PENNANT HILLS;2125;1068;M;20031027;20031211;477000;A;R;RESIDENCE;;AD;;0;AA345709;
C;081;575381;7;20040202 11:42;4//859573;
D;081;575381;7;20040202 11:42;P;;;;;;
D;081;575381;7;20040202 11:42;P;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
D;081;575381;7;20040202 11:42;V;;;;;;
B;081;575444;8;20040202 11:42;;;4;ANTHONY RD;CASTLE HILL;2154;695.6;M;20030902;20031215;563000;A;R;RESIDENCE;;AG;;0;AA311319;
C;081;575444;8;20040202 11:42;3//31791;
D;081;575444;8;20040202 11:42;P;;;;;;
D;081;575444;8;20040202 11:42;P;;;;;;
D;081;575444;8;20040202 11:42;V;;;;;;
B;081;575752;9;20040202 11:42;;;8;ARCHDALL GR;BELLA VISTA;2153;782.3;M;20031115;20031219;808000;A;R;RESIDENCE;;AQ;;0;AA338976;
C;081;575752;9;20040202 11:42;524//844927;
D;081;575752;9;20040202 11:42;P;;;;;;
D;081;575752;9;20040202 11:42;P;;;;;;
D;081;575752;9;20040202 11:42;V;;;;;;
D;081;575752;9;20040202 11:42;V;;;;;;
B;081;576002;10;20040202 11:42;;;24;ARTHUR ST;BAULKHAM HILLS;2153;183.3;M;20031103;20040112;455000;B;V;VACANT LAND;;GJ;;0;AA351655;
C;081;576002;10;20040202 11:42;16//38348;
D;081;576002;10;20040202 11:42;P;;;;;;
D;081;576002;10;20040202 11:42;P;;;;;;
D;081;576002;10;20040202 11:42;V;;;;;;
D;081;576002;10;20040202 11:42;V;;;;;;
B;081;576318;11;20040202 11:42;;;21;AUGUSTA CT;ROUSE HILL;2155;600;M;20031219;20031219;240000;A;R;RESIDENCE;;AT;;0;AA317189;
C;081;576318;11;20040202 11:42;49//1011630;
D;081;576318;11;20040202 11:42;P;;;;;;
D;081;576318;11;20040202 11:42;P;;;;;;
D;081;576318;11;20040202 11:42;V;;;;;;
B;081;576348;12;20040202 11:42;;;13;AVONLEIGH WAY;WEST PENNANT HILLS;2125;1074;M;20031110;20031212;1560000;A;R;RESIDENCE;;AD;;0;AA328380;
C;081;576348;12;20040202 11:42;208//836398;
D;081;576348;12;20040202 11:42;P;;;;;;
D;081;576348;12;20040202 11:42;V;;;;;;
