A;159;20050104 11:48;MASMITH;
B;159;1745157;1;20050104 11:48;;2;23;BEAUMONT DR;EAST LISMORE;2480;;;20041118;20041210;135000;;R;RESIDENCE;2;;;0;AB163487;
C;159;1745157;1;20050104 11:48;2/SP52000;
D;159;1745157;1;20050104 11:48;P;;;;;;
D;159;1745157;1;20050104 11:48;V;;;;;;
B;159;1745186;2;20050104 11:48;;;8;BELLARA CT;GOONELLABAH;2480;1116;M;20040914;20041105;345000;A;R;RESIDENCE;;AM;;0;AB87542;
C;159;1745186;2;20050104 11:48;65/259273;
D;159;1745186;2;20050104 11:48;P;;;;;;
D;159;1745186;2;20050104 11:48;P;;;;;;
D;159;1745186;2;20050104 11:48;V;;;;;;
B;159;1745255;3;20050104 11:48;;;10;BENT ST;LISMORE;2480;645;M;20041028;20041129;248000;A;R;RESIDENCE;;AD;;0;AB171290;
C;159;1745255;3;20050104 11:48;D/387817;
D;159;1745255;3;20050104 11:48;P;;;;;;
D;159;1745255;3;20050104 11:48;P;;;;;;
D;159;1745255;3;20050104 11:48;V;;;;;;
B;159;1746472;4;20050104 11:48;;;3;CLARICE ST;EAST LISMORE;2480;;;20040930;20041207;190000;A;R;RESIDENCE;;AE;;0;AB157504;
C;159;1746472;4;20050104 11:48;21/11917;
D;159;1746472;4;20050104 11:48;P;;;;;;
D;159;1746472;4;20050104 11:48;V;;;;;;
D;159;1746472;4;20050104 11:48;V;;;;;;
B;159;1747453;5;20050104 11:48;;8;65;DIADEM ST;LISMORE;2480;;;20041025;20041122;80000;;R;RESIDENCE;8;;;0;AB177707;
C;159;1747453;5;20050104 11:48;8/SP39973;
D;159;1747453;5;20050104 11:48;P;;;;;;
D;159;1747453;5;20050104 11:48;V;;;;;;
B;159;1748028;6;20050104 11:48;;;21;ELTON ST;GIRARDS HILL;2480;916.9;M;20041105;20041208;300000;A;R;RESIDENCE;;AE;;0;AB160748;
C;159;1748028;6;20050104 11:48;A/160391;
D;159;1748028;6;20050104 11:48;P;;;;;;
D;159;1748028;6;20050104 11:48;V;;;;;;
D;159;1748028;6;20050104 11:48;V;;;;;;
B;159;1748501;7;20050104 11:48;;1;30;FISCHER ST;GOONELLABAH;2480;;;20040916;20041020;165000;;R;RESIDENCE;1;;;0;AB170214;
C;159;1748501;7;20050104 11:48;1/SP42399;
D;159;1748501;7;20050104 11:48;P;;;;;;
D;159;1748501;7;20050104 11:48;P;;;;;;
D;159;1748501;7;20050104 11:48;V;;;;;;
D;159;1748501;7;20050104 11:48;V;;;;;;
B;159;1748749;8;20050104 11:48;;;11;KODY ST;GOONELLABAH;2480;857.2;M;20040726;20041126;343000;A;V;VACANT LAND;;AL;;0;AB161818;
C;159;1748749;8;20050104 11:48;245/1006444;
D;159;1748749;8;20050104 11:48;P;;;;;;
D;159;1748749;8;20050104 11:48;P;;;;;;
D;159;1748749;8;20050104 11:48;V;;;;;;
B;159;1749176;9;20050104 11:48;;;21;HAYES ST;GOONELLABAH;2480;915.2;M;20041019;20041209;290000;A;R;RESIDENCE;;AK;;0;AB167852;
C;159;1749176;9;20050104 11:48;10/774966;
D;159;1749176;9;20050104 11:48;P;;;;;;
