A;241;20050104 11:53;MASMITH;
B;241;2639790;1;20050104 11:53;;;46;DAWSON CRES;GLOUCESTER;2422;614.1;M;20040803;20041130;100000;A;V;VACANT LAND;;AC;;0;AB175170;
C;241;2639790;1;20050104 11:53;172/248399;
D;241;2639790;1;20050104 11:53;P;;;;;;
D;241;2639790;1;20050104 11:53;V;;;;;;
D;241;2639790;1;20050104 11:53;V;;;;;;
B;241;2639791;2;20050104 11:53;;;48;DAWSON CRES;GLOUCESTER;2422;605.2;M;20040803;20041130;100000;A;V;VACANT LAND;;AC;;0;AB175170;
C;241;2639791;2;20050104 11:53;173/248399;
D;241;2639791;2;20050104 11:53;P;;;;;;
D;241;2639791;2;20050104 11:53;V;;;;;;
D;241;2639791;2;20050104 11:53;V;;;;;;
B;241;2640757;3;20050104 11:53;;;4130;BUCKETTS WAY S;FORBESDALE;2422;49.53;H;20041119;20041130;222330;R;3;TIMBER MILL;;RC;;0;AB131560;
C;241;2640757;3;20050104 11:53;28/606093;
D;241;2640757;3;20050104 11:53;P;;;;;;
D;241;2640757;3;20050104 11:53;V;;;;;;
B;241;2996061;4;20050104 11:53;;;112;CHURCH ST;GLOUCESTER;2422;16.732;H;20040531;20040702;285000;P;V;VACANT LAND;;EB;RV;0;4431774;
C;241;2996061;4;20050104 11:53;463/624552 5/1072666;
D;241;2996061;4;20050104 11:53;P;;;;;;
D;241;2996061;4;20050104 11:53;V;;;;;;
B;241;3116385;5;20050104 11:53;;;;THUNDERBOLTS WAY;GLOUCESTER;2422;9149;M;20041108;20041214;245000;R;V;VACANT LAND;;RK;;0;AB173728;
C;241;3116385;5;20050104 11:53;27/1072350;
D;241;3116385;5;20050104 11:53;P;;;;;;
D;241;3116385;5;20050104 11:53;P;;;;;;
D;241;3116385;5;20050104 11:53;V;;;;;;
Z;25;5;5;13;
