A;013;20040202 11:39;PTHIRLWELL;
B;013;305538;1;20040202 11:39;;;23;PRINCE ST;BULAHDELAH;2423;1733;M;20031125;20040107;180000;Z;R;RESIDENCE;;YW;;0;AA342100;
C;013;305538;1;20040202 11:39;8/9/758177;
D;013;305538;1;20040202 11:39;P;;;;;;
D;013;305538;1;20040202 11:39;P;;;;;;
D;013;305538;1;20040202 11:39;V;;;;;;
D;013;305538;1;20040202 11:39;V;;;;;;
B;013;305561;2;20040202 11:39;;;18;PRINCE ST;BULAHDELAH;2423;757;M;20031128;20031219;169000;Z;R;RESIDENCE;;ZA;;0;AA309745;
C;013;305561;2;20040202 11:39;4//43945;
D;013;305561;2;20040202 11:39;P;;;;;;
D;013;305561;2;20040202 11:39;P;;;;;;
D;013;305561;2;20040202 11:39;V;;;;;;
B;013;305625;3;20040202 11:39;;;25 A;STROUD ST;BULAHDELAH;2423;768.5;M;20031209;20040114;179000;Z;R;RESIDENCE;;ZA;;0;AA353708;
C;013;305625;3;20040202 11:39;28//596731;
D;013;305625;3;20040202 11:39;P;;;;;;
D;013;305625;3;20040202 11:39;V;;;;;;
B;013;305820;4;20040202 11:39;;;11;ALICE ST;FORSTER;2428;600.7;M;20031121;20040109;385000;A;R;RESIDENCE;;AG;;0;AA359455;
C;013;305820;4;20040202 11:39;31//23070;
D;013;305820;4;20040202 11:39;P;;;;;;
D;013;305820;4;20040202 11:39;P;;;;;;
D;013;305820;4;20040202 11:39;V;;;;;;
D;013;305820;4;20040202 11:39;V;;;;;;
B;013;305914;5;20040202 11:39;;;55;AMANDA CRES;FORSTER;2428;714.4;M;20030811;20030908;450000;A;R;RESIDENCE;;DK;;0;AA333699;
C;013;305914;5;20040202 11:39;26//865690;
D;013;305914;5;20040202 11:39;P;;;;;;
D;013;305914;5;20040202 11:39;V;;;;;;
B;013;306007;6;20040202 11:39;;;9;ARLINGTON PL;FORSTER;2428;1098;M;20031113;20031218;355000;A;R;RESIDENCE;;DM;;0;AA320778;
C;013;306007;6;20040202 11:39;6//800751;
D;013;306007;6;20040202 11:39;P;;;;;;
D;013;306007;6;20040202 11:39;V;;;;;;
D;013;306007;6;20040202 11:39;V;;;;;;
B;013;306989;7;20040202 11:39;;;4;CASSINA CL;FORSTER;2428;462;M;20031030;20031219;405000;A;R;RESIDENCE;;DN;;0;AA349254;
C;013;306989;7;20040202 11:39;923//846319;
D;013;306989;7;20040202 11:39;P;;;;;;
D;013;306989;7;20040202 11:39;P;;;;;;
D;013;306989;7;20040202 11:39;V;;;;;;
D;013;306989;7;20040202 11:39;V;;;;;;
B;013;307037;8;20040202 11:39;;;24;CAVILL AVE;FORSTER;2428;442.6;M;20031020;20031117;279000;A;R;RESIDENCE;;DK;;0;AA348986;
C;013;307037;8;20040202 11:39;17/5/22958;
D;013;307037;8;20040202 11:39;P;;;;;;
D;013;307037;8;20040202 11:39;P;;;;;;
D;013;307037;8;20040202 11:39;V;;;;;;
B;013;307175;9;20040202 11:39;;;10;CLIFF RD;FORSTER;2428;556.4;M;20031119;20031217;1250000;A;R;RESIDENCE;;ER;;0;AA342261;
C;013;307175;9;20040202 11:39;5/2/22922;
D;013;307175;9;20040202 11:39;P;;;;;;
D;013;307175;9;20040202 11:39;P;;;;;;
D;013;307175;9;20040202 11:39;V;;;;;;
B;013;307509;10;20040202 11:39;;;35;DIVIDE ST;FORSTER;2428;581.7;M;20031022;20031208;345000;A;R;RESIDENCE;;AG;;0;AA340127;
C;013;307509;10;20040202 11:39;189//30310;
D;013;307509;10;20040202 11:39;P;;;;;;
D;013;307509;10;20040202 11:39;P;;;;;;
D;013;307509;10;20040202 11:39;P;;;;;;
D;013;307509;10;20040202 11:39;P;;;;;;
D;013;307509;10;20040202 11:39;V;;;;;;
B;013;308962;11;20040202 11:39;;;36;KENROSE ST;FORSTER;2428;700;M;20031121;20040115;520000;A;R;RESIDENCE;;DK;;0;AA339571;
C;013;308962;11;20040202 11:39;52//810924;
D;013;308962;11;20040202 11:39;P;;;;;;
D;013;308962;11;20040202 11:39;P;;;;;;
D;013;308962;11;20040202 11:39;V;;;;;;
D;013;308962;11;20040202 11:39;V;;;;;;
B;013;309044;12;20040202 11:39;;;73;KING GEORGE PDE;FORSTER;2428;556.4;M;20030804;20030915;295000;A;R;RESIDENCE;;DL;;0;AA339137;
C;013;309044;12;20040202 11:39;24/1/22958;
D;013;309044;12;20040202 11:39;P;;;;;;
D;013;309044;12;20040202 11:39;P;;;;;;
D;013;309044;12;20040202 11:39;V;;;;;;
D;013;309044;12;20040202 11:39;V;;;;;;
B;013;309129;13;20040202 11:39;;;6;KIOLA PL;FORSTER;2428;623.3;M;20031107;20031205;398000;A;R;RESIDENCE;;AF;;0;AA323904;
C;013;309129;13;20040202 11:39;70//262684;
D;013;309129;13;20040202 11:39;P;;;;;;
D;013;309129;13;20040202 11:39;P;;;;;;
D;013;309129;13;20040202 11:39;V;;;;;;
D;013;309129;13;20040202 11:39;V;;;;;;
