A;130;20050104 11:44;MASMITH;
B;130;1287681;1;20050104 11:44;;;12;HAWKINS ST;WELLINGTON;2820;2112;M;20041101;20041125;40000;A;R;RESIDENCE;;AC;;0;AB155847;
C;130;1287681;1;20050104 11:44;3/49/759073;
D;130;1287681;1;20050104 11:44;P;;;;;;
D;130;1287681;1;20050104 11:44;V;;;;;;
B;130;1287698;2;20050104 11:44;;;15;HAWKINS ST;WELLINGTON;2820;1492;M;20041206;20041216;101250;A;R;RESIDENCE;;AC;;75;AB172975;
C;130;1287698;2;20050104 11:44;21, 22/531243;
D;130;1287698;2;20050104 11:44;P;;;;;;
D;130;1287698;2;20050104 11:44;V;;;;;;
D;130;1287698;2;20050104 11:44;V;;;;;;
D;130;1287698;2;20050104 11:44;V;;;;;;
D;130;1287698;2;20050104 11:44;V;;;;;;
D;130;1287698;2;20050104 11:44;V;;;;;;
B;130;1287856;3;20050104 11:44;;;;MARSH ST;WELLINGTON;2820;4.243;H;20040630;20041119;111644;S;R;RESIDENCE;;SA;;0;AB153282;
C;130;1287856;3;20050104 11:44;120, 122/756920;
D;130;1287856;3;20050104 11:44;P;;;;;;
D;130;1287856;3;20050104 11:44;V;;;;;;
B;130;1287905;4;20050104 11:44;;;122;MAUGHAN ST;WELLINGTON;2820;695.6;M;20041101;20041210;78000;A;R;RESIDENCE;;AB;;0;AB177794;
C;130;1287905;4;20050104 11:44;23/1A/1461;
D;130;1287905;4;20050104 11:44;P;;;;;;
D;130;1287905;4;20050104 11:44;V;;;;;;
B;130;1287998;5;20050104 11:44;;;117;MAXWELL ST;WELLINGTON;2820;803.1;M;20041020;20041202;175000;A;R;RESIDENCE;;AB;;0;AB164198;
C;130;1287998;5;20050104 11:44;6/237716;
D;130;1287998;5;20050104 11:44;P;;;;;;
D;130;1287998;5;20050104 11:44;V;;;;;;
B;130;1288019;6;20050104 11:44;;;61;MAXWELL ST;WELLINGTON;2820;1239.3;M;20041109;20041210;138000;A;R;RESIDENCE;;AB;;0;AB158428;
C;130;1288019;6;20050104 11:44;4, 5/21920;
D;130;1288019;6;20050104 11:44;P;;;;;;
D;130;1288019;6;20050104 11:44;V;;;;;;
B;130;1288053;7;20050104 11:44;;;22;MELALEUCA DR;WELLINGTON;2820;1105;M;20041103;20041206;55000;A;V;VACANT LAND;;AM;;0;AB165130;
C;130;1288053;7;20050104 11:44;12/1011494;
D;130;1288053;7;20050104 11:44;P;;;;;;
D;130;1288053;7;20050104 11:44;P;;;;;;
D;130;1288053;7;20050104 11:44;V;;;;;;
B;130;1288528;8;20050104 11:44;;;68;PIERCE ST;WELLINGTON;2820;637.4;M;20041028;20041109;110000;A;R;RESIDENCE;;AB;;0;AB177492;
C;130;1288528;8;20050104 11:44;6/219136;
D;130;1288528;8;20050104 11:44;P;;;;;;
D;130;1288528;8;20050104 11:44;V;;;;;;
B;130;1288974;9;20050104 11:44;;;138;THORNTON ST;WELLINGTON;2820;1050;M;20041022;20041214;98000;A;R;RESIDENCE;;AC;;0;AB169172;
C;130;1288974;9;20050104 11:44;2/5326;
D;130;1288974;9;20050104 11:44;P;;;;;;
D;130;1288974;9;20050104 11:44;P;;;;;;
D;130;1288974;9;20050104 11:44;P;;;;;;
D;130;1288974;9;20050104 11:44;V;;;;;;
B;130;1289082;10;20050104 11:44;;;26;WARNE ST;WELLINGTON;2820;1012;M;20041018;20041129;100000;A;R;RESIDENCE;;AA;;0;AB145931;
C;130;1289082;10;20050104 11:44;B/372025;
D;130;1289082;10;20050104 11:44;P;;;;;;
D;130;1289082;10;20050104 11:44;P;;;;;;
D;130;1289082;10;20050104 11:44;P;;;;;;
D;130;1289082;10;20050104 11:44;V;;;;;;
B;130;1289937;11;20050104 11:44;;;13;BUCKINBAH ST;GEURIE;2831;4047;M;20041029;20041203;115000;Z;R;RESIDENCE;;VG;AC;0;AB153800;
C;130;1289937;11;20050104 11:44;9, 10/16/758438;
D;130;1289937;11;20050104 11:44;P;;;;;;
D;130;1289937;11;20050104 11:44;V;;;;;;
D;130;1289937;11;20050104 11:44;V;;;;;;
B;130;1290994;12;20050104 11:44;;;;DICK ST CNR;BODANGORA;2820;916.9;M;20041103;20041206;8000;R;V;VACANT LAND;;VT;;0;AB169775;
C;130;1290994;12;20050104 11:44;7/7/758124;
D;130;1290994;12;20050104 11:44;P;;;;;;
D;130;1290994;12;20050104 11:44;V;;;;;;
Z;60;12;12;34;
