A;061;20040202 11:41;PTHIRLWELL;
B;061;532673;1;20040202 11:41;;;;JUBILEE ST;ILLABO;2590;1075;M;20031010;20031128;800;Z;V;VACANT LAND;;ZM;;0;AA317104;
C;061;532673;1;20040202 11:41;16/4/758533;
D;061;532673;1;20040202 11:41;P;;;;;;
D;061;532673;1;20040202 11:41;V;;;;;;
B;061;532732;2;20040202 11:41;;;;COMMENS RD;ILLABO;2590;1012;M;20031010;20040108;2000;Z;V;VACANT LAND;;ZM;;0;AA344592;
C;061;532732;2;20040202 11:41;18/3/6660;
D;061;532732;2;20040202 11:41;P;;;;;;
D;061;532732;2;20040202 11:41;V;;;;;;
B;061;533139;3;20040202 11:41;;;;MURRAY ST;OLD JUNEE;2652;2023;M;20031010;20040109;2400;Z;V;VACANT LAND;;ZJ;;0;AA344583;
C;061;533139;3;20040202 11:41;12/53/758811;
D;061;533139;3;20040202 11:41;P;;;;;;
D;061;533139;3;20040202 11:41;P;;;;;;
D;061;533139;3;20040202 11:41;V;;;;;;
D;061;533139;3;20040202 11:41;V;;;;;;
B;061;533747;4;20040202 11:41;;;9;CASSIA WAY;JUNEE;2663;946.2;M;20031202;20031219;13000;Z;V;VACANT LAND;;ZC;;0;AA308634;
C;061;533747;4;20040202 11:41;40//245963;
D;061;533747;4;20040202 11:41;P;;;;;;
D;061;533747;4;20040202 11:41;P;;;;;;
D;061;533747;4;20040202 11:41;V;;;;;;
B;061;534020;5;20040202 11:41;;;;EDWARD ST;JUNEE;2663;873.1;M;20031106;20031209;7000;Z;V;VACANT LAND;;ZC;;0;AA342823;
C;061;534020;5;20040202 11:41;8//807618;
D;061;534020;5;20040202 11:41;P;;;;;;
D;061;534020;5;20040202 11:41;P;;;;;;
D;061;534020;5;20040202 11:41;V;;;;;;
B;061;534058;6;20040202 11:41;;;32;FITZROY ST;JUNEE;2663;682.9;M;20031117;20031211;89000;Z;R;RESIDENCE;;ZF;;0;AA354823;
C;061;534058;6;20040202 11:41;D//404305;
D;061;534058;6;20040202 11:41;P;;;;;;
D;061;534058;6;20040202 11:41;P;;;;;;
D;061;534058;6;20040202 11:41;V;;;;;;
B;061;534456;7;20040202 11:41;;;1;KINVARA DR;JUNEE;2663;3.032;H;20031106;20031211;54000;R;3;;;RJ;;0;AA315526;
C;061;534456;7;20040202 11:41;1//855030;
D;061;534456;7;20040202 11:41;P;;;;;;
D;061;534456;7;20040202 11:41;P;;;;;;
D;061;534456;7;20040202 11:41;V;;;;;;
B;061;534686;8;20040202 11:42;;;18;MELALEUCA PL;JUNEE;2663;725.1;M;20031121;20040112;5200;Z;V;VACANT LAND;;ZC;;0;AA339140;
C;061;534686;8;20040202 11:42;28//245963;
D;061;534686;8;20040202 11:42;P;;;;;;
D;061;534686;8;20040202 11:42;P;;;;;;
D;061;534686;8;20040202 11:42;V;;;;;;
B;061;534857;9;20040202 11:42;;;43;PRINCE ST;JUNEE;2663;916.9;M;20031114;20031211;125000;Z;R;RESIDENCE;;ZE;;0;AA343152;
C;061;534857;9;20040202 11:42;2//527433;
D;061;534857;9;20040202 11:42;P;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
D;061;534857;9;20040202 11:42;V;;;;;;
B;061;2865041;10;20040202 11:42;;;1;PIKE PL;JUNEE;2663;1648;M;20031125;20040116;296833;Z;R;RESIDENCE;;ZA;;0;AA356583;
C;061;2865041;10;20040202 11:42;2//1034975;
D;061;2865041;10;20040202 11:42;P;;;;;;
D;061;2865041;10;20040202 11:42;V;;;;;;
Z;54;10;10;32;
