A;538;20050104 11:54;MASMITH;
B;538;2690722;1;20050104 11:54;;;96;BYRON ST;TEMORA;2666;1005;M;20041101;20041129;187000;A;R;RESIDENCE;;AB;;0;AB178041;
C;538;2690722;1;20050104 11:54;6/16519;
D;538;2690722;1;20050104 11:54;P;;;;;;
D;538;2690722;1;20050104 11:54;P;;;;;;
D;538;2690722;1;20050104 11:54;V;;;;;;
B;538;2691027;2;20050104 11:54;;;126;DEBOOS ST;TEMORA;2666;1012;M;20040728;20040825;350000;A;R;RESIDENCE;;AB;;0;AB156356;
C;538;2691027;2;20050104 11:54;12/6/758957;
D;538;2691027;2;20050104 11:54;P;;;;;;
D;538;2691027;2;20050104 11:54;V;;;;;;
B;538;2691176;3;20050104 11:54;;;45;GALLIPOLI ST;TEMORA;2666;1006;M;20041207;20041215;460000;A;V;VACANT LAND;;AA;;0;AB170010;
C;538;2691176;3;20050104 11:54;1/832132;
D;538;2691176;3;20050104 11:54;P;;;;;;
D;538;2691176;3;20050104 11:54;P;;;;;;
D;538;2691176;3;20050104 11:54;V;;;;;;
B;538;2691693;4;20050104 11:54;;;131;KITCHENER RD;TEMORA;2666;891.6;M;20040914;20041214;170000;A;R;RESIDENCE;;AB;;0;AB176627;
C;538;2691693;4;20050104 11:54;2/229933;
D;538;2691693;4;20050104 11:54;P;;;;;;
D;538;2691693;4;20050104 11:54;P;;;;;;
D;538;2691693;4;20050104 11:54;V;;;;;;
B;538;2692249;5;20050104 11:54;;;158;VESPER ST;TEMORA;2666;966;M;20041026;20041207;35000;A;V;VACANT LAND;;AE;;0;AB173244;
C;538;2692249;5;20050104 11:54;4/863000;
D;538;2692249;5;20050104 11:54;P;;;;;;
D;538;2692249;5;20050104 11:54;V;;;;;;
D;538;2692249;5;20050104 11:54;V;;;;;;
B;538;2692559;6;20050104 11:54;;;;STOCKINBINGAL MORANGARELL RD;STOCKINBINGAL;2825;2.63;H;20040322;20040421;925800;R;3;FARMLANDS;;MF;;0;AB71232;
C;538;2692559;6;20050104 11:54;PT 2/535519;
D;538;2692559;6;20050104 11:54;P;;;;;;
D;538;2692559;6;20050104 11:54;P;;;;;;
D;538;2692559;6;20050104 11:54;V;;;;;;
D;538;2692559;6;20050104 11:54;V;;;;;;
B;538;2693430;7;20050104 11:54;;;1064;GLYNBURN RD;TEMORA;2666;259;H;20041119;20041210;490000;R;R;RESIDENCE;;FE;;0;AB177931;
C;538;2693430;7;20050104 11:54;42/750628;
D;538;2693430;7;20050104 11:54;P;;;;;;
D;538;2693430;7;20050104 11:54;P;;;;;;
D;538;2693430;7;20050104 11:54;P;;;;;;
D;538;2693430;7;20050104 11:54;V;;;;;;
Z;38;7;7;22;
