A;219;20040202 11:57;PTHIRLWELL;
B;219;2347599;1;20040202 11:57;;2;15;ALBERT PL;BLIGH PARK;2756;;;20031121;20040109;295000;;R;RESIDENCE;2;;;0;AA344708;
C;219;2347599;1;20040202 11:57;2//SP 42821;
D;219;2347599;1;20040202 11:57;P;;;;;;
D;219;2347599;1;20040202 11:57;V;;;;;;
B;219;2348031;2;20040202 11:57;;;38;ARKELL DR;BLIGH PARK;2756;465;M;20031121;20031217;422000;A;R;RESIDENCE;;BA;;0;AA351807;
C;219;2348031;2;20040202 11:57;9071//843858;
D;219;2348031;2;20040202 11:57;P;;;;;;
D;219;2348031;2;20040202 11:57;V;;;;;;
D;219;2348031;2;20040202 11:57;V;;;;;;
B;219;2348676;3;20040202 11:57;;;9;BEASLEY PL;WINDSOR;2756;553.9;M;20031029;20031210;305000;A;R;RESIDENCE;;AV;;0;AA322565;
C;219;2348676;3;20040202 11:57;47//263057;
D;219;2348676;3;20040202 11:57;P;;;;;;
D;219;2348676;3;20040202 11:57;P;;;;;;
D;219;2348676;3;20040202 11:57;V;;;;;;
B;219;2348776;4;20040202 11:57;;;19;BELLBIRD CRES;BOWEN MOUNTAIN;2753;569.1;M;20031010;20031124;465000;P;R;RESIDENCE;;PB;;0;AA309540;
C;219;2348776;4;20040202 11:57;529//210301;
D;219;2348776;4;20040202 11:57;P;;;;;;
D;219;2348776;4;20040202 11:57;V;;;;;;
D;219;2348776;4;20040202 11:57;V;;;;;;
B;219;2349057;5;20040202 11:57;;;1500;BELLS LINE OF RD;KURRAJONG HEIGHTS;2758;6.321;H;20031104;20031216;305000;P;R;RESIDENCE;;PJ;;0;AA338608;
C;219;2349057;5;20040202 11:57;6//650909;
D;219;2349057;5;20040202 11:57;P;;;;;;
D;219;2349057;5;20040202 11:57;V;;;;;;
B;219;2349238;6;20040202 11:57;;;2451;BELLS LINE OF RD;BILPIN;2758;2.505;H;20030904;20031209;560000;P;R;RESIDENCE;;PH;;0;AA304298;
C;219;2349238;6;20040202 11:57;914//708464;
D;219;2349238;6;20040202 11:57;P;;;;;;
D;219;2349238;6;20040202 11:57;P;;;;;;
D;219;2349238;6;20040202 11:57;V;;;;;;
D;219;2349238;6;20040202 11:57;V;;;;;;
B;219;2349357;7;20040202 11:57;;;617;BELLS LINE OF RD;KURRAJONG;2758;3924;M;20031215;20040119;1400000;R;3;;;HE;;0;AA348804;
C;219;2349357;7;20040202 11:57;1//794338;
D;219;2349357;7;20040202 11:57;P;;;;;;
D;219;2349357;7;20040202 11:57;P;;;;;;
D;219;2349357;7;20040202 11:57;V;;;;;;
B;219;2349426;8;20040202 11:57;;1;89;CHARLES ST;NORTH RICHMOND;2754;;;20031211;20031211;155000;;R;RESIDENCE;1;;;50;AA322757;
C;219;2349426;8;20040202 11:57;1//SP 64373;
D;219;2349426;8;20040202 11:57;P;;;;;;
D;219;2349426;8;20040202 11:57;V;;;;;;
D;219;2349426;8;20040202 11:57;V;;;;;;
