A;234;20050104 11:53;MASMITH;
B;234;2613427;1;20050104 11:53;;;554;ARGENT ST;BROKEN HILL;2880;1012;M;20040930;20041203;32500;A;R;RESIDENCE;;CC;;0;AB165115;
C;234;2613427;1;20050104 11:53;2428/757298;
D;234;2613427;1;20050104 11:53;P;;;;;;
D;234;2613427;1;20050104 11:53;V;;;;;;
D;234;2613427;1;20050104 11:53;V;;;;;;
B;234;2613697;2;20050104 11:53;;;672;BERYL ST;BROKEN HILL;2880;872.6;M;20030905;20041109;50000;A;V;VACANT LAND;;CC;;0;AB109537;
C;234;2613697;2;20050104 11:53;3435/757298 Western Land Lease 13616;
D;234;2613697;2;20050104 11:53;P;;;;;;
D;234;2613697;2;20050104 11:53;V;;;;;;
B;234;2613996;3;20050104 11:53;;;728;BLENDE ST;BROKEN HILL;2880;790.4;M;20041028;20041126;50000;A;R;RESIDENCE;;CC;AC;0;AB153959;
C;234;2613996;3;20050104 11:53;3481/757298;
D;234;2613996;3;20050104 11:53;P;;;;;;
D;234;2613996;3;20050104 11:53;V;;;;;;
B;234;2614472;4;20050104 11:53;;;39;BRONHILL ST;BROKEN HILL;2880;2298;M;20031218;20031218;600;A;V;VACANT LAND;;AM;;0;AB137390;
C;234;2614472;4;20050104 11:53;1993/757298;
D;234;2614472;4;20050104 11:53;P;;;;;;
D;234;2614472;4;20050104 11:53;P;;;;;;
D;234;2614472;4;20050104 11:53;V;;;;;;
B;234;2614830;5;20050104 11:53;;;477;CHAPPLE LANE;BROKEN HILL;2880;;;20030917;20031119;9000;A;R;RESIDENCE;;AZ;;0;AA242516;
C;234;2614830;5;20050104 11:53;2/946726 LOT 2 DP 946726 8.79X43.08 VO 4934 FO 217;
D;234;2614830;5;20050104 11:53;P;;;;;;
D;234;2614830;5;20050104 11:53;V;;;;;;
B;234;2615359;6;20050104 11:53;;;288;CHLORIDE ST;BROKEN HILL;2880;316.2;M;20041007;20041111;40000;A;R;RESIDENCE;;AR;AC;0;AB153008;
C;234;2615359;6;20050104 11:53;1/203489;
D;234;2615359;6;20050104 11:53;P;;;;;;
D;234;2615359;6;20050104 11:53;V;;;;;;
D;234;2615359;6;20050104 11:53;V;;;;;;
B;234;2615930;7;20050104 11:53;;;510;CRYSTAL ST;BROKEN HILL;2880;413.9;M;20041116;20041203;47000;A;R;RESIDENCE;;CC;AC;0;AB155811;
C;234;2615930;7;20050104 11:53;3057/757298;
D;234;2615930;7;20050104 11:53;P;;;;;;
D;234;2615930;7;20050104 11:53;P;;;;;;
