A;162;20040202 11:53;PTHIRLWELL;
B;162;1771815;1;20040202 11:53;;;;HILLTOP PKWY;HALLIDAYS POINT;2430;1020;M;20031216;20031216;80000;A;V;VACANT LAND;;ER;;0;AA342942;
C;162;1771815;1;20040202 11:53;67//1010932;
D;162;1771815;1;20040202 11:53;P;;;;;;
D;162;1771815;1;20040202 11:53;V;;;;;;
B;162;1771842;2;20040202 11:53;;;48;HILLTOP PKWY;HALLIDAYS POINT;2430;1002;M;20031003;20031212;190000;A;V;VACANT LAND;;ER;;0;AA312174;
C;162;1771842;2;20040202 11:53;923//1013575;
D;162;1771842;2;20040202 11:53;P;;;;;;
D;162;1771842;2;20040202 11:53;P;;;;;;
D;162;1771842;2;20040202 11:53;V;;;;;;
B;162;1773918;3;20040202 11:53;;1;19;FARLEIGH ST;OLD BAR;2430;;;20030926;20031107;215000;;R;RESIDENCE;1;;;0;AA337719;
C;162;1773918;3;20040202 11:53;1//SP 39468;
D;162;1773918;3;20040202 11:53;P;;;;;;
D;162;1773918;3;20040202 11:53;V;;;;;;
B;162;1773972;4;20040202 11:53;;;1;GEORGE ST;OLD BAR;2430;524.8;M;20031118;20031219;380000;A;R;RESIDENCE;;SZ;;0;AA319073;
C;162;1773972;4;20040202 11:53;134//546656;
D;162;1773972;4;20040202 11:53;P;;;;;;
D;162;1773972;4;20040202 11:53;V;;;;;;
B;162;1775536;5;20040202 11:53;;;;PH BULGA PH PORS;ELANDS;2429;20.23;H;20031209;20031219;310000;R;3;FARM;;LQ;;0;AA320697;
C;162;1775536;5;20040202 11:53;92//754402;
D;162;1775536;5;20040202 11:53;P;;;;;;
D;162;1775536;5;20040202 11:53;P;;;;;;
D;162;1775536;5;20040202 11:53;V;;;;;;
B;162;1775872;6;20040202 11:53;;;14;PACIFIC HWY;GHINNI GHINNI;2430;22.8;H;20031113;20031219;630000;R;R;RESIDENCE;;KU;;0;AA310042;
C;162;1775872;6;20040202 11:53;1//784491 14//1006090;
D;162;1775872;6;20040202 11:53;P;;;;;;
D;162;1775872;6;20040202 11:53;P;;;;;;
D;162;1775872;6;20040202 11:53;V;;;;;;
D;162;1775872;6;20040202 11:53;V;;;;;;
B;162;1776142;7;20040202 11:53;;;;PH CUNDLE DP'S;CUNDLE;2430;1.866;H;20031124;20040114;445000;R;R;RESIDENCE;;RT;;0;AA339600;
C;162;1776142;7;20040202 11:53;4//813349;
D;162;1776142;7;20040202 11:53;P;;;;;;
D;162;1776142;7;20040202 11:53;P;;;;;;
D;162;1776142;7;20040202 11:53;V;;;;;;
D;162;1776142;7;20040202 11:53;V;;;;;;
B;162;1776167;8;20040202 11:53;;;;GHINNY GHINNY CREEK RD;CUNDLE;2430;82.49;H;20031118;20040118;625000;R;R;RESIDENCE;;KV;;0;AA332684;
C;162;1776167;8;20040202 11:53;37//844336;
D;162;1776167;8;20040202 11:53;P;;;;;;
D;162;1776167;8;20040202 11:53;P;;;;;;
D;162;1776167;8;20040202 11:53;V;;;;;;
B;162;1776215;9;20040202 11:53;;;86;BARTON ST;CROKI;2430;151.8;M;20031111;20031216;347000;Z;R;RESIDENCE;;BC;;0;AA326418;
C;162;1776215;9;20040202 11:53;7//111759;
D;162;1776215;9;20040202 11:53;P;;;;;;
