A;018;20040202 11:40;PTHIRLWELL;
B;018;390357;1;20040202 11:40;;;257;AUCKLAND ST;BEGA;2550;1034;M;20031107;20031218;266000;A;R;RESIDENCE;;QC;;0;AA352507;
C;018;390357;1;20040202 11:40;7//247500;
D;018;390357;1;20040202 11:40;P;;;;;;
D;018;390357;1;20040202 11:40;P;;;;;;
D;018;390357;1;20040202 11:40;V;;;;;;
D;018;390357;1;20040202 11:40;V;;;;;;
B;018;390484;2;20040202 11:40;;;32;BARRACK ST;BEGA;2550;765.1;M;20030909;20031208;320000;A;R;RESIDENCE;;QB;;0;AA318361;
C;018;390484;2;20040202 11:40;13/2/906;
D;018;390484;2;20040202 11:40;P;;;;;;
D;018;390484;2;20040202 11:40;P;;;;;;
D;018;390484;2;20040202 11:40;V;;;;;;
D;018;390484;2;20040202 11:40;V;;;;;;
B;018;390612;3;20040202 11:40;;;12;BLOMFIELD AVE;BEGA;2550;771.4;M;20030929;20031110;156000;A;R;RESIDENCE;;QB;;0;AA341602;
C;018;390612;3;20040202 11:40;3//21929;
D;018;390612;3;20040202 11:40;P;;;;;;
D;018;390612;3;20040202 11:40;P;;;;;;
D;018;390612;3;20040202 11:40;V;;;;;;
B;018;390859;4;20040202 11:40;;;43;EAST ST;BEGA;2550;771.4;M;20031210;20040114;215000;A;R;RESIDENCE;;QB;;0;AA334665;
C;018;390859;4;20040202 11:40;1//37768;
D;018;390859;4;20040202 11:40;P;;;;;;
D;018;390859;4;20040202 11:40;V;;;;;;
B;018;391363;5;20040202 11:40;;;19;LAWS DR;BEGA;2550;784.8;M;20031223;20040116;315000;A;R;RESIDENCE;;QC;;0;AA350985;
C;018;391363;5;20040202 11:40;79//261767;
D;018;391363;5;20040202 11:40;P;;;;;;
D;018;391363;5;20040202 11:40;V;;;;;;
D;018;391363;5;20040202 11:40;V;;;;;;
B;018;391682;6;20040202 11:40;;;20;PARK LANE;BEGA;2550;916.8;M;20031107;20031218;260000;A;R;RESIDENCE;;QC;;0;AA307673;
C;018;391682;6;20040202 11:40;10//1314;
D;018;391682;6;20040202 11:40;P;;;;;;
D;018;391682;6;20040202 11:40;P;;;;;;
D;018;391682;6;20040202 11:40;V;;;;;;
D;018;391682;6;20040202 11:40;V;;;;;;
