A;013;20040616 11:54;PDANN;
B;013;305139;1;20040616 11:54;;;9 A;STROUD ST;ALLWORTH;2425;790.4;M;20040406;20040511;90000;Z;V;VACANT LAND;;ZE;;0;AA680736;
C;013;305139;1;20040616 11:54;B//360988;
D;013;305139;1;20040616 11:54;P;;;;;;
D;013;305139;1;20040616 11:54;P;;;;;;
D;013;305139;1;20040616 11:54;V;;;;;;
D;013;305139;1;20040616 11:54;V;;;;;;
B;013;305310;2;20040616 11:54;;;55 A;CRAWFORD ST;BULAHDELAH;2423;1012;M;20031119;20031219;84000;Z;V;VACANT LAND;;YW;;0;AA642427;
C;013;305310;2;20040616 11:54;12//377474;
D;013;305310;2;20040616 11:54;P;;;;;;
D;013;305310;2;20040616 11:54;P;;;;;;
D;013;305310;2;20040616 11:54;V;;;;;;
D;013;305310;2;20040616 11:54;V;;;;;;
B;013;305463;3;20040616 11:54;;;4;MACKENZIE ST;BULAHDELAH;2423;1416;M;20040421;20040531;236000;Z;R;RESIDENCE;;ZA;;0;AA701685;
C;013;305463;3;20040616 11:54;4//248187;
D;013;305463;3;20040616 11:54;P;;;;;;
D;013;305463;3;20040616 11:54;P;;;;;;
D;013;305463;3;20040616 11:54;V;;;;;;
B;013;305662;4;20040616 11:54;;;82;STROUD ST;BULAHDELAH;2423;505.9;M;20040223;20040322;215000;Z;R;RESIDENCE;;YV;;0;AA679606;
C;013;305662;4;20040616 11:54;41//536489;
D;013;305662;4;20040616 11:54;P;;;;;;
D;013;305662;4;20040616 11:54;P;;;;;;
D;013;305662;4;20040616 11:54;V;;;;;;
D;013;305662;4;20040616 11:54;V;;;;;;
B;013;305960;5;20040616 11:54;;1;32;ARGO PL;FORSTER;2428;;;20040427;20040602;275000;;R;RESIDENCE;1;;;0;AA704012;
C;013;305960;5;20040616 11:54;1//SP 35244;
D;013;305960;5;20040616 11:54;P;;;;;;
D;013;305960;5;20040616 11:54;V;;;;;;
D;013;305960;5;20040616 11:54;V;;;;;;
B;013;308172;6;20040616 11:54;;;7;GUY AVE;FORSTER;2428;;;20040319;20040430;362500;A;R;RESIDENCE;;DK;;0;AA661939;
C;013;308172;6;20040616 11:54;31/5/22958 LOT 31 SEC 5 DP 22958 TOWN OF FORSTER;
D;013;308172;6;20040616 11:54;P;;;;;;
D;013;308172;6;20040616 11:54;P;;;;;;
D;013;308172;6;20040616 11:54;V;;;;;;
D;013;308172;6;20040616 11:54;V;;;;;;
B;013;308380;7;20040616 11:54;;102;45;HEAD ST;FORSTER;2428;;;20040506;20040518;380000;;3;UNIT;5;;XA;0;AA674432;
C;013;308380;7;20040616 11:54;5//SP 20778;
D;013;308380;7;20040616 11:54;P;;;;;;
D;013;308380;7;20040616 11:54;P;;;;;;
D;013;308380;7;20040616 11:54;V;;;;;;
D;013;308380;7;20040616 11:54;V;;;;;;
B;013;308868;8;20040616 11:54;;;74;KARLOO ST;FORSTER;2428;706.2;M;20040414;20040528;450000;A;R;RESIDENCE;;DN;;0;AA703071;
C;013;308868;8;20040616 11:54;314//810426;
D;013;308868;8;20040616 11:54;P;;;;;;
D;013;308868;8;20040616 11:54;P;;;;;;
D;013;308868;8;20040616 11:54;V;;;;;;
