A;087;20040202 11:43;PTHIRLWELL;
B;087;753852;1;20040202 11:43;;;98 A;AVENUE RD;MOSMAN;2088;150;M;20031112;20031218;1130000;A;R;RESIDENCE;;AQ;;0;AA339267;
C;087;753852;1;20040202 11:43;11//958091;
D;087;753852;1;20040202 11:43;P;;;;;;
D;087;753852;1;20040202 11:43;P;;;;;;
D;087;753852;1;20040202 11:43;V;;;;;;
B;087;754740;2;20040202 11:43;;;49;BAY ST;MOSMAN;2088;676.6;M;20031111;20031217;1450000;A;R;RESIDENCE;;AB;;0;AA311735;
C;087;754740;2;20040202 11:43;23//22694;
D;087;754740;2;20040202 11:43;P;;;;;;
D;087;754740;2;20040202 11:43;P;;;;;;
D;087;754740;2;20040202 11:43;V;;;;;;
B;087;755096;3;20040202 11:43;;3;137;BELMONT RD;MOSMAN;2088;;;20031112;20031224;289000;;R;RESIDENCE;3;;;0;AA336081;
C;087;755096;3;20040202 11:43;3//SP 15074;
D;087;755096;3;20040202 11:43;P;;;;;;
D;087;755096;3;20040202 11:43;V;;;;;;
B;087;755373;4;20040202 11:43;;;17;BOYLE ST;MOSMAN;2088;746.1;M;20031104;20040105;2450000;A;R;RESIDENCE;;AH;;0;AA315679;
C;087;755373;4;20040202 11:43;18/D/2638;
D;087;755373;4;20040202 11:43;P;;;;;;
D;087;755373;4;20040202 11:43;P;;;;;;
D;087;755373;4;20040202 11:43;V;;;;;;
B;087;755682;5;20040202 11:43;;125;2 C;BRADY ST;MOSMAN;2088;;;20031205;20031205;2000;;3;XSTORAGE;125;;;0;AA311455;
C;087;755682;5;20040202 11:43;125//SP 54664;
D;087;755682;5;20040202 11:43;P;;;;;;
D;087;755682;5;20040202 11:43;V;;;;;;
D;087;755682;5;20040202 11:43;V;;;;;;
B;087;755812;6;20040202 11:43;;;4;BRAY ST;MOSMAN;2088;;;20031113;20040109;1150000;A;R;RESIDENCE;;AL;;0;AA336291;
C;087;755812;6;20040202 11:43;30//3985;
D;087;755812;6;20040202 11:43;P;;;;;;
D;087;755812;6;20040202 11:43;P;;;;;;
D;087;755812;6;20040202 11:43;P;;;;;;
D;087;755812;6;20040202 11:43;P;;;;;;
D;087;755812;6;20040202 11:43;V;;;;;;
D;087;755812;6;20040202 11:43;V;;;;;;
B;087;756141;7;20040202 11:43;;7;108;CABRAMATTA RD;MOSMAN;2088;;;20031028;20031209;425000;;R;RESIDENCE;7;;;0;AA347311;
C;087;756141;7;20040202 11:43;7//SP 295;
D;087;756141;7;20040202 11:43;P;;;;;;
