A;004;20040202 11:38;PTHIRLWELL;
B;004;96024;1;20040202 11:38;;;50;ARCADIA ST;ARCADIA VALE;2283;752.5;M;20031104;20031215;485000;A;R;RESIDENCE;;ME;;0;AA348304;
C;004;96024;1;20040202 11:38;415//13129;
D;004;96024;1;20040202 11:38;P;;;;;;
D;004;96024;1;20040202 11:38;P;;;;;;
D;004;96024;1;20040202 11:38;V;;;;;;
D;004;96024;1;20040202 11:38;V;;;;;;
B;004;96335;2;20040202 11:38;;;75;MACQUARIE ST;ARCADIA VALE;2283;;;20031114;20031212;250000;A;R;RESIDENCE;;ME;;0;AA324917;
C;004;96335;2;20040202 11:38;634//13129;
D;004;96335;2;20040202 11:38;P;;;;;;
D;004;96335;2;20040202 11:38;P;;;;;;
D;004;96335;2;20040202 11:38;V;;;;;;
D;004;96335;2;20040202 11:38;V;;;;;;
B;004;96602;3;20040202 11:38;;;6;MARGARET ST;ARGENTON;2284;;;20031216;20031219;185000;A;R;RESIDENCE;;CB;;0;AA356176;
C;004;96602;3;20040202 11:38;17/B/8993;
D;004;96602;3;20040202 11:38;P;;;;;;
D;004;96602;3;20040202 11:38;P;;;;;;
D;004;96602;3;20040202 11:38;V;;;;;;
D;004;96602;3;20040202 11:38;V;;;;;;
B;004;97637;4;20040202 11:38;;;7;ADELAIDE ST;AWABA;2283;499.5;M;20031110;20031205;269000;B;R;RESIDENCE;;TK;;0;AA327798;
C;004;97637;4;20040202 11:38;4A//376807;
D;004;97637;4;20040202 11:38;P;;;;;;
D;004;97637;4;20040202 11:38;P;;;;;;
D;004;97637;4;20040202 11:38;V;;;;;;
B;004;98280;5;20040202 11:38;;;32;ARLINGTON ST;BELMONT NORTH;2280;613.4;M;20031205;20031217;190000;A;R;RESIDENCE;;JE;;0;AA326515;
C;004;98280;5;20040202 11:38;12//28480;
D;004;98280;5;20040202 11:38;P;;;;;;
D;004;98280;5;20040202 11:38;V;;;;;;
D;004;98280;5;20040202 11:38;V;;;;;;
B;004;99233;6;20040202 11:38;;;5;DARLING ST;BELMONT NORTH;2280;;;20031211;20040112;220000;A;R;RESIDENCE;;JE;;0;AA339744;
C;004;99233;6;20040202 11:38;92//14030;
D;004;99233;6;20040202 11:38;P;;;;;;
D;004;99233;6;20040202 11:38;P;;;;;;
D;004;99233;6;20040202 11:38;V;;;;;;
D;004;99233;6;20040202 11:38;V;;;;;;
B;004;99379;7;20040202 11:38;;;1;ELLEN ST;BELMONT SOUTH;2280;;;20031105;20031210;330000;A;R;RESIDENCE;;JH;;0;AA320622;
C;004;99379;7;20040202 11:38;10/A/1091;
D;004;99379;7;20040202 11:38;P;;;;;;
D;004;99379;7;20040202 11:38;V;;;;;;
B;004;99516;8;20040202 11:38;;;13;ESPERANCE ST;JEWELLS;2280;732.2;M;20031103;20031208;375000;A;R;RESIDENCE;;JF;;0;AA319165;
C;004;99516;8;20040202 11:38;202//245178;
D;004;99516;8;20040202 11:38;P;;;;;;
D;004;99516;8;20040202 11:38;V;;;;;;
D;004;99516;8;20040202 11:38;V;;;;;;
D;004;99516;8;20040202 11:38;V;;;;;;
B;004;100646;9;20040202 11:38;;;8;HENRY ST;BELMONT;2280;701.9;M;20031205;20031205;127500;B;R;RESIDENCE;;TA;;50;AA327775;
C;004;100646;9;20040202 11:38;1//506977;
D;004;100646;9;20040202 11:38;P;;;;;;
D;004;100646;9;20040202 11:38;P;;;;;;
D;004;100646;9;20040202 11:38;V;;;;;;
D;004;100646;9;20040202 11:38;V;;;;;;
D;004;100646;9;20040202 11:38;V;;;;;;
B;004;100801;10;20040202 11:38;;;59;HILL ST;BELMONT;2280;891.6;M;20031113;20031218;437000;A;R;RESIDENCE;;JA;;0;AA321214;
C;004;100801;10;20040202 11:38;1//210959;
D;004;100801;10;20040202 11:38;P;;;;;;
D;004;100801;10;20040202 11:38;P;;;;;;
D;004;100801;10;20040202 11:38;V;;;;;;
B;004;101326;11;20040202 11:38;;;47;LEPTON PDE;JEWELLS;2280;670.8;M;20031103;20031208;400000;A;R;RESIDENCE;;JF;;0;AA319157;
C;004;101326;11;20040202 11:38;193//246099;
D;004;101326;11;20040202 11:38;P;;;;;;
D;004;101326;11;20040202 11:38;V;;;;;;
B;004;101808;12;20040202 11:38;;;51;MAUDE ST;BELMONT;2280;537.5;M;20031121;20031219;300000;A;R;RESIDENCE;;JA;;0;AA327258;
C;004;101808;12;20040202 11:38;33//13771;
D;004;101808;12;20040202 11:38;P;;;;;;
D;004;101808;12;20040202 11:38;P;;;;;;
D;004;101808;12;20040202 11:38;V;;;;;;
B;004;102461;13;20040202 11:38;;;443;PACIFIC HWY;BELMONT;2280;543.8;M;20031111;20031128;250000;A;R;RESIDENCE;;JA;;0;AA346003;
C;004;102461;13;20040202 11:38;3//15506;
D;004;102461;13;20040202 11:38;P;;;;;;
D;004;102461;13;20040202 11:38;P;;;;;;
D;004;102461;13;20040202 11:38;V;;;;;;
B;004;102462;14;20040202 11:38;;;441;PACIFIC HWY;BELMONT;2280;543.8;M;20031125;20031128;150000;A;R;RESIDENCE;;JA;;0;AA346002;
C;004;102462;14;20040202 11:38;2//15506;
D;004;102462;14;20040202 11:38;P;;;;;;
D;004;102462;14;20040202 11:38;P;;;;;;
D;004;102462;14;20040202 11:38;V;;;;;;
B;004;102514;15;20040202 11:38;;;321;PACIFIC HWY;BELMONT NORTH;2280;632.3;M;20031203;20031219;260000;A;R;RESIDENCE;;JE;;0;AA328414;
C;004;102514;15;20040202 11:38;1//32112;
D;004;102514;15;20040202 11:38;P;;;;;;
D;004;102514;15;20040202 11:38;P;;;;;;
D;004;102514;15;20040202 11:38;V;;;;;;
D;004;102514;15;20040202 11:38;V;;;;;;
B;004;102534;16;20040202 11:38;;;297;PACIFIC HWY;BELMONT NORTH;2280;;;20031124;20031124;105000;A;R;RESIDENCE;;JE;;0;AA344719;
C;004;102534;16;20040202 11:38;1//20444;
D;004;102534;16;20040202 11:38;P;;;;;;
D;004;102534;16;20040202 11:38;P;;;;;;
D;004;102534;16;20040202 11:38;V;;;;;;
D;004;102534;16;20040202 11:38;V;;;;;;
D;004;102534;16;20040202 11:38;V;;;;;;
B;004;102810;17;20040202 11:38;;;38;PATRICK ST;BELMONT NORTH;2280;;;20031120;20031219;255000;A;R;RESIDENCE;;JE;;0;AA331910;
C;004;102810;17;20040202 11:38;40//15553;
D;004;102810;17;20040202 11:38;P;;;;;;
D;004;102810;17;20040202 11:38;P;;;;;;
D;004;102810;17;20040202 11:38;V;;;;;;
D;004;102810;17;20040202 11:38;V;;;;;;
D;004;102810;17;20040202 11:38;V;;;;;;
B;004;103232;18;20040202 11:38;;;5;SEABREEZE CL;BELMONT;2280;646;M;20031106;20031218;200000;A;R;RESIDENCE;;JE;;0;AA339016;
C;004;103232;18;20040202 11:38;3//875042;
D;004;103232;18;20040202 11:38;P;;;;;;
D;004;103232;18;20040202 11:38;P;;;;;;
D;004;103232;18;20040202 11:38;V;;;;;;
