A;090;20040202 11:44;PTHIRLWELL;
B;090;858780;1;20040202 11:44;;;3 A;ALEXANDRIA AVE;EASTWOOD;2122;638.6;M;20031129;20040116;623000;A;R;RESIDENCE;;EC;;0;AA353116;
C;090;858780;1;20040202 11:44;22//340503;
D;090;858780;1;20040202 11:44;P;;;;;;
D;090;858780;1;20040202 11:44;P;;;;;;
D;090;858780;1;20040202 11:44;V;;;;;;
B;090;859348;2;20040202 11:44;;;2 A;ARGYLE AVE;RYDE;2112;335.5;M;20031117;20040112;605000;A;R;RESIDENCE;;EF;;0;AA357739;
C;090;859348;2;20040202 11:44;201//862951;
D;090;859348;2;20040202 11:44;P;;;;;;
D;090;859348;2;20040202 11:44;V;;;;;;
D;090;859348;2;20040202 11:44;V;;;;;;
B;090;859471;3;20040202 11:44;;;6;ASHBURN PL;GLADESVILLE;2111;739.8;M;20031115;20031219;760000;A;R;RESIDENCE;;EX;;0;AA353039;
C;090;859471;3;20040202 11:44;19//13762;
D;090;859471;3;20040202 11:44;P;;;;;;
D;090;859471;3;20040202 11:44;V;;;;;;
D;090;859471;3;20040202 11:44;V;;;;;;
B;090;859605;4;20040202 11:44;;;50;AVON RD;NORTH RYDE;2113;569.1;M;20031004;20040107;700000;A;R;RESIDENCE;;EA;;0;AA332951;
C;090;859605;4;20040202 11:44;31//27433;
D;090;859605;4;20040202 11:44;P;;;;;;
D;090;859605;4;20040202 11:44;V;;;;;;
D;090;859605;4;20040202 11:44;V;;;;;;
B;090;860045;5;20040202 11:44;;;88;BALACLAVA RD;EASTWOOD;2122;788.1;M;20031027;20040109;655000;A;R;RESIDENCE;;EC;;0;AA354735;
C;090;860045;5;20040202 11:44;2//604287;
D;090;860045;5;20040202 11:44;P;;;;;;
D;090;860045;5;20040202 11:44;P;;;;;;
D;090;860045;5;20040202 11:44;V;;;;;;
B;090;860303;6;20040202 11:44;;20;22;BANK ST;MEADOWBANK;2114;;;20030805;20030916;320000;;R;RESIDENCE;20;;;0;AA313996;
C;090;860303;6;20040202 11:44;20//SP 12649;
D;090;860303;6;20040202 11:44;P;;;;;;
D;090;860303;6;20040202 11:44;P;;;;;;
D;090;860303;6;20040202 11:44;V;;;;;;
D;090;860303;6;20040202 11:44;V;;;;;;
D;090;860303;6;20040202 11:44;V;;;;;;
B;090;860724;7;20040202 11:44;;;14;BATTEN AVE;MELROSE PARK;2114;588.1;M;20031106;20031219;635000;A;R;RESIDENCE;;EQ;;0;AA320311;
C;090;860724;7;20040202 11:44;41//19435;
D;090;860724;7;20040202 11:44;P;;;;;;
D;090;860724;7;20040202 11:44;P;;;;;;
D;090;860724;7;20040202 11:44;V;;;;;;
D;090;860724;7;20040202 11:44;V;;;;;;
B;090;861516;8;20040202 11:44;;;48;BERRIPA CL;RYDE;2112;;;20031030;20040119;747500;A;R;RESIDENCE;;EF;;0;AA353029;
C;090;861516;8;20040202 11:44;47//250729;
D;090;861516;8;20040202 11:44;P;;;;;;
D;090;861516;8;20040202 11:44;P;;;;;;
D;090;861516;8;20040202 11:44;V;;;;;;
D;090;861516;8;20040202 11:44;V;;;;;;
B;090;862409;9;20040202 11:44;;;641;BLAXLAND RD;EASTWOOD;2122;;;20030828;20031210;670000;A;R;RESIDENCE;;EM;;0;AA346245;
C;090;862409;9;20040202 11:44;A//317936;
D;090;862409;9;20040202 11:44;P;;;;;;
D;090;862409;9;20040202 11:44;P;;;;;;
D;090;862409;9;20040202 11:44;V;;;;;;
D;090;862409;9;20040202 11:44;V;;;;;;
B;090;862425;10;20040202 11:44;;;617;BLAXLAND RD;EASTWOOD;2122;682.9;M;20031128;20031219;610000;A;R;RESIDENCE;;EM;;0;AA331129;
