A;247;20050104 11:53;MASMITH;
B;247;2654249;1;20050104 11:53;;;;WALTON ST;BOGGABRI;2382;4047;M;20041108;20041207;105000;A;R;RESIDENCE;;BR;;0;AB160041;
C;247;2654249;1;20050104 11:53;239/755475;
D;247;2654249;1;20050104 11:53;P;;;;;;
D;247;2654249;1;20050104 11:53;P;;;;;;
D;247;2654249;1;20050104 11:53;V;;;;;;
B;247;2656296;2;20050104 11:53;;;;GUNNEDAH RD;NARRABRI;2390;16.25;H;20041117;20041217;285000;R;R;RESIDENCE;;RF;;0;AB176530;
C;247;2656296;2;20050104 11:53;31/826500;
D;247;2656296;2;20050104 11:53;P;;;;;;
D;247;2656296;2;20050104 11:53;V;;;;;;
B;247;2658046;3;20050104 11:53;;;57;DANGAR ST;NARRABRI;2390;1471;M;20041025;20041207;265000;A;R;RESIDENCE;;NF;AC;0;AB156719;
C;247;2658046;3;20050104 11:53;35/253834;
D;247;2658046;3;20050104 11:53;P;;;;;;
D;247;2658046;3;20050104 11:53;V;;;;;;
B;247;2658270;4;20050104 11:53;;;25;DROUBALGIE ST;NARRABRI;2390;1091;M;20040917;20041015;137000;A;R;RESIDENCE;;NK;;0;AB162783;
C;247;2658270;4;20050104 11:53;756/587473;
D;247;2658270;4;20050104 11:53;P;;;;;;
D;247;2658270;4;20050104 11:53;P;;;;;;
D;247;2658270;4;20050104 11:53;V;;;;;;
D;247;2658270;4;20050104 11:53;V;;;;;;
B;247;2658306;5;20050104 11:53;;;1;ELIZABETH ST;NARRABRI;2390;1031;M;20041124;20041215;410000;A;R;RESIDENCE;;NJ;;0;AB179617;
C;247;2658306;5;20050104 11:53;1/242047;
D;247;2658306;5;20050104 11:53;P;;;;;;
D;247;2658306;5;20050104 11:53;P;;;;;;
D;247;2658306;5;20050104 11:53;V;;;;;;
B;247;2659011;6;20050104 11:53;;;11;KULABA ST;NARRABRI;2390;1012;M;20041109;20041213;198000;A;R;RESIDENCE;;NM;;0;AB169829;
C;247;2659011;6;20050104 11:53;9A/336625;
D;247;2659011;6;20050104 11:53;P;;;;;;
D;247;2659011;6;20050104 11:53;P;;;;;;
D;247;2659011;6;20050104 11:53;V;;;;;;
B;247;2659362;7;20050104 11:53;;;15;MEELEE ST;NARRABRI;2390;1012;M;20041026;20041126;20000;A;R;RESIDENCE;;NN;;50;AB166480;
C;247;2659362;7;20050104 11:53;1/505110;
D;247;2659362;7;20050104 11:53;P;;;;;;
D;247;2659362;7;20050104 11:53;V;;;;;;
D;247;2659362;7;20050104 11:53;V;;;;;;
D;247;2659362;7;20050104 11:53;V;;;;;;
B;247;2660183;8;20050104 11:53;;;17;YERAN ST;NARRABRI;2390;916.8;M;20041206;20041217;120000;A;R;RESIDENCE;;NP;;0;AB178815;
C;247;2660183;8;20050104 11:53;18/229142;
D;247;2660183;8;20050104 11:53;P;;;;;;
D;247;2660183;8;20050104 11:53;V;;;;;;
B;247;2855824;9;20050104 11:53;;;10;GUEST ST;NARRABRI;2390;2000;M;20041105;20041203;282000;R;R;RESIDENCE;;RB;;0;AB169671;
C;247;2855824;9;20050104 11:53;31/1032295;
D;247;2855824;9;20050104 11:53;P;;;;;;
D;247;2855824;9;20050104 11:53;P;;;;;;
D;247;2855824;9;20050104 11:53;V;;;;;;
D;247;2855824;9;20050104 11:53;V;;;;;;
B;247;3131538;10;20050104 11:53;;;;COONABARABRAN RD;NARRABRI;2390;3.618;H;20040708;20041119;52500;R;V;VACANT LAND;;RR;;0;AB168614;
C;247;3131538;10;20050104 11:53;1/1075096;
D;247;3131538;10;20050104 11:53;P;;;;;;
D;247;3131538;10;20050104 11:53;P;;;;;;
D;247;3131538;10;20050104 11:53;V;;;;;;
B;247;3143177;11;20050104 11:53;;;;'NORTH NINGADOO';BELLATA;2397;323.132;H;20041015;20041126;606896;R;3;FARMING LAND;;BF;;0;AB145313;
C;247;3143177;11;20050104 11:53;11, 35/753941;
D;247;3143177;11;20050104 11:53;P;;;;;;
D;247;3143177;11;20050104 11:53;P;;;;;;
D;247;3143177;11;20050104 11:53;V;;;;;;
Z;57;11;11;33;
