A;103;20040202 11:47;PTHIRLWELL;
B;103;1126517;1;20040202 11:47;;;42;ALANSON AVE;BULLI;2516;556.4;M;20031203;20040112;369000;A;R;RESIDENCE;;FQ;;0;AA343349;
C;103;1126517;1;20040202 11:47;172//228539;
D;103;1126517;1;20040202 11:47;P;;;;;;
D;103;1126517;1;20040202 11:47;V;;;;;;
B;103;1126906;2;20040202 11:47;;4;4;ALFRED ST;WOONONA;2517;;;20031119;20031210;135000;;R;RESIDENCE;4;;;0;AA339489;
C;103;1126906;2;20040202 11:47;4//SP 15138;
D;103;1126906;2;20040202 11:47;P;;;;;;
D;103;1126906;2;20040202 11:47;V;;;;;;
B;103;1128004;3;20040202 11:47;;;34;ARUNTA DR;THIRROUL;2515;607;M;20031028;20031216;553000;A;R;RESIDENCE;;UP;;0;AA324576;
C;103;1128004;3;20040202 11:47;11//222669;
D;103;1128004;3;20040202 11:47;P;;;;;;
D;103;1128004;3;20040202 11:47;V;;;;;;
D;103;1128004;3;20040202 11:47;V;;;;;;
B;103;1128494;4;20040202 11:47;;;45;AUBURN ST;WOLLONGONG;2500;;;20030922;20031212;382000;B;R;RESIDENCE;;AK;;0;AA312778;
C;103;1128494;4;20040202 11:47;13/C/4203;
D;103;1128494;4;20040202 11:47;P;;;;;;
D;103;1128494;4;20040202 11:47;V;;;;;;
D;103;1128494;4;20040202 11:47;V;;;;;;
B;103;1128743;5;20040202 11:47;;;21;AVON PDE;MOUNT KEMBLA;2526;613;M;20031031;20031216;505000;P;R;RESIDENCE;;XL;;0;AA322785;
C;103;1128743;5;20040202 11:47;7//241764;
D;103;1128743;5;20040202 11:47;P;;;;;;
D;103;1128743;5;20040202 11:47;P;;;;;;
D;103;1128743;5;20040202 11:47;V;;;;;;
D;103;1128743;5;20040202 11:47;V;;;;;;
B;103;1129005;6;20040202 11:47;;10;47;BAAN BAAN ST;DAPTO;2530;;;20031127;20040108;90000;;3;OFFICE;10;;;0;AA329323;
C;103;1129005;6;20040202 11:47;10//SP 39141;
D;103;1129005;6;20040202 11:47;P;;;;;;
D;103;1129005;6;20040202 11:47;P;;;;;;
D;103;1129005;6;20040202 11:47;V;;;;;;
D;103;1129005;6;20040202 11:47;V;;;;;;
B;103;1132148;7;20040202 11:47;;3;55;BLIGH ST;WOLLONGONG;2500;;;20031120;20031222;295000;;R;RESIDENCE;3;;;0;AA320333;
C;103;1132148;7;20040202 11:47;3//SP 35494;
D;103;1132148;7;20040202 11:47;P;;;;;;
D;103;1132148;7;20040202 11:47;P;;;;;;
D;103;1132148;7;20040202 11:47;V;;;;;;
D;103;1132148;7;20040202 11:47;V;;;;;;
B;103;1133511;8;20040202 11:47;;;56;BRIDGE ST;CONISTON;2500;;;20031002;20031126;500000;A;R;RESIDENCE;;VQ;;0;AA354399;
C;103;1133511;8;20040202 11:47;109//5334;
D;103;1133511;8;20040202 11:47;P;;;;;;
D;103;1133511;8;20040202 11:47;V;;;;;;
D;103;1133511;8;20040202 11:47;V;;;;;;
D;103;1133511;8;20040202 11:47;V;;;;;;
D;103;1133511;8;20040202 11:47;V;;;;;;
B;103;1133924;9;20040202 11:47;;;143;BROKERS RD;BALGOWNIE;2519;689.7;M;20031031;20031219;610000;A;R;RESIDENCE;;GU;;0;AA348235;
C;103;1133924;9;20040202 11:47;155//252942;
D;103;1133924;9;20040202 11:47;P;;;;;;
D;103;1133924;9;20040202 11:47;P;;;;;;
D;103;1133924;9;20040202 11:47;V;;;;;;
D;103;1133924;9;20040202 11:47;V;;;;;;
B;103;1133997;10;20040202 11:47;;;118;BROKERS RD;BALGOWNIE;2519;581.7;M;20031015;20031126;470000;A;R;RESIDENCE;;AG;;0;AA329988;
C;103;1133997;10;20040202 11:47;21//221314;
D;103;1133997;10;20040202 11:47;P;;;;;;
D;103;1133997;10;20040202 11:47;P;;;;;;
