A;RTSALEDATA;054;20180820 01:09;VALNET;
B;054;4144750;1;20180820 01:09;;;;MURRULEBALE RD;MURRULEBALE;2652;3.291;H;20151111;20180730;10007;;V;VACANT LAND;;;;0;AN561128;
C;054;4144750;1;20180820 01:09;5/1243562;
D;054;4144750;1;20180820 01:09;P;;;;;;
D;054;4144750;1;20180820 01:09;V;;;;;;
B;054;512782;2;20180820 01:09;;;33;MIMOSA ST;COOLAMON;2701;1012;M;20180723;20180810;115000;RU5;R;RESIDENCE;;CMN;;0;AN574193;
C;054;512782;2;20180820 01:09;A/384030;
D;054;512782;2;20180820 01:09;P;;;;;;
D;054;512782;2;20180820 01:09;V;;;;;;
D;054;512782;2;20180820 01:09;V;;;;;;
Z;11;2;2;5;
