A;RTSALEDATA;218;20181001 01:26;VALNET;
B;218;3424593;1;20181001 01:26;;;17;PINE AVE;BRADBURY;2560;411.6;M;20180706;20180817;360000;R2;R;RESIDENCE;;ADB;;0;AN738027;
C;218;3424593;1;20181001 01:26;1/1133103;
D;218;3424593;1;20181001 01:26;P;;;;;;
D;218;3424593;1;20181001 01:26;P;;;;;;
D;218;3424593;1;20181001 01:26;V;;;;;;
B;218;4152239;2;20181001 01:26;;3;93;BROUGHTON ST;CAMPBELLTOWN;2560;148;M;20170504;20180926;510000;;R;RESIDENCE;3;;;0;AN738529;
C;218;4152239;2;20181001 01:26;3/SP95459;
D;218;4152239;2;20181001 01:26;P;;;;;;
D;218;4152239;2;20181001 01:26;P;;;;;;
D;218;4152239;2;20181001 01:26;V;;;;;;
B;218;4152239;3;20181001 01:26;;6;93;BROUGHTON ST;CAMPBELLTOWN;2560;148;M;20170224;20180927;559950;;R;RESIDENCE;6;;;0;AN741499;
C;218;4152239;3;20181001 01:26;6/SP95459;
D;218;4152239;3;20181001 01:26;P;;;;;;
D;218;4152239;3;20181001 01:26;P;;;;;;
D;218;4152239;3;20181001 01:26;V;;;;;;
B;218;4152239;4;20181001 01:26;;7;93;BROUGHTON ST;CAMPBELLTOWN;2560;146;M;20170526;20180926;510000;;R;RESIDENCE;7;;;0;AN739568;
C;218;4152239;4;20181001 01:26;7/SP95459;
D;218;4152239;4;20181001 01:26;P;;;;;;
D;218;4152239;4;20181001 01:26;V;;;;;;
B;218;4152239;5;20181001 01:26;;18;93;BROUGHTON ST;CAMPBELLTOWN;2560;207;M;20170316;20180926;500000;;R;RESIDENCE;18;;;0;AN739287;
C;218;4152239;5;20181001 01:26;18/SP95459;
D;218;4152239;5;20181001 01:26;P;;;;;;
D;218;4152239;5;20181001 01:26;V;;;;;;
B;218;4142964;6;20181001 01:26;;;42;FAIRBROTHER AVE;DENHAM COURT;2565;283.1;M;20180321;20180827;390000;R2;V;VACANT LAND;;LRP;;0;AN731639;
C;218;4142964;6;20181001 01:26;4255/1229979;
D;218;4142964;6;20181001 01:26;P;;;;;;
D;218;4142964;6;20181001 01:26;P;;;;;;
D;218;4142964;6;20181001 01:26;V;;;;;;
B;218;4142971;7;20181001 01:26;;;56;FAIRBROTHER AVE;DENHAM COURT;2565;282.8;M;20180222;20180822;390000;R2;V;VACANT LAND;;LRP;;0;AN733924;
C;218;4142971;7;20181001 01:26;4262/1229979;
D;218;4142971;7;20181001 01:26;P;;;;;;
D;218;4142971;7;20181001 01:26;V;;;;;;
B;218;4142971;8;20181001 01:26;;;56;FAIRBROTHER AVE;DENHAM COURT;2565;282.8;M;20180820;20180907;390000;R2;V;VACANT LAND;;LRP;;0;AN733925;
C;218;4142971;8;20181001 01:26;4262/1229979;
D;218;4142971;8;20181001 01:26;P;;;;;;
D;218;4142971;8;20181001 01:26;P;;;;;;
D;218;4142971;8;20181001 01:26;V;;;;;;
B;218;4147056;9;20181001 01:26;;;5;SWEETMAN CCT;DENHAM COURT;2565;374.9;M;20180312;20180828;469000;R2;V;VACANT LAND;;LRP;;0;AN723451;
C;218;4147056;9;20181001 01:26;4306/1229980;
D;218;4147056;9;20181001 01:26;P;;;;;;
D;218;4147056;9;20181001 01:26;V;;;;;;
B;218;4147069;10;20181001 01:26;;;31;SWEETMAN CCT;DENHAM COURT;2565;375.4;M;20171115;20180830;479000;R2;V;VACANT LAND;;LRP;;0;AN738159;
C;218;4147069;10;20181001 01:26;4319/1229980;
D;218;4147069;10;20181001 01:26;P;;;;;;
D;218;4147069;10;20181001 01:26;V;;;;;;
B;218;4147086;11;20181001 01:26;;;18;SWEETMAN CCT;DENHAM COURT;2565;300;M;20180810;20180905;396000;R2;V;VACANT LAND;;LRP;;0;AN730962;
C;218;4147086;11;20181001 01:26;4336/1229980;
D;218;4147086;11;20181001 01:26;P;;;;;;
D;218;4147086;11;20181001 01:26;P;;;;;;
D;218;4147086;11;20181001 01:26;V;;;;;;
B;218;4135192;12;20181001 01:26;;;43;WOLLAHAN AVE;DENHAM COURT;2565;262.5;M;20180827;20180921;362000;R2;V;VACANT LAND;;LRP;;0;AN740356;
C;218;4135192;12;20181001 01:26;4195/1229978;
D;218;4135192;12;20181001 01:26;P;;;;;;
D;218;4135192;12;20181001 01:26;P;;;;;;
D;218;4135192;12;20181001 01:26;V;;;;;;
B;218;4135200;13;20181001 01:26;;;16;LEARY CL;DENHAM COURT;2565;521.5;M;20180814;20180913;467000;R2;V;VACANT LAND;;LRP;;0;AN733061;
C;218;4135200;13;20181001 01:26;4203/1229978;
D;218;4135200;13;20181001 01:26;P;;;;;;
D;218;4135200;13;20181001 01:26;P;;;;;;
D;218;4135200;13;20181001 01:26;V;;;;;;
B;218;4139035;14;20181001 01:26;;;32;BURSILL PL;BARDIA;2565;188;M;20180206;20180913;724000;R3;R;RESIDENCE;;EUB;;0;AN723802;
C;218;4139035;14;20181001 01:26;83/280064;
D;218;4139035;14;20181001 01:26;P;;;;;;
D;218;4139035;14;20181001 01:26;P;;;;;;
D;218;4139035;14;20181001 01:26;V;;;;;;
B;218;4139037;15;20181001 01:26;;;39;BURSILL PL;BARDIA;2565;194.9;M;20180206;20180913;725000;R3;R;RESIDENCE;;EUB;;0;AN723530;
C;218;4139037;15;20181001 01:26;85/280064;
D;218;4139037;15;20181001 01:26;P;;;;;;
D;218;4139037;15;20181001 01:26;P;;;;;;
D;218;4139037;15;20181001 01:26;V;;;;;;
B;218;4139044;16;20181001 01:26;;;25;BURSILL PL;BARDIA;2565;288.5;M;20180502;20180926;745000;R3;R;RESIDENCE;;EUB;;0;AN742506;
C;218;4139044;16;20181001 01:26;92/280064;
D;218;4139044;16;20181001 01:26;P;;;;;;
D;218;4139044;16;20181001 01:26;V;;;;;;
B;218;4117094;17;20181001 01:26;;;18;KANOOKA ST;DENHAM COURT;2565;172.8;M;20161115;20180907;609000;R2;R;RESIDENCE;;LRP;;0;AN727400;
C;218;4117094;17;20181001 01:26;229/1213841;
D;218;4117094;17;20181001 01:26;P;;;;;;
D;218;4117094;17;20181001 01:26;V;;;;;;
B;218;4117107;18;20181001 01:26;;;32;MIRBELIA ST;DENHAM COURT;2565;163.7;M;20160616;20180907;530000;R2;R;RESIDENCE;;LRP;;0;AN727377;
C;218;4117107;18;20181001 01:26;242/1213841;
D;218;4117107;18;20181001 01:26;P;;;;;;
D;218;4117107;18;20181001 01:26;V;;;;;;
B;218;4069666;19;20181001 01:26;;;15;WAXFLOWER ST;DENHAM COURT;2565;372.6;M;20180623;20180914;420000;R2;V;VACANT LAND;;LRP;;0;AN723326;
C;218;4069666;19;20181001 01:26;1956/1218628;
D;218;4069666;19;20181001 01:26;P;;;;;;
D;218;4069666;19;20181001 01:26;P;;;;;;
D;218;4069666;19;20181001 01:26;V;;;;;;
D;218;4069666;19;20181001 01:26;V;;;;;;
B;218;4115123;20;20181001 01:26;;;87 A;BROUGHTON ST;CAMPBELLTOWN;2560;526.9;M;20180730;20180912;645000;R2;R;RESIDENCE;;AEC;;0;AN738188;
C;218;4115123;20;20181001 01:26;42/1241799;
D;218;4115123;20;20181001 01:26;P;;;;;;
D;218;4115123;20;20181001 01:26;P;;;;;;
D;218;4115123;20;20181001 01:26;V;;;;;;
B;218;4037135;21;20181001 01:26;;;52;ARKLEY AVE;CLAYMORE;2559;355.4;M;20180820;20180924;358000;R2;V;VACANT LAND;;CLA;;0;AN730790;
C;218;4037135;21;20181001 01:26;2123/1203430;
D;218;4037135;21;20181001 01:26;P;;;;;;
D;218;4037135;21;20181001 01:26;P;;;;;;
