A;RTSALEDATA;203;20180709 01:18;VALNET;
B;203;1884273;1;20180709 01:18;;24;15;BEGONIA ST;PAGEWOOD;2035;;;20180328;20180608;1205000;;R;RESIDENCE;15;;;0;AN460397;
C;203;1884273;1;20180709 01:18;15/SP64402;
D;203;1884273;1;20180709 01:18;P;;;;;;
D;203;1884273;1;20180709 01:18;P;;;;;;
D;203;1884273;1;20180709 01:18;V;;;;;;
D;203;1884273;1;20180709 01:18;V;;;;;;
B;203;3408262;2;20180709 01:18;;507;149;O'RIORDAN ST;MASCOT;2020;151;M;20180518;20180629;825000;;R;RESIDENCE;75;;;0;AN463413;
C;203;3408262;2;20180709 01:18;75/SP81059;
D;203;3408262;2;20180709 01:18;P;;;;;;
D;203;3408262;2;20180709 01:18;V;;;;;;
B;203;3496522;3;20180709 01:18;;5;1623;BOTANY RD;BOTANY;2019;199;M;20180606;20180629;850000;;R;RESIDENCE;5;;;0;AN467934;
C;203;3496522;3;20180709 01:18;5/SP83131;
D;203;3496522;3;20180709 01:18;P;;;;;;
D;203;3496522;3;20180709 01:18;V;;;;;;
B;203;3097332;4;20180709 01:18;;;24;RICKETTY ST;MASCOT;2020;;;20180329;20180628;2970000;;3;COMMERCIAL;10;;;0;AN468935;
C;203;3097332;4;20180709 01:18;10/SP72964;
D;203;3097332;4;20180709 01:18;P;;;;;;
D;203;3097332;4;20180709 01:18;V;;;;;;
D;203;3097332;4;20180709 01:18;V;;;;;;
B;203;3555413;5;20180709 01:18;A-503;503;25;JOHN ST;MASCOT;2020;149;M;20180518;20180702;870000;;R;RESIDENCE;23;;;0;AN473112;
C;203;3555413;5;20180709 01:18;23/SP84371;
D;203;3555413;5;20180709 01:18;P;;;;;;
D;203;3555413;5;20180709 01:18;V;;;;;;
D;203;3555413;5;20180709 01:18;V;;;;;;
B;203;4103005;6;20180709 01:18;;509;577;GARDENERS RD;MASCOT;2020;;;20170511;20180329;1060000;;R;RESIDENCE;36;;;0;AN472617;
C;203;4103005;6;20180709 01:18;36/SP97188;
D;203;4103005;6;20180709 01:18;P;;;;;;
D;203;4103005;6;20180709 01:18;V;;;;;;
B;203;4062894;7;20180709 01:18;;1002;9;KENT RD;MASCOT;2020;;;20180516;20180626;920000;;R;RESIDENCE;120;;;0;AN474271;
C;203;4062894;7;20180709 01:18;120/SP94686;
D;203;4062894;7;20180709 01:18;P;;;;;;
D;203;4062894;7;20180709 01:18;V;;;;;;
B;203;4053166;8;20180709 01:18;;;52;PEMBERTON ST;BOTANY;2019;436.9;M;20170921;20180621;2090000;B4;3;RETAIL;;EDA;;0;AN459994;
C;203;4053166;8;20180709 01:18;28/1231098;
D;203;4053166;8;20180709 01:18;P;;;;;;
D;203;4053166;8;20180709 01:18;V;;;;;;
B;203;4092371;9;20180709 01:18;BUILDING B;35;15;EDGEHILL AVE;BOTANY;2019;204;M;20180417;20180702;930000;;R;RESIDENCE;35;;;0;AN474152;
C;203;4092371;9;20180709 01:18;35/SP95251;
D;203;4092371;9;20180709 01:18;P;;;;;;
D;203;4092371;9;20180709 01:18;P;;;;;;
D;203;4092371;9;20180709 01:18;V;;;;;;
B;203;4092371;10;20180709 01:18;BUILDING B;42;15;EDGEHILL AVE;BOTANY;2019;104;M;20180419;20180703;720000;;R;RESIDENCE;42;;;0;AN472577;
C;203;4092371;10;20180709 01:18;42/SP95251;
D;203;4092371;10;20180709 01:18;P;;;;;;
D;203;4092371;10;20180709 01:18;V;;;;;;
B;203;4092371;11;20180709 01:18;BUILDING B;51;15;EDGEHILL AVE;BOTANY;2019;110;M;20180419;20180703;765000;;R;RESIDENCE;51;;;0;AN472555;
C;203;4092371;11;20180709 01:18;51/SP95251;
D;203;4092371;11;20180709 01:18;P;;;;;;
D;203;4092371;11;20180709 01:18;V;;;;;;
B;203;4092371;12;20180709 01:18;BUILDING B;52;15;EDGEHILL AVE;BOTANY;2019;102;M;20180419;20180703;730000;;R;RESIDENCE;52;;;0;AN472543;
C;203;4092371;12;20180709 01:18;52/SP95251;
D;203;4092371;12;20180709 01:18;P;;;;;;
D;203;4092371;12;20180709 01:18;V;;;;;;
B;203;4111152;13;20180709 01:18;;;108;BANKSIA ST;BOTANY;2019;531.1;M;20180505;20180622;1600000;R2;R;RESIDENCE;;AFA;;0;AN458351;
C;203;4111152;13;20180709 01:18;411/882082;
D;203;4111152;13;20180709 01:18;P;;;;;;
D;203;4111152;13;20180709 01:18;P;;;;;;
D;203;4111152;13;20180709 01:18;P;;;;;;
D;203;4111152;13;20180709 01:18;P;;;;;;
D;203;4111152;13;20180709 01:18;V;;;;;;
B;203;4102805;14;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20180516;20180629;1060000;;R;RESIDENCE;107;;;0;AN467675;
C;203;4102805;14;20180709 01:18;107/SP97435;
D;203;4102805;14;20180709 01:18;P;;;;;;
D;203;4102805;14;20180709 01:18;P;;;;;;
D;203;4102805;14;20180709 01:18;V;;;;;;
B;203;4102805;15;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20160922;20180626;1050000;;R;RESIDENCE;127;;;0;AN467617;
C;203;4102805;15;20180709 01:18;127/SP97435;
D;203;4102805;15;20180709 01:18;P;;;;;;
D;203;4102805;15;20180709 01:18;P;;;;;;
D;203;4102805;15;20180709 01:18;V;;;;;;
B;203;4102805;16;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20180427;20180622;1505000;;R;RESIDENCE;189;;;0;AN476636;
C;203;4102805;16;20180709 01:18;189/SP97435;
D;203;4102805;16;20180709 01:18;P;;;;;;
D;203;4102805;16;20180709 01:18;V;;;;;;
B;203;4102805;17;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20170310;20170613;1500000;;R;RESIDENCE;190;;;0;AN456130;
C;203;4102805;17;20180709 01:18;190/SP97435;
D;203;4102805;17;20180709 01:18;P;;;;;;
D;203;4102805;17;20180709 01:18;V;;;;;;
B;203;4120614;18;20180709 01:18;;;50 E;PEMBERTON ST;BOTANY;2019;197.9;M;20170331;20180604;1630000;;R;RESIDENCE;;;;0;AN467020;
C;203;4120614;18;20180709 01:18;210/1231102;
D;203;4120614;18;20180709 01:18;P;;;;;;
D;203;4120614;18;20180709 01:18;P;;;;;;
D;203;4120614;18;20180709 01:18;V;;;;;;
B;203;4102805;19;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20170327;20180626;1497440;;R;RESIDENCE;226;;;0;AN466355;
C;203;4102805;19;20180709 01:18;226/SP97435;
D;203;4102805;19;20180709 01:18;P;;;;;;
D;203;4102805;19;20180709 01:18;V;;;;;;
B;203;4102805;20;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20180604;20180629;753000;;R;RESIDENCE;349;;;0;AN476463;
C;203;4102805;20;20180709 01:18;349/SP97435;
D;203;4102805;20;20180709 01:18;P;;;;;;
D;203;4102805;20;20180709 01:18;V;;;;;;
B;203;4102805;21;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20180316;20180626;790000;;R;RESIDENCE;361;;;0;AN456931;
C;203;4102805;21;20180709 01:18;361/SP97435;
D;203;4102805;21;20180709 01:18;P;;;;;;
D;203;4102805;21;20180709 01:18;V;;;;;;
B;203;4102805;22;20180709 01:18;;;1;FINCH DR;EASTGARDENS;2036;;;20171026;20180627;1127610;;R;RESIDENCE;401;;;0;AN460609;
C;203;4102805;22;20180709 01:18;401/SP97435;
D;203;4102805;22;20180709 01:18;P;;;;;;
D;203;4102805;22;20180709 01:18;V;;;;;;
B;203;4118004;23;20180709 01:18;;;41;SMITH ST;HILLSDALE;2036;1532;M;20180216;20180622;3150000;B5;V;VACANT LAND;;EEA;;0;AN472717;
C;203;4118004;23;20180709 01:18;2/1211336;
D;203;4118004;23;20180709 01:18;P;;;;;;
D;203;4118004;23;20180709 01:18;V;;;;;;
B;203;4121170;24;20180709 01:18;;704;289;KING ST;MASCOT;2020;;;20171010;20180531;430000;;3;OFFICE;5;;;0;AN458346;
C;203;4121170;24;20180709 01:18;5/SP97485;
D;203;4121170;24;20180709 01:18;P;;;;;;
D;203;4121170;24;20180709 01:18;V;;;;;;
B;203;4124932;25;20180709 01:18;;511;10;GALLOWAY ST;MASCOT;2020;;;20160823;20180524;1057000;;R;RESIDENCE;113;;;0;AN463245;
C;203;4124932;25;20180709 01:18;113/SP97432;
D;203;4124932;25;20180709 01:18;P;;;;;;
D;203;4124932;25;20180709 01:18;V;;;;;;
B;203;4124932;26;20180709 01:18;;812;8;GALLOWAY ST;MASCOT;2020;;;20170323;20180521;1174000;;R;RESIDENCE;132;;;0;AN473739;
C;203;4124932;26;20180709 01:18;132/SP97432;
D;203;4124932;26;20180709 01:18;P;;;;;;
D;203;4124932;26;20180709 01:18;P;;;;;;
D;203;4124932;26;20180709 01:18;V;;;;;;
B;203;4124932;27;20180709 01:18;;1211;10;GALLOWAY ST;MASCOT;2020;;;20161024;20180625;1202000;;R;RESIDENCE;152;;;0;AN465831;
C;203;4124932;27;20180709 01:18;152/SP97432;
D;203;4124932;27;20180709 01:18;P;;;;;;
D;203;4124932;27;20180709 01:18;P;;;;;;
D;203;4124932;27;20180709 01:18;V;;;;;;
B;203;1893585;28;20180709 01:18;;;28;QUEEN ST;BOTANY;2019;408;M;20180328;20180629;1510000;R2;R;RESIDENCE;;AFA;;0;AN467771;
C;203;1893585;28;20180709 01:18;6/E/939785;
D;203;1893585;28;20180709 01:18;P;;;;;;
D;203;1893585;28;20180709 01:18;P;;;;;;
D;203;1893585;28;20180709 01:18;V;;;;;;
D;203;1893585;28;20180709 01:18;V;;;;;;
B;203;1893842;29;20180709 01:18;;6;54;RHODES ST;HILLSDALE;2036;;;20180423;20180628;615000;;R;RESIDENCE;6;;;0;AN465188;
C;203;1893842;29;20180709 01:18;6/SP56325;
D;203;1893842;29;20180709 01:18;P;;;;;;
D;203;1893842;29;20180709 01:18;V;;;;;;
D;203;1893842;29;20180709 01:18;V;;;;;;
B;203;1883333;30;20180709 01:18;FERNWOOD - BLOCK 10;21;125;BANKSIA ST;BOTANY;2019;117;M;20180517;20180628;757500;;R;RESIDENCE;148;;;0;AN462779;
C;203;1883333;30;20180709 01:18;148/SP58359;
D;203;1883333;30;20180709 01:18;P;;;;;;
D;203;1883333;30;20180709 01:18;P;;;;;;
D;203;1883333;30;20180709 01:18;V;;;;;;
B;203;3165453;31;20180709 01:18;;20;2;VICTORIA ST;BOTANY;2019;254;M;20180525;20180703;1185000;;R;RESIDENCE;20;;;0;AN471517;
C;203;3165453;31;20180709 01:18;20/SP74625;
D;203;3165453;31;20180709 01:18;P;;;;;;
D;203;3165453;31;20180709 01:18;V;;;;;;
D;203;3165453;31;20180709 01:18;V;;;;;;
B;203;1892207;32;20180709 01:18;;6;19;MASCOT DR;EASTLAKES;2018;90.4;M;20180511;20180622;550000;;R;RESIDENCE;6;;;0;AN459944;
C;203;1892207;32;20180709 01:18;6/SP2181;
D;203;1892207;32;20180709 01:18;P;;;;;;
D;203;1892207;32;20180709 01:18;P;;;;;;
D;203;1892207;32;20180709 01:18;V;;;;;;
D;203;1892207;32;20180709 01:18;V;;;;;;
B;203;1896468;33;20180709 01:18;FAIRMONT PLACE;65;33;WILLIAM ST;BOTANY;2019;;;20180303;20180629;1180000;;R;RESIDENCE;65;;;0;AN476652;
C;203;1896468;33;20180709 01:18;65/SP55270;
D;203;1896468;33;20180709 01:18;P;;;;;;
D;203;1896468;33;20180709 01:18;P;;;;;;
D;203;1896468;33;20180709 01:18;V;;;;;;
B;203;3819785;34;20180709 01:18;;5403;42;PEMBERTON ST;BOTANY;2019;161;M;20180607;20180627;800000;;R;RESIDENCE;69;;;0;AN461916;
C;203;3819785;34;20180709 01:18;69/SP90762;
D;203;3819785;34;20180709 01:18;P;;;;;;
D;203;3819785;34;20180709 01:18;V;;;;;;
B;203;3761720;35;20180709 01:18;;17;4;ANDERSON ST;BANKSMEADOW;2019;130;M;20180524;20180626;936000;;3;COMMERCIAL;17;;;0;AN463776;
C;203;3761720;35;20180709 01:18;17/SP87145;
D;203;3761720;35;20180709 01:18;P;;;;;;
D;203;3761720;35;20180709 01:18;V;;;;;;
B;203;3974322;36;20180709 01:18;;31;90;BAY ST;BOTANY;2019;;;20180517;20180629;880000;;R;RESIDENCE;31;;;0;AN475263;
C;203;3974322;36;20180709 01:18;31/SP94357;
D;203;3974322;36;20180709 01:18;P;;;;;;
D;203;3974322;36;20180709 01:18;V;;;;;;
Z;167;36;36;93;
