A;RTSALEDATA;100;20181231 01:14;VALNET;
B;100;4179411;1;20181231 01:14;;1;339;PRINCES HWY;ALBION PARK RAIL;2527;192;M;20180925;20181220;499950;;R;RESIDENCE;1;;;0;AN960922;
C;100;4179411;1;20181231 01:14;1/SP97498;
D;100;4179411;1;20181231 01:14;P;;;;;;
D;100;4179411;1;20181231 01:14;P;;;;;;
D;100;4179411;1;20181231 01:14;V;;;;;;
B;100;4179411;2;20181231 01:14;;5;339;PRINCES HWY;ALBION PARK RAIL;2527;193;M;20180517;20181220;540900;;R;RESIDENCE;5;;;0;AN961216;
C;100;4179411;2;20181231 01:14;5/SP97498;
D;100;4179411;2;20181231 01:14;P;;;;;;
D;100;4179411;2;20181231 01:14;V;;;;;;
B;100;4162563;3;20181231 01:14;;;6;BRAE RD;ALBION PARK;2527;602;M;20161115;20181214;395000;R2;V;VACANT LAND;;AAB;;0;AN948341;
C;100;4162563;3;20181231 01:14;41/1229526;
D;100;4162563;3;20181231 01:14;P;;;;;;
D;100;4162563;3;20181231 01:14;V;;;;;;
B;100;4162564;4;20181231 01:14;;;4;BRAE RD;ALBION PARK;2527;600.3;M;20161115;20181214;395000;R2;V;VACANT LAND;;AAB;;0;AN948330;
C;100;4162564;4;20181231 01:14;42/1229526;
D;100;4162564;4;20181231 01:14;P;;;;;;
D;100;4162564;4;20181231 01:14;V;;;;;;
B;100;4167073;5;20181231 01:14;;;3 A;NIMMITABEL ST;TULLIMBAR;2527;297.2;M;20181127;20181221;615000;A;R;RESIDENCE;;CD;;0;AN964127;
C;100;4167073;5;20181231 01:14;2/1237654;
D;100;4167073;5;20181231 01:14;P;;;;;;
D;100;4167073;5;20181231 01:14;P;;;;;;
D;100;4167073;5;20181231 01:14;V;;;;;;
B;100;4161066;6;20181231 01:14;;2;18;DURGADIN DR;ALBION PARK RAIL;2527;226;M;20180801;20181024;702900;;R;RESIDENCE;2;;;0;AN970077;
C;100;4161066;6;20181231 01:14;2/SP98362;
D;100;4161066;6;20181231 01:14;P;;;;;;
D;100;4161066;6;20181231 01:14;V;;;;;;
D;100;4161066;6;20181231 01:14;V;;;;;;
B;100;4135252;7;20181231 01:14;;;28;HADDIN RD;FLINDERS;2529;388.2;M;20181203;20181221;769000;R2;R;RESIDENCE;;AAO;;0;AN966184;
C;100;4135252;7;20181231 01:14;7/1244740;
D;100;4135252;7;20181231 01:14;P;;;;;;
D;100;4135252;7;20181231 01:14;P;;;;;;
D;100;4135252;7;20181231 01:14;V;;;;;;
B;100;4174100;8;20181231 01:14;;;3;WOODFORD AVE;WARILLA;2528;;;20181102;20181220;645000;;R;RESIDENCE;;;;0;AN960485;
C;100;4174100;8;20181231 01:14;1/1237169;
D;100;4174100;8;20181231 01:14;P;;;;;;
D;100;4174100;8;20181231 01:14;V;;;;;;
B;100;4174101;9;20181231 01:14;3A;;;WOODFORD AV AVE;WARILLA;2528;;;20180216;20181220;662000;;R;RESIDENCE;;;;0;AN960489;
C;100;4174101;9;20181231 01:14;2/1237169;
D;100;4174101;9;20181231 01:14;P;;;;;;
D;100;4174101;9;20181231 01:14;P;;;;;;
D;100;4174101;9;20181231 01:14;V;;;;;;
B;100;4152123;10;20181231 01:14;;;8;HOLLOW WAY;CALDERWOOD;2527;480;M;20181113;20181221;350000;R1;V;VACANT LAND;;ARC;;0;AN965787;
C;100;4152123;10;20181231 01:14;2947/1225475;
D;100;4152123;10;20181231 01:14;P;;;;;;
D;100;4152123;10;20181231 01:14;V;;;;;;
D;100;4152123;10;20181231 01:14;V;;;;;;
B;100;4148582;11;20181231 01:14;;;20;WHARF PDE;SHELL COVE;2529;259;M;20170304;20181210;850000;R3;R;RESIDENCE;;AAY;;0;AN966909;
C;100;4148582;11;20181231 01:14;9404/1228167;
D;100;4148582;11;20181231 01:14;P;;;;;;
D;100;4148582;11;20181231 01:14;P;;;;;;
D;100;4148582;11;20181231 01:14;V;;;;;;
B;100;3099303;12;20181231 01:14;;;13;MACALISTER TCE;ALBION PARK;2527;600.3;M;20181116;20181214;810000;R2;R;RESIDENCE;;AAB;;0;AN956084;
C;100;3099303;12;20181231 01:14;407/1063426;
D;100;3099303;12;20181231 01:14;P;;;;;;
D;100;3099303;12;20181231 01:14;P;;;;;;
D;100;3099303;12;20181231 01:14;V;;;;;;
D;100;3099303;12;20181231 01:14;V;;;;;;
B;100;4132727;13;20181231 01:14;;;205;HARBOUR BVD;SHELL COVE;2529;225.2;M;20170112;20181219;850000;R3;R;RESIDENCE;;AAY;;0;AN964185;
C;100;4132727;13;20181231 01:14;9910/1244207;
D;100;4132727;13;20181231 01:14;P;;;;;;
D;100;4132727;13;20181231 01:14;P;;;;;;
D;100;4132727;13;20181231 01:14;V;;;;;;
B;100;1037217;14;20181231 01:14;;;12;DUDGEON ST;ALBION PARK;2527;910.6;M;20181113;20181220;635000;R2;R;RESIDENCE;;AAB;;0;AN956720;
C;100;1037217;14;20181231 01:14;89/713781;
D;100;1037217;14;20181231 01:14;P;;;;;;
D;100;1037217;14;20181231 01:14;P;;;;;;
D;100;1037217;14;20181231 01:14;V;;;;;;
B;100;1042611;15;20181231 01:14;;;33;LITTLE LAKE CRES;WARILLA;2528;531.1;M;20181130;20181218;2550000;R2;R;RESIDENCE;;AAK;;0;AN960088;
C;100;1042611;15;20181231 01:14;62/21893;
D;100;1042611;15;20181231 01:14;P;;;;;;
D;100;1042611;15;20181231 01:14;V;;;;;;
D;100;1042611;15;20181231 01:14;V;;;;;;
B;100;1043263;16;20181231 01:14;;;74;MAPLE ST;ALBION PARK RAIL;2527;565.49;M;20181107;20181212;546000;R2;R;RESIDENCE;;AAA;;0;AN949409;
C;100;1043263;16;20181231 01:14;562/246171;
D;100;1043263;16;20181231 01:14;P;;;;;;
D;100;1043263;16;20181231 01:14;P;;;;;;
D;100;1043263;16;20181231 01:14;P;;;;;;
D;100;1043263;16;20181231 01:14;P;;;;;;
D;100;1043263;16;20181231 01:14;V;;;;;;
B;100;1037878;17;20181231 01:14;;;1;FIR CRES;ALBION PARK RAIL;2527;556.4;M;20181128;20181220;630000;R2;R;RESIDENCE;;AAA;;0;AN960374;
C;100;1037878;17;20181231 01:14;133/241248;
D;100;1037878;17;20181231 01:14;P;;;;;;
D;100;1037878;17;20181231 01:14;P;;;;;;
D;100;1037878;17;20181231 01:14;V;;;;;;
D;100;1037878;17;20181231 01:14;V;;;;;;
B;100;1038277;18;20181231 01:14;;;6;FRIENDSHIP LINK;ALBION PARK;2527;740.8;M;20181130;20181220;699000;R2;R;RESIDENCE;;AAB;;0;AN959192;
C;100;1038277;18;20181231 01:14;743/791543;
D;100;1038277;18;20181231 01:14;P;;;;;;
D;100;1038277;18;20181231 01:14;P;;;;;;
D;100;1038277;18;20181231 01:14;V;;;;;;
D;100;1038277;18;20181231 01:14;V;;;;;;
B;100;1048528;19;20181231 01:14;;;199;SHELLHARBOUR RD;BARRACK HEIGHTS;2528;569.1;M;20181019;20181130;550000;R2;R;RESIDENCE;;AAJ;;0;AN955749;
C;100;1048528;19;20181231 01:14;71/23478;
D;100;1048528;19;20181231 01:14;P;;;;;;
D;100;1048528;19;20181231 01:14;P;;;;;;
D;100;1048528;19;20181231 01:14;V;;;;;;
D;100;1048528;19;20181231 01:14;V;;;;;;
B;100;3121389;20;20181231 01:14;;;16;COLLEGE AVE;SHELLHARBOUR CITY CENTRE;2529;3213;M;20181002;20181212;6655000;B3;V;VACANT LAND;;BAC;;0;AN962836;
C;100;3121389;20;20181231 01:14;3/1072916;
D;100;3121389;20;20181231 01:14;P;;;;;;
D;100;3121389;20;20181231 01:14;V;;;;;;
B;100;1052547;21;20181231 01:14;;;27;WILEY ST;ALBION PARK;2527;575.4;M;20181130;20181220;450000;R2;R;RESIDENCE;;AAB;;0;AN957944;
C;100;1052547;21;20181231 01:14;26/31625;
D;100;1052547;21;20181231 01:14;P;;;;;;
D;100;1052547;21;20181231 01:14;V;;;;;;
D;100;1052547;21;20181231 01:14;V;;;;;;
D;100;1052547;21;20181231 01:14;V;;;;;;
B;100;3806466;22;20181231 01:14;;;9;RANGOON AVE;SHELL COVE;2529;598.5;M;20181220;20181220;370000;R2;R;RESIDENCE;;AAE;;0;AN961289;
C;100;3806466;22;20181231 01:14;1255/1175512;
D;100;3806466;22;20181231 01:14;P;;;;;;
D;100;3806466;22;20181231 01:14;V;;;;;;
D;100;3806466;22;20181231 01:14;V;;;;;;
Z;114;22;22;68;
