A;RTSALEDATA;008;20180924 01:11;VALNET;
B;008;3378605;1;20180924 01:11;;;1;SERENITY CRES;FLETCHER;2287;791.8;M;20180814;20180918;665000;R2;R;RESIDENCE;;AAP;;0;AN719767;
C;008;3378605;1;20180924 01:11;101/1113792;
D;008;3378605;1;20180924 01:11;P;;;;;;
D;008;3378605;1;20180924 01:11;V;;;;;;
D;008;3378605;1;20180924 01:11;V;;;;;;
B;008;3386009;2;20180924 01:11;;51;741;HUNTER ST;NEWCASTLE WEST;2302;;;20180803;20180914;655000;;R;RESIDENCE;25;;;0;AN710828;
C;008;3386009;2;20180924 01:11;25/SP80412;
D;008;3386009;2;20180924 01:11;P;;;;;;
D;008;3386009;2;20180924 01:11;P;;;;;;
D;008;3386009;2;20180924 01:11;V;;;;;;
B;008;3386009;3;20180924 01:11;;94 C;741;HUNTER ST;NEWCASTLE WEST;2302;;;20180803;20180914;655000;;R;RESIDENCE;94;;;0;AN710828;
C;008;3386009;3;20180924 01:11;94/SP80412;
D;008;3386009;3;20180924 01:11;P;;;;;;
D;008;3386009;3;20180924 01:11;P;;;;;;
D;008;3386009;3;20180924 01:11;V;;;;;;
B;008;4137172;4;20180924 01:11;;7;78;SELWYN ST;MEREWETHER;2291;;;20170921;20180831;899000;;R;RESIDENCE;6;;;0;AN709375;
C;008;4137172;4;20180924 01:11;6/SP97964;
D;008;4137172;4;20180924 01:11;P;;;;;;
D;008;4137172;4;20180924 01:11;P;;;;;;
D;008;4137172;4;20180924 01:11;V;;;;;;
B;008;4137172;5;20180924 01:11;;1;78;SELWYN ST;MEREWETHER;2291;174;M;20170815;20180905;879000;;R;RESIDENCE;12;;;0;AN712728;
C;008;4137172;5;20180924 01:11;12/SP97964;
D;008;4137172;5;20180924 01:11;P;;;;;;
D;008;4137172;5;20180924 01:11;P;;;;;;
D;008;4137172;5;20180924 01:11;V;;;;;;
B;008;3661381;6;20180924 01:11;;;36 A;KINGS RD;NEW LAMBTON;2305;320.5;M;20180803;20180914;750000;R2;R;RESIDENCE;;AFE;;0;AN710195;
C;008;3661381;6;20180924 01:11;582/1179195;
D;008;3661381;6;20180924 01:11;P;;;;;;
D;008;3661381;6;20180924 01:11;P;;;;;;
D;008;3661381;6;20180924 01:11;V;;;;;;
B;008;4122575;7;20180924 01:11;;;1;WESTERN AVE;TARRO;2322;329;M;20180822;20180914;307500;R2;R;RESIDENCE;;ADA;;0;AN713040;
C;008;4122575;7;20180924 01:11;1/1242558;
D;008;4122575;7;20180924 01:11;P;;;;;;
D;008;4122575;7;20180924 01:11;P;;;;;;
D;008;4122575;7;20180924 01:11;V;;;;;;
D;008;4122575;7;20180924 01:11;V;;;;;;
