A;RTSALEDATA;257;20181119 01:22;VALNET;
B;257;3411860;1;20181119 01:22;;;;BALDERSLEIGH RD;GUYRA;2365;2.101;H;20180914;20181026;20100;RU1;V;VACANT LAND;;RSR;;0;AN844023;
C;257;3411860;1;20181119 01:22;1/1131800;
D;257;3411860;1;20181119 01:22;P;;;;;;
D;257;3411860;1;20181119 01:22;P;;;;;;
D;257;3411860;1;20181119 01:22;V;;;;;;
B;257;3470883;2;20181119 01:22;;;106;BRACKIN ST;HILLGROVE;2350;1012;M;20180919;20181101;15000;RU5;V;VACANT LAND;;AZH;;0;AN853998;
C;257;3470883;2;20181119 01:22;8/3/758519;
D;257;3470883;2;20181119 01:22;P;;;;;;
D;257;3470883;2;20181119 01:22;P;;;;;;
D;257;3470883;2;20181119 01:22;V;;;;;;
B;257;3470884;3;20181119 01:22;;;108;BRACKIN ST;HILLGROVE;2350;2024;M;20181003;20181101;15000;RU5;3;OTHER;;AZH;;0;AN832352;
C;257;3470884;3;20181119 01:22;9, 10/3/758519;
D;257;3470884;3;20181119 01:22;P;;;;;;
D;257;3470884;3;20181119 01:22;V;;;;;;
D;257;3470884;3;20181119 01:22;V;;;;;;
B;257;3470884;4;20181119 01:22;;;108;BRACKIN ST;HILLGROVE;2350;2024;M;20181003;20181101;15000;RU5;3;OTHER;;AZH;;0;AN832353;
C;257;3470884;4;20181119 01:22;9, 10/3/758519;
D;257;3470884;4;20181119 01:22;P;;;;;;
D;257;3470884;4;20181119 01:22;V;;;;;;
D;257;3470884;4;20181119 01:22;V;;;;;;
B;257;4149292;5;20181119 01:22;;;1411;BOOROLONG RD;DUMARESQ;2350;119.76;H;20180428;20180606;1050400;RU1;3;RURALFARM;;REZ;;0;AN487738;
C;257;4149292;5;20181119 01:22;114, 145/755818 5/1105131;
D;257;4149292;5;20181119 01:22;P;;;;;;
D;257;4149292;5;20181119 01:22;P;;;;;;
D;257;4149292;5;20181119 01:22;V;;;;;;
D;257;4149292;5;20181119 01:22;V;;;;;;
B;257;4039870;6;20181119 01:22;;;5;MARTIN DR;BLACK MOUNTAIN;2365;8217;M;20180827;20181017;83000;R5;V;VACANT LAND;;RRA;;0;AN841995;
C;257;4039870;6;20181119 01:22;3/1229593;
D;257;4039870;6;20181119 01:22;P;;;;;;
D;257;4039870;6;20181119 01:22;P;;;;;;
D;257;4039870;6;20181119 01:22;V;;;;;;
D;257;4039870;6;20181119 01:22;V;;;;;;
B;257;4039877;7;20181119 01:22;;;10;MARTIN DR;BLACK MOUNTAIN;2365;1.074;H;20181023;20181112;90000;R5;R;RESIDENCE;;RRA;;0;AN849785;
C;257;4039877;7;20181119 01:22;10/1229593;
D;257;4039877;7;20181119 01:22;P;;;;;;
