A;RTSALEDATA;234;20180924 01:17;VALNET;
B;234;2616126;1;20180924 01:17;;;5;CUMMINS PL;BROKEN HILL;2880;998.6;M;20180912;20180918;340000;R1;R;RESIDENCE;;AAW;;0;AN718901;
C;234;2616126;1;20180924 01:17;10/135/39484;
D;234;2616126;1;20180924 01:17;P;;;;;;
D;234;2616126;1;20180924 01:17;V;;;;;;
D;234;2616126;1;20180924 01:17;V;;;;;;
B;234;2616312;2;20180924 01:17;;;246;CUMMINS ST;BROKEN HILL;2880;2023;M;20180731;20180914;60000;R1;R;RESIDENCE;;AAR;;0;AN713958;
C;234;2616312;2;20180924 01:17;1554/662629;
D;234;2616312;2;20180924 01:17;P;;;;;;
D;234;2616312;2;20180924 01:17;P;;;;;;
D;234;2616312;2;20180924 01:17;V;;;;;;
B;234;2614226;3;20180924 01:17;;;23 A;BONANZA ST;BROKEN HILL;2880;508.4;M;20180815;20180823;54500;R1;R;RESIDENCE;;AAC;;0;AN608340;
C;234;2614226;3;20180924 01:17;1/222889;
D;234;2614226;3;20180924 01:17;P;;;;;;
D;234;2614226;3;20180924 01:17;V;;;;;;
B;234;2617428;4;20180924 01:17;;;113;HEBBARD ST;BROKEN HILL;2880;1012;M;20170912;20171024;50000;R1;R;RESIDENCE;;AAC;AC;0;AM954781;
C;234;2617428;4;20180924 01:17;6/28/758018;
D;234;2617428;4;20180924 01:17;P;;;;;;
D;234;2617428;4;20180924 01:17;V;;;;;;
B;234;2617814;5;20180924 01:17;;;55;JAMIESON ST;BROKEN HILL;2880;708;M;20180803;20180917;86000;R1;R;RESIDENCE;;AAC;;0;AN714159;
C;234;2617814;5;20180924 01:17;5093/757298;
D;234;2617814;5;20180924 01:17;P;;;;;;
D;234;2617814;5;20180924 01:17;V;;;;;;
D;234;2617814;5;20180924 01:17;V;;;;;;
B;234;2620896;6;20180924 01:17;;;179;ROWE ST;BROKEN HILL;2880;551.6;M;20180725;20180823;57000;R1;R;RESIDENCE;;AAL;;0;AN606250;
C;234;2620896;6;20180924 01:17;B/317491;
D;234;2620896;6;20180924 01:17;P;;;;;;
D;234;2620896;6;20180924 01:17;V;;;;;;
B;234;2615542;7;20180924 01:17;;;183;COBALT ST;BROKEN HILL;2880;257.7;M;20180816;20180914;42500;R1;R;RESIDENCE;;ACD;;0;AN710367;
C;234;2615542;7;20180924 01:17;1/347989;
D;234;2615542;7;20180924 01:17;P;;;;;;
D;234;2615542;7;20180924 01:17;V;;;;;;
D;234;2615542;7;20180924 01:17;V;;;;;;
Z;34;7;7;18;
