A;RTSALEDATA;135;20181231 01:14;VALNET;
B;135;3446984;1;20181231 01:14;;;32;PRINCETON CCT;AUBURN;2144;;;20181122;20181221;725000;;R;RESIDENCE;5;;;0;AN965380;
C;135;3446984;1;20181231 01:14;5/SP82051;
D;135;3446984;1;20181231 01:14;P;;;;;;
D;135;3446984;1;20181231 01:14;P;;;;;;
D;135;3446984;1;20181231 01:14;V;;;;;;
B;135;4162338;2;20181231 01:14;;7113;1;BENNELONG PKWY;WENTWORTH POINT;2127;151;M;20151125;20181204;789000;;R;RESIDENCE;4;;;0;AN962549;
C;135;4162338;2;20181231 01:14;4/SP98434;
D;135;4162338;2;20181231 01:14;P;;;;;;
D;135;4162338;2;20181231 01:14;P;;;;;;
D;135;4162338;2;20181231 01:14;V;;;;;;
B;135;4157911;3;20181231 01:14;;401;13;WENTWORTH PL;WENTWORTH POINT;2127;;;20150914;20181210;812420;;R;RESIDENCE;50;;;0;AN968079;
C;135;4157911;3;20181231 01:14;50/SP97390;
D;135;4157911;3;20181231 01:14;P;;;;;;
D;135;4157911;3;20181231 01:14;P;;;;;;
D;135;4157911;3;20181231 01:14;V;;;;;;
B;135;4157911;4;20181231 01:14;;504;6;WATERWAYS ST;WENTWORTH POINT;2127;;;20151118;20181214;677180;;R;RESIDENCE;55;;;0;AN953952;
C;135;4157911;4;20181231 01:14;55/SP97390;
D;135;4157911;4;20181231 01:14;P;;;;;;
D;135;4157911;4;20181231 01:14;P;;;;;;
D;135;4157911;4;20181231 01:14;V;;;;;;
B;135;4157911;5;20181231 01:14;;506;17;WENTWORTH PL;WENTWORTH POINT;2127;;;20150903;20181219;1213240;;R;RESIDENCE;68;;;0;AN966536;
C;135;4157911;5;20181231 01:14;68/SP97390;
D;135;4157911;5;20181231 01:14;P;;;;;;
D;135;4157911;5;20181231 01:14;V;;;;;;
B;135;4157911;6;20181231 01:14;;603;6;WATERWAYS ST;WENTWORTH POINT;2127;;;20160322;20181214;872200;;R;RESIDENCE;80;;;0;AN947854;
C;135;4157911;6;20181231 01:14;80/SP97390;
D;135;4157911;6;20181231 01:14;P;;;;;;
D;135;4157911;6;20181231 01:14;V;;;;;;
B;135;4157911;7;20181231 01:14;;606;17;WENTWORTH PL;WENTWORTH POINT;2127;;;20150925;20181218;1227940;;R;RESIDENCE;94;;;0;AN962306;
C;135;4157911;7;20181231 01:14;94/SP97390;
D;135;4157911;7;20181231 01:14;P;;;;;;
D;135;4157911;7;20181231 01:14;V;;;;;;
