A;RTSALEDATA;134;20181203 01:13;VALNET;
B;134;4148199;1;20181203 01:13;;2;10;WEBBS AVE;ASHFIELD;2131;;;20181025;20181128;950000;;R;RESIDENCE;2;;;0;AN892274;
C;134;4148199;1;20181203 01:13;2/SP98011;
D;134;4148199;1;20181203 01:13;P;;;;;;
D;134;4148199;1;20181203 01:13;V;;;;;;
B;134;4156613;2;20181203 01:13;;106;2;THOMAS ST;ASHFIELD;2131;72;M;20180920;20181106;599000;;R;RESIDENCE;14;;;0;AN879370;
C;134;4156613;2;20181203 01:13;14/SP93063;
D;134;4156613;2;20181203 01:13;P;;;;;;
D;134;4156613;2;20181203 01:13;V;;;;;;
D;134;4156613;2;20181203 01:13;V;;;;;;
D;134;4156613;2;20181203 01:13;V;;;;;;
B;134;4156613;3;20181203 01:13;;405;2;THOMAS ST;ASHFIELD;2131;72;M;20170829;20181009;670000;;R;RESIDENCE;35;;;0;AN887842;
C;134;4156613;3;20181203 01:13;35/SP93063;
D;134;4156613;3;20181203 01:13;P;;;;;;
D;134;4156613;3;20181203 01:13;P;;;;;;
D;134;4156613;3;20181203 01:13;V;;;;;;
D;134;4156613;3;20181203 01:13;V;;;;;;
B;134;1298437;4;20181203 01:13;;;6;GRIFFITHS ST;HURLSTONE PARK;2193;585.43;M;20181006;20181119;1309000;R2;R;RESIDENCE;;ESE;;0;AN881834;
C;134;1298437;4;20181203 01:13;27/4170;
D;134;1298437;4;20181203 01:13;P;;;;;;
D;134;1298437;4;20181203 01:13;V;;;;;;
B;134;1304570;5;20181203 01:13;;;102;PROSPECT RD;SUMMER HILL;2130;1663;M;20180706;20181102;7200000;R2;3;NURSING HOME;;EDE;;0;AN875959;
C;134;1304570;5;20181203 01:13;1/222637;
D;134;1304570;5;20181203 01:13;P;;;;;;
D;134;1304570;5;20181203 01:13;V;;;;;;
B;134;1301954;6;20181203 01:13;;18;44;MILTON ST;ASHFIELD;2131;;;20181018;20181129;712000;;R;RESIDENCE;18;;;0;AN895813;
C;134;1301954;6;20181203 01:13;18/SP15066;
D;134;1301954;6;20181203 01:13;P;;;;;;
D;134;1301954;6;20181203 01:13;P;;;;;;
D;134;1301954;6;20181203 01:13;V;;;;;;
D;134;1301954;6;20181203 01:13;V;;;;;;
B;134;1294110;7;20181203 01:13;;;74;CARLTON CRES;SUMMER HILL;2130;2891;M;20180816;20181126;14025000;B2;3;COMMERCIAL;;CVV;;0;AN885344;
C;134;1294110;7;20181203 01:13;2/717782;
D;134;1294110;7;20181203 01:13;P;;;;;;
D;134;1294110;7;20181203 01:13;V;;;;;;
B;134;1302428;8;20181203 01:13;;;12;NEW ST;ASHFIELD;2131;531.1;M;20181005;20181119;1600000;R2;R;RESIDENCE;;ESE;;0;AN882970;
C;134;1302428;8;20181203 01:13;5/167862;
D;134;1302428;8;20181203 01:13;P;;;;;;
D;134;1302428;8;20181203 01:13;V;;;;;;
B;134;1292043;9;20181203 01:13;;9;51;ALT ST;ASHFIELD;2131;;;20180901;20181105;805000;;R;RESIDENCE;9;;;0;AN879146;
C;134;1292043;9;20181203 01:13;9/SP7022;
D;134;1292043;9;20181203 01:13;P;;;;;;
D;134;1292043;9;20181203 01:13;V;;;;;;
B;134;1292080;10;20181203 01:13;;;69;ALT ST;ASHFIELD;2131;372;M;20181017;20181121;1210000;R2;R;RESIDENCE;;EGA;;0;AN889562;
C;134;1292080;10;20181203 01:13;1/738613;
D;134;1292080;10;20181203 01:13;P;;;;;;
D;134;1292080;10;20181203 01:13;P;;;;;;
D;134;1292080;10;20181203 01:13;V;;;;;;
B;134;1302923;11;20181203 01:13;;;32;O'CONNOR ST;HABERFIELD;2045;297.2;M;20181026;20181126;1408000;R2;R;RESIDENCE;;ERR;;0;AN883172;
C;134;1302923;11;20181203 01:13;1/311568;
D;134;1302923;11;20181203 01:13;P;;;;;;
D;134;1302923;11;20181203 01:13;P;;;;;;
D;134;1302923;11;20181203 01:13;V;;;;;;
D;134;1302923;11;20181203 01:13;V;;;;;;
Z;55;11;11;31;
