A;RTSALEDATA;526;20180813 01:13;VALNET;
B;526;423609;1;20180813 01:13;;;183;GLENLEIGH RD;GOLSPIE;2580;414.7;H;20180618;20180723;1500000;RU2;3;RURAL FARM;;UGK;;0;AN553946;
C;526;423609;1;20180813 01:13;7, 8, 9/112021 1/115600 1/524050 3/572792 1/700283 133, 150, 212/75301;
C;526;423609;1;20180813 01:13;5 12, 80, 107, 109, 116, 154, 208, 301/753034 1/1092823 Enclosure Perm;
C;526;423609;1;20180813 01:13;it 314471;
D;526;423609;1;20180813 01:13;P;;;;;;
D;526;423609;1;20180813 01:13;V;;;;;;
B;526;4143602;2;20180813 01:13;BILYARA;;181;CASTLE HILL RD;MERRILL;2581;424.638;H;20171204;20180727;1200000;;R;RESIDENCE;;;;0;AN555657;
C;526;4143602;2;20180813 01:13;2/577059 50, 57, 88, 89, 108, 109, 123, 133, 140/754114;
D;526;4143602;2;20180813 01:13;P;;;;;;
D;526;4143602;2;20180813 01:13;P;;;;;;
D;526;4143602;2;20180813 01:13;V;;;;;;
B;526;424054;3;20180813 01:13;;;1670;MULGOWRIE RD;CROOKED CORNER;2583;13.19;H;20180614;20180726;270000;RU2;R;RESIDENCE;;URF;;0;AN555893;
C;526;424054;3;20180813 01:13;22/1013169;
D;526;424054;3;20180813 01:13;P;;;;;;
D;526;424054;3;20180813 01:13;V;;;;;;
D;526;424054;3;20180813 01:13;V;;;;;;
B;526;438939;4;20180813 01:13;;;14;BOURKE ST;COLLECTOR;2581;2023;M;20180702;20180730;360000;RU5;R;RESIDENCE;;UZK;;0;AN555626;
C;526;438939;4;20180813 01:13;7/5/995869;
D;526;438939;4;20180813 01:13;P;;;;;;
D;526;438939;4;20180813 01:13;V;;;;;;
D;526;438939;4;20180813 01:13;V;;;;;;
B;526;3581221;5;20180813 01:13;NURA VILLAGE;;5;PICKER ST;CROOKWELL;2583;338.9;M;20180723;20180809;425000;R2;R;RESIDENCE;;UAA;;0;AN571120;
C;526;3581221;5;20180813 01:13;24/270569;
D;526;3581221;5;20180813 01:13;P;;;;;;
D;526;3581221;5;20180813 01:13;P;;;;;;
D;526;3581221;5;20180813 01:13;V;;;;;;
D;526;3581221;5;20180813 01:13;V;;;;;;
B;526;3588894;6;20180813 01:13;;;4662;TARALGA RD;TARALGA;2580;10.24;H;20180622;20180803;390000;RU1;3;FARM;;URD;;0;AN559018;
C;526;3588894;6;20180813 01:13;1/1106439;
D;526;3588894;6;20180813 01:13;P;;;;;;
D;526;3588894;6;20180813 01:13;P;;;;;;
D;526;3588894;6;20180813 01:13;V;;;;;;
B;526;3623341;7;20180813 01:13;;;708;WOODHOUSELEE RD;WOODHOUSELEE;2580;3765;M;20180708;20180809;380000;E3;R;RESIDENCE;;URH;;0;AN569667;
C;526;3623341;7;20180813 01:13;1/1167245;
D;526;3623341;7;20180813 01:13;P;;;;;;
D;526;3623341;7;20180813 01:13;P;;;;;;
D;526;3623341;7;20180813 01:13;V;;;;;;
Z;39;7;9;21;
