A;302;20061016 01:12;VALNET;
B;302;1847300;1;20061016 01:12;;;153;LANG ST;GLEN INNES;2370;632.3;M;20060731;20060911;75000;A;R;RESIDENCE;;AC;;0;AC630769;
C;302;1847300;1;20061016 01:12;A/383193;
D;302;1847300;1;20061016 01:12;P;;;;;;
D;302;1847300;1;20061016 01:12;P;;;;;;
D;302;1847300;1;20061016 01:12;P;;;;;;
D;302;1847300;1;20061016 01:12;V;;;;;;
B;302;1848460;2;20061016 01:12;;;67;WENTWORTH ST;GLEN INNES;2370;870.6;M;20060724;20060908;144000;A;R;RESIDENCE;;AB;;0;AC619207;
C;302;1848460;2;20061016 01:12;1/342726;
D;302;1848460;2;20061016 01:12;P;;;;;;
D;302;1848460;2;20061016 01:12;V;;;;;;
B;302;1846558;3;20061016 01:12;;;265;FERGUSON ST;GLEN INNES;2370;784.9;M;20060804;20060915;170000;B;R;RESIDENCE;;BB;;0;AC630295;
C;302;1846558;3;20061016 01:12;1/784960;
D;302;1846558;3;20061016 01:12;P;;;;;;
D;302;1846558;3;20061016 01:12;V;;;;;;
D;302;1846558;3;20061016 01:12;V;;;;;;
D;302;1846558;3;20061016 01:12;V;;;;;;
B;302;2660650;4;20061016 01:12;;;24;FRASER ST;DEEPWATER;2371;2029;M;20060731;20060825;170000;Z;R;RESIDENCE;;VD;;0;AC619740;
C;302;2660650;4;20061016 01:12;8/4/758344;
D;302;2660650;4;20061016 01:12;P;;;;;;
D;302;2660650;4;20061016 01:12;V;;;;;;
D;302;2660650;4;20061016 01:12;V;;;;;;
B;302;2660696;5;20061016 01:12;;;;SEVERN ST CNR;DEEPWATER;2371;2023;M;20060828;20060921;25000;Z;R;RESIDENCE;;VD;;0;AC633951;
C;302;2660696;5;20061016 01:12;5/33/758344;
D;302;2660696;5;20061016 01:12;P;;;;;;
D;302;2660696;5;20061016 01:12;V;;;;;;
D;302;2660696;5;20061016 01:12;V;;;;;;
B;302;2660729;6;20061016 01:12;;;43;TENTERFIELD ST;DEEPWATER;2371;4468;M;20060811;20060912;85000;Z;R;RESIDENCE;;VD;;0;AC606561;
C;302;2660729;6;20061016 01:12;1/42096 5/315890 PT 3/1/758344 4/1103540;
D;302;2660729;6;20061016 01:12;P;;;;;;
D;302;2660729;6;20061016 01:12;P;;;;;;
D;302;2660729;6;20061016 01:12;V;;;;;;
D;302;2660729;6;20061016 01:12;V;;;;;;
D;302;2660729;6;20061016 01:12;V;;;;;;
D;302;2660729;6;20061016 01:12;V;;;;;;
B;302;3225357;7;20061016 01:12;"BANKSIA" & "KELVIN GROVE";;;PINKETT RD;PINKETT;2370;297.87;H;20060707;20060907;1140000;R;3;FARM;;GL;;0;AC636767;
C;302;3225357;7;20061016 01:12;2/632593 69/753324 2/1083052;
D;302;3225357;7;20061016 01:12;P;;;;;;
D;302;3225357;7;20061016 01:12;P;;;;;;
D;302;3225357;7;20061016 01:12;V;;;;;;
D;302;3225357;7;20061016 01:12;V;;;;;;
Z;42;7;7;26;
