A;004;20060716 01:13;VALNET;
B;004;97426;1;20060716 01:13;;;28;KENNEDY CL;COORANBONG;2265;599.2;M;20060510;20060621;323000;A;R;RESIDENCE;;NJ;;0;AC409016;
C;004;97426;1;20060716 01:13;7/865588;
D;004;97426;1;20060716 01:13;P;;;;;;
D;004;97426;1;20060716 01:13;P;;;;;;
D;004;97426;1;20060716 01:13;V;;;;;;
D;004;97426;1;20060716 01:13;V;;;;;;
B;004;100092;2;20060716 01:13;;;22;GLOVER ST;BELMONT;2280;841;M;20060511;20060621;435000;A;R;RESIDENCE;;ZJ;;0;AC419012;
C;004;100092;2;20060716 01:13;13/13588;
D;004;100092;2;20060716 01:13;P;;;;;;
D;004;100092;2;20060716 01:13;V;;;;;;
B;004;102915;3;20060716 01:13;;;50;RAILWAY CRES;BELMONT NORTH;2280;696.77;M;20060510;20060621;295000;A;R;RESIDENCE;;JE;;0;AC417673;
C;004;102915;3;20060716 01:13;32/C/13738;
D;004;102915;3;20060716 01:13;P;;;;;;
D;004;102915;3;20060716 01:13;V;;;;;;
B;004;105751;4;20060716 01:13;;;49;KAROG ST;PELICAN;2281;613.4;M;20060428;20060608;463000;A;R;RESIDENCE;;JN;;0;AC418730;
C;004;105751;4;20060716 01:13;1273/755233 Special Lease 57/31;
D;004;105751;4;20060716 01:13;P;;;;;;
D;004;105751;4;20060716 01:13;P;;;;;;
D;004;105751;4;20060716 01:13;V;;;;;;
B;004;100216;5;20060716 01:13;;;27;GREEN POINT DR;BELMONT;2280;831.9;M;20060505;20060630;580000;A;R;RESIDENCE;;JB;;0;AC434560;
C;004;100216;5;20060716 01:13;713/1001736;
D;004;100216;5;20060716 01:13;P;;;;;;
D;004;100216;5;20060716 01:13;P;;;;;;
D;004;100216;5;20060716 01:13;V;;;;;;
D;004;100216;5;20060716 01:13;V;;;;;;
B;004;100227;6;20060716 01:13;;;6;WHIPBIRD WAY;BELMONT;2280;662;M;20060508;20060621;500000;A;R;RESIDENCE;;JB;;0;AC421682;
C;004;100227;6;20060716 01:13;909/1005555;
D;004;100227;6;20060716 01:13;P;;;;;;
D;004;100227;6;20060716 01:13;P;;;;;;
D;004;100227;6;20060716 01:13;V;;;;;;
D;004;100227;6;20060716 01:13;V;;;;;;
B;004;100380;7;20060716 01:13;;;9;HAIG ST;BELMONT;2280;695.6;M;20060530;20060627;345000;A;R;RESIDENCE;;JA;;0;AC434435;
C;004;100380;7;20060716 01:13;4/237130;
D;004;100380;7;20060716 01:13;P;;;;;;
D;004;100380;7;20060716 01:13;P;;;;;;
D;004;100380;7;20060716 01:13;V;;;;;;
B;004;100435;8;20060716 01:13;;;10;HALEWOOD CL;JEWELLS;2280;1193;M;20060407;20060616;455000;A;R;RESIDENCE;;JF;;0;AC413358;
C;004;100435;8;20060716 01:13;4/249691;
D;004;100435;8;20060716 01:13;P;;;;;;
D;004;100435;8;20060716 01:13;P;;;;;;
D;004;100435;8;20060716 01:13;V;;;;;;
B;004;100557;9;20060716 01:13;;;54;HARRISON ST;BELMONT NORTH;2280;673.4;M;20060323;20060616;480000;A;V;VACANT LAND;;JG;;0;AC408717;
C;004;100557;9;20060716 01:13;40/262253;
D;004;100557;9;20060716 01:13;P;;;;;;
D;004;100557;9;20060716 01:13;P;;;;;;
D;004;100557;9;20060716 01:13;V;;;;;;
D;004;100557;9;20060716 01:13;V;;;;;;
B;004;98140;10;20060716 01:13;;;5;ALBERT ST;BELMONT;2280;670.3;M;20060605;20060627;370000;A;R;RESIDENCE;;ZJ;;0;AC426008;
C;004;98140;10;20060716 01:13;32/14314;
D;004;98140;10;20060716 01:13;P;;;;;;
D;004;98140;10;20060716 01:13;P;;;;;;
D;004;98140;10;20060716 01:13;V;;;;;;
B;004;103561;11;20060716 01:13;;;3;SYMBOL CL;BELMONT NORTH;2280;704.2;M;20060512;20060616;408000;A;V;VACANT LAND;;JE;;0;AC402696;
C;004;103561;11;20060716 01:13;16/810578;
D;004;103561;11;20060716 01:13;P;;;;;;
D;004;103561;11;20060716 01:13;V;;;;;;
B;004;98219;12;20060716 01:13;;;13;ANCHOR CL;BELMONT;2280;1229;M;20060331;20060525;575000;A;R;RESIDENCE;;JB;;0;AC420117;
C;004;98219;12;20060716 01:13;411/808340;
D;004;98219;12;20060716 01:13;P;;;;;;
D;004;98219;12;20060716 01:13;P;;;;;;
D;004;98219;12;20060716 01:13;V;;;;;;
D;004;98219;12;20060716 01:13;V;;;;;;
B;004;103701;13;20060716 01:13;;;5;THOMPSON ST;BELMONT SOUTH;2280;809.43;M;20060517;20060621;475000;A;R;RESIDENCE;;JH;;0;AC397966;
C;004;103701;13;20060716 01:13;14/T/1925;
D;004;103701;13;20060716 01:13;P;;;;;;
D;004;103701;13;20060716 01:13;V;;;;;;
D;004;103701;13;20060716 01:13;V;;;;;;
B;004;103948;14;20060716 01:13;;;15;VISTA PDE;BELMONT;2280;543.8;M;20060508;20060619;467500;A;R;RESIDENCE;;JA;;0;AC410560;
C;004;103948;14;20060716 01:13;89/16596;
D;004;103948;14;20060716 01:13;P;;;;;;
D;004;103948;14;20060716 01:13;P;;;;;;
D;004;103948;14;20060716 01:13;V;;;;;;
B;004;95960;15;20060716 01:13;;;31;ALEXANDER PDE;ARCADIA VALE;2283;472.7;M;20060421;20060602;995000;A;R;RESIDENCE;;MB;;0;AC389330;
C;004;95960;15;20060716 01:13;16/13129 Permissive Occupancy 80/38;
D;004;95960;15;20060716 01:13;P;;;;;;
D;004;95960;15;20060716 01:13;V;;;;;;
D;004;95960;15;20060716 01:13;V;;;;;;
B;004;96066;16;20060716 01:13;;;63;ARCADIA ST;ARCADIA VALE;2283;967.5;M;20060501;20060613;184000;A;V;VACANT LAND;;ME;;0;AC398080;
C;004;96066;16;20060716 01:13;537/13129;
D;004;96066;16;20060716 01:13;P;;;;;;
D;004;96066;16;20060716 01:13;P;;;;;;
D;004;96066;16;20060716 01:13;V;;;;;;
B;004;96121;17;20060716 01:13;;;21;DONNELLY RD;ARCADIA VALE;2283;809.4;M;20060607;20060607;80000;A;R;RESIDENCE;;ME;;0;AC408205;
C;004;96121;17;20060716 01:13;251/13129;
D;004;96121;17;20060716 01:13;P;;;;;;
D;004;96121;17;20060716 01:13;P;;;;;;
D;004;96121;17;20060716 01:13;V;;;;;;
D;004;96121;17;20060716 01:13;V;;;;;;
D;004;96121;17;20060716 01:13;V;;;;;;
D;004;96121;17;20060716 01:13;V;;;;;;
D;004;96121;17;20060716 01:13;V;;;;;;
B;004;104164;18;20060716 01:13;;;111;WOMMARA AVE;BELMONT NORTH;2280;;;20060519;20060623;257500;A;R;RESIDENCE;;JE;;0;AC423398;
C;004;104164;18;20060716 01:13;1/660362;
D;004;104164;18;20060716 01:13;P;;;;;;
D;004;104164;18;20060716 01:13;P;;;;;;
D;004;104164;18;20060716 01:13;V;;;;;;
