A;232;20061216 01:19;VALNET;
B;232;2610197;1;20061216 01:19;;;WILGAPARK;NYMAGEE RD;NYNGAN;2825;1286;H;20061018;20061205;325000;R;3;FARM;;FA;;0;AC793227;
C;232;2610197;1;20061216 01:19;18/704078 Perpetual Lease 109414;
D;232;2610197;1;20061216 01:19;P;;;;;;
D;232;2610197;1;20061216 01:19;P;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
D;232;2610197;1;20061216 01:19;V;;;;;;
B;232;2610198;2;20061216 01:19;;;WILGAPARK;NYMAGEE RD;NYNGAN;2825;1594;H;20061018;20061205;325000;R;3;FARM;;FA;;0;AC793227;
C;232;2610198;2;20061216 01:19;19, 20/704078 Perpetual Lease 161731 Perpetual Lease 161732;
D;232;2610198;2;20061216 01:19;P;;;;;;
D;232;2610198;2;20061216 01:19;P;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
D;232;2610198;2;20061216 01:19;V;;;;;;
B;232;3289365;3;20061216 01:19;;;;"ARGYLE";GIRILAMBONE;2831;3400;H;20060424;20061023;80000;;V;VACANT LAND;;;;0;AC785693;
C;232;3289365;3;20061216 01:19;2, 9/751342 Perpetual Lease 123653;
D;232;3289365;3;20061216 01:19;P;;;;;;
D;232;3289365;3;20061216 01:19;V;;;;;;
D;232;3289365;3;20061216 01:19;V;;;;;;
Z;29;3;3;21;
