A;013;20060801 01:03;VALNET;
B;013;308072;1;20060801 01:03;;59;12;GOLDENS RD;FORSTER;2428;;;20060607;20060706;180000;;R;RESIDENCE;59;;;0;AC471667;
C;013;308072;1;20060801 01:03;59/SP38050;
D;013;308072;1;20060801 01:03;P;;;;;;
D;013;308072;1;20060801 01:03;V;;;;;;
B;013;305673;2;20060801 01:03;;;58;STROUD ST;BULAHDELAH;2423;1391;M;20060628;20060628;118000;Z;R;RESIDENCE;;ZA;;0;AC419430;
C;013;305673;2;20060801 01:03;1/1100632;
D;013;305673;2;20060801 01:03;P;;;;;;
D;013;305673;2;20060801 01:03;P;;;;;;
D;013;305673;2;20060801 01:03;V;;;;;;
B;013;306512;3;20060801 01:03;;;71;BRECKENRIDGE ST;FORSTER;2428;701.9;M;20060607;20060707;292500;A;V;VACANT LAND;;AH;;0;AC451779;
C;013;306512;3;20060801 01:03;2/521165;
D;013;306512;3;20060801 01:03;P;;;;;;
D;013;306512;3;20060801 01:03;P;;;;;;
D;013;306512;3;20060801 01:03;V;;;;;;
D;013;306512;3;20060801 01:03;V;;;;;;
B;013;307192;4;20060801 01:03;;;40;CLIFF RD;FORSTER;2428;682.9;M;20060224;20060630;1600000;A;R;RESIDENCE;;ER;AC;0;AC446744;
C;013;307192;4;20060801 01:03;27/528412;
D;013;307192;4;20060801 01:03;P;;;;;;
D;013;307192;4;20060801 01:03;P;;;;;;
D;013;307192;4;20060801 01:03;V;;;;;;
D;013;307192;4;20060801 01:03;V;;;;;;
B;013;308619;5;20060801 01:03;;;4;HIND AVE;FORSTER;2428;701.2;M;20060531;20060712;31000;A;R;RESIDENCE;;AG;;0;AC472174;
C;013;308619;5;20060801 01:03;89/264330;
D;013;308619;5;20060801 01:03;P;;;;;;
D;013;308619;5;20060801 01:03;P;;;;;;
D;013;308619;5;20060801 01:03;V;;;;;;
D;013;308619;5;20060801 01:03;V;;;;;;
D;013;308619;5;20060801 01:03;V;;;;;;
B;013;308631;6;20060801 01:03;;;32;HIND AVE;FORSTER;2428;817.8;M;20060511;20060629;480000;A;R;RESIDENCE;;AG;;0;AC466497;
C;013;308631;6;20060801 01:03;103/777441;
D;013;308631;6;20060801 01:03;P;;;;;;
D;013;308631;6;20060801 01:03;P;;;;;;
D;013;308631;6;20060801 01:03;V;;;;;;
B;013;316711;7;20060801 01:03;;2;181;BOOMERANG DR;BOOMERANG BEACH;2428;;;20060516;20060627;360000;;R;RESIDENCE;2;;;0;AC460284;
C;013;316711;7;20060801 01:03;2/SP32513;
D;013;316711;7;20060801 01:03;P;;;;;;
D;013;316711;7;20060801 01:03;P;;;;;;
D;013;316711;7;20060801 01:03;V;;;;;;
B;013;317019;8;20060801 01:03;;;6;CROLL ST;BLUEYS BEACH;2428;594.4;M;20060522;20060630;740000;Z;R;RESIDENCE;;DZ;;0;AC461771;
C;013;317019;8;20060801 01:03;5/22135;
D;013;317019;8;20060801 01:03;P;;;;;;
D;013;317019;8;20060801 01:03;P;;;;;;
D;013;317019;8;20060801 01:03;V;;;;;;
D;013;317019;8;20060801 01:03;V;;;;;;
B;013;309205;9;20060801 01:03;;;14;KULAROO DR;FORSTER;2428;505.9;M;20060617;20060714;230000;A;R;RESIDENCE;;AG;;0;AC456127;
C;013;309205;9;20060801 01:03;13/21236;
D;013;309205;9;20060801 01:03;P;;;;;;
D;013;309205;9;20060801 01:03;P;;;;;;
D;013;309205;9;20060801 01:03;P;;;;;;
D;013;309205;9;20060801 01:03;P;;;;;;
D;013;309205;9;20060801 01:03;V;;;;;;
D;013;309205;9;20060801 01:03;V;;;;;;
B;013;309314;10;20060801 01:03;;2;23;LAKE ST;FORSTER;2428;;;20060530;20060616;300000;;R;RESIDENCE;2;;;0;AC441657;
C;013;309314;10;20060801 01:03;2/SP16002;
D;013;309314;10;20060801 01:03;P;;;;;;
D;013;309314;10;20060801 01:03;P;;;;;;
D;013;309314;10;20060801 01:03;V;;;;;;
D;013;309314;10;20060801 01:03;V;;;;;;
D;013;309314;10;20060801 01:03;V;;;;;;
D;013;309314;10;20060801 01:03;V;;;;;;
B;013;312029;11;20060801 01:03;;;125;THE SOUTHERN PKWY;FORSTER;2428;727;M;20060706;20060714;420000;A;R;RESIDENCE;;AG;;0;AC463303;
C;013;312029;11;20060801 01:03;82/861824;
D;013;312029;11;20060801 01:03;P;;;;;;
D;013;312029;11;20060801 01:03;P;;;;;;
D;013;312029;11;20060801 01:03;V;;;;;;
B;013;314741;12;20060801 01:03;;5;1 A;NORTH ST;TUNCURRY;2428;327.3;M;20060526;20060707;385000;A;R;RESIDENCE;;AA;;0;AC463754;
C;013;314741;12;20060801 01:03;6/285248;
D;013;314741;12;20060801 01:03;P;;;;;;
D;013;314741;12;20060801 01:03;P;;;;;;
D;013;314741;12;20060801 01:03;V;;;;;;
D;013;314741;12;20060801 01:03;V;;;;;;
B;013;309557;13;20060801 01:03;;;19;LIKELY ST;FORSTER;2428;594.4;M;20060526;20060707;285000;A;R;RESIDENCE;;AG;;0;AC455033;
C;013;309557;13;20060801 01:03;10/30311;
D;013;309557;13;20060801 01:03;P;;;;;;
D;013;309557;13;20060801 01:03;P;;;;;;
D;013;309557;13;20060801 01:03;P;;;;;;
D;013;309557;13;20060801 01:03;V;;;;;;
B;013;317972;14;20060801 01:03;;;13;WANGAREE ST;COOMBA PARK;2428;557.48;M;20060625;20060629;56000;Z;3;;;DA;;0;AC456818;
C;013;317972;14;20060801 01:03;36/222755;
D;013;317972;14;20060801 01:03;P;;;;;;
D;013;317972;14;20060801 01:03;P;;;;;;
D;013;317972;14;20060801 01:03;V;;;;;;
D;013;317972;14;20060801 01:03;V;;;;;;
B;013;318030;15;20060801 01:03;;;35;WARRALONG ST;COOMBA PARK;2428;557.48;M;20060531;20060712;90000;Z;V;VACANT LAND;;DD;;0;AC455469;
C;013;318030;15;20060801 01:03;239/216499;
D;013;318030;15;20060801 01:03;P;;;;;;
D;013;318030;15;20060801 01:03;P;;;;;;
D;013;318030;15;20060801 01:03;V;;;;;;
D;013;318030;15;20060801 01:03;V;;;;;;
B;013;318066;16;20060801 01:03;;;3;YALLAMBEE ST;COOMBA PARK;2428;557.48;M;20060524;20060621;75000;Z;3;;;DA;;0;AC464044;
C;013;318066;16;20060801 01:03;144/222755;
D;013;318066;16;20060801 01:03;P;;;;;;
D;013;318066;16;20060801 01:03;P;;;;;;
D;013;318066;16;20060801 01:03;P;;;;;;
D;013;318066;16;20060801 01:03;V;;;;;;
B;013;312992;17;20060801 01:03;;;41;COWPER ST;STROUD;2425;1517;M;20060218;20060327;161000;Z;R;RESIDENCE;;ZD;;0;AC448512;
C;013;312992;17;20060801 01:03;1/112717;
D;013;312992;17;20060801 01:03;P;;;;;;
D;013;312992;17;20060801 01:03;P;;;;;;
D;013;312992;17;20060801 01:03;V;;;;;;
B;013;315798;18;20060801 01:03;;;24;SOUTH ST;TUNCURRY;2428;505.9;M;20060505;20060630;240000;A;R;RESIDENCE;;AA;;0;AC464848;
C;013;315798;18;20060801 01:03;5/21935;
D;013;315798;18;20060801 01:03;P;;;;;;
D;013;315798;18;20060801 01:03;P;;;;;;
D;013;315798;18;20060801 01:03;V;;;;;;
D;013;315798;18;20060801 01:03;V;;;;;;
B;013;313241;19;20060801 01:03;;3;8;BAHAMA PL;TUNCURRY;2428;;;20060615;20060703;290000;;R;RESIDENCE;3;;XA;0;AC449200;
C;013;313241;19;20060801 01:03;3/SP62966;
D;013;313241;19;20060801 01:03;P;;;;;;
D;013;313241;19;20060801 01:03;V;;;;;;
D;013;313241;19;20060801 01:03;V;;;;;;
B;013;313265;20;20060801 01:03;;1;9;BAIRD ST;TUNCURRY;2428;;;20050716;20060706;80000;;R;RESIDENCE;1;;;33;AC453286;
C;013;313265;20;20060801 01:03;1/SP8351;
D;013;313265;20;20060801 01:03;P;;;;;;
D;013;313265;20;20060801 01:03;P;;;;;;
D;013;313265;20;20060801 01:03;P;;;;;;
D;013;313265;20;20060801 01:03;P;;;;;;
D;013;313265;20;20060801 01:03;V;;;;;;
D;013;313265;20;20060801 01:03;V;;;;;;
D;013;313265;20;20060801 01:03;V;;;;;;
B;013;318605;21;20060801 01:03;;3;5;BEACH RD;HAWKS NEST;2324;;;20060518;20060622;365000;;R;RESIDENCE;3;;XA;0;AC446155;
C;013;318605;21;20060801 01:03;3/SP46669;
D;013;318605;21;20060801 01:03;P;;;;;;
D;013;318605;21;20060801 01:03;P;;;;;;
D;013;318605;21;20060801 01:03;V;;;;;;
D;013;318605;21;20060801 01:03;V;;;;;;
B;013;318654;22;20060801 01:03;;;17;BENNETT ST;HAWKS NEST;2324;580.64;M;20060511;20060622;600000;A;R;RESIDENCE;;CB;;0;AC473719;
C;013;318654;22;20060801 01:03;40/18915;
D;013;318654;22;20060801 01:03;P;;;;;;
D;013;318654;22;20060801 01:03;V;;;;;;
D;013;318654;22;20060801 01:03;V;;;;;;
B;013;2834853;23;20060801 01:03;;;;WOODLANDS RD;NABIAC;2312;55.12;H;20060511;20060630;135000;R;V;VACANT LAND;;QS;;0;AC445693;
C;013;2834853;23;20060801 01:03;21/855601 Enclosure Permit 53655;
D;013;2834853;23;20060801 01:03;P;;;;;;
D;013;2834853;23;20060801 01:03;V;;;;;;
D;013;2834853;23;20060801 01:03;V;;;;;;
D;013;2834853;23;20060801 01:03;V;;;;;;
B;013;3051607;24;20060801 01:03;;;;TIPTON PL;FAILFORD;2430;2.555;H;20060511;20060615;260000;R;V;VACANT LAND;;TR;;0;AC449723;
C;013;3051607;24;20060801 01:03;8/270357;
D;013;3051607;24;20060801 01:03;P;;;;;;
D;013;3051607;24;20060801 01:03;P;;;;;;
D;013;3051607;24;20060801 01:03;V;;;;;;
D;013;3051607;24;20060801 01:03;V;;;;;;
B;013;3175518;25;20060801 01:03;;;76;NEWMAN AVE;BLUEYS BEACH;2428;543.8;M;20060525;20060712;2450000;Z;R;RESIDENCE;;DX;;0;AC451835;
C;013;3175518;25;20060801 01:03;4/A/21465;
D;013;3175518;25;20060801 01:03;P;;;;;;
D;013;3175518;25;20060801 01:03;P;;;;;;
D;013;3175518;25;20060801 01:03;V;;;;;;
B;013;3162975;26;20060801 01:03;;2;20;GREENVIEW CL;FORSTER;2428;;;20060530;20060628;390000;;R;RESIDENCE;2;;;0;AC455487;
C;013;3162975;26;20060801 01:03;2/SP74700;
D;013;3162975;26;20060801 01:03;P;;;;;;
D;013;3162975;26;20060801 01:03;V;;;;;;
D;013;3162975;26;20060801 01:03;V;;;;;;
D;013;3162975;26;20060801 01:03;V;;;;;;
B;013;325887;27;20060801 01:03;;;12;COWPER ST;NABIAC;2312;2023;M;20060523;20060707;485000;A;R;RESIDENCE;;AS;;0;AC465362;
C;013;325887;27;20060801 01:03;6/12/758747;
D;013;325887;27;20060801 01:03;P;;;;;;
D;013;325887;27;20060801 01:03;P;;;;;;
D;013;325887;27;20060801 01:03;V;;;;;;
