A;231;20061016 01:12;VALNET;
B;231;2608403;1;20061016 01:12;;;82;UNGARIE RD;WEST WYALONG;2671;5.21;H;20060821;20060920;380000;R;R;RESIDENCE;;WS;;0;AC627721;
C;231;2608403;1;20061016 01:12;604/753135 Perpetual Lease 91218;
D;231;2608403;1;20061016 01:12;P;;;;;;
D;231;2608403;1;20061016 01:12;V;;;;;;
D;231;2608403;1;20061016 01:12;V;;;;;;
B;231;3103959;2;20061016 01:12;;;9;STURT ST;WEST WYALONG;2671;9029;M;20060705;20060802;600000;Z;R;RESIDENCE;;AA;;0;AC618016;
C;231;3103959;2;20061016 01:12;1/247622 383, 1320/753135;
D;231;3103959;2;20061016 01:12;P;;;;;;
D;231;3103959;2;20061016 01:12;V;;;;;;
B;231;3181494;3;20061016 01:12;;;8;BROAD LANE;WEST WYALONG;2671;704;M;20060822;20060920;260000;Z;R;RESIDENCE;;AA;;0;AC627355;
C;231;3181494;3;20061016 01:12;2/1082844;
D;231;3181494;3;20061016 01:12;P;;;;;;
D;231;3181494;3;20061016 01:12;P;;;;;;
D;231;3181494;3;20061016 01:12;V;;;;;;
B;231;2994623;4;20061016 01:12;;;111;NEELD ST;WYALONG;2671;1012;M;20060815;20060912;45000;Z;V;VACANT LAND;;AB;;0;AC627258;
C;231;2994623;4;20061016 01:12;15/49/759123;
D;231;2994623;4;20061016 01:12;P;;;;;;
D;231;2994623;4;20061016 01:12;V;;;;;;
D;231;2994623;4;20061016 01:12;V;;;;;;
Z;21;4;4;11;
