A;149;20060716 01:36;VALNET;
B;149;2865785;1;20060716 01:36;;;641;TYRINGHAM RD;NORTH DORRIGO;2453;3135;M;20060526;20060623;282500;R;R;RESIDENCE;;RG;;0;AC423541;
C;149;2865785;1;20060716 01:36;12/870215;
D;149;2865785;1;20060716 01:36;P;;;;;;
D;149;2865785;1;20060716 01:36;P;;;;;;
D;149;2865785;1;20060716 01:36;V;;;;;;
D;149;2865785;1;20060716 01:36;V;;;;;;
B;149;1661895;2;20060716 01:36;;;34;YELLOW ROCK RD;URUNGA;2455;809.4;M;20060518;20060622;260000;R;R;RESIDENCE;;AJ;;0;AC421216;
C;149;1661895;2;20060716 01:36;8/8131;
D;149;1661895;2;20060716 01:36;P;;;;;;
D;149;1661895;2;20060716 01:36;P;;;;;;
D;149;1661895;2;20060716 01:36;V;;;;;;
B;149;1659499;3;20060716 01:36;;;72;KURRAJONG ST;DORRIGO;2453;1144;M;20060516;20060616;185000;Z;R;RESIDENCE;;ZA;;0;AC410134;
C;149;1659499;3;20060716 01:36;9/9700;
D;149;1659499;3;20060716 01:36;P;;;;;;
D;149;1659499;3;20060716 01:36;P;;;;;;
D;149;1659499;3;20060716 01:36;V;;;;;;
B;149;1659967;4;20060716 01:36;;;167;FERNBROOK RD;FERNBROOK;2453;65.559;H;20060418;20060613;540000;R;3;FARM;;RC;;0;AC414259;
C;149;1659967;4;20060716 01:36;89/752823;
D;149;1659967;4;20060716 01:36;P;;;;;;
D;149;1659967;4;20060716 01:36;P;;;;;;
D;149;1659967;4;20060716 01:36;V;;;;;;
D;149;1659967;4;20060716 01:36;V;;;;;;
B;149;1663201;5;20060716 01:36;;;40;OLD BRIERFIELD RD;MARX HILL;2454;2;H;20060523;20060627;500000;R;R;RESIDENCE;;RN;;0;AC429921;
C;149;1663201;5;20060716 01:36;56/816169;
D;149;1663201;5;20060716 01:36;P;;;;;;
D;149;1663201;5;20060716 01:36;P;;;;;;
D;149;1663201;5;20060716 01:36;V;;;;;;
D;149;1663201;5;20060716 01:36;V;;;;;;
B;149;1660957;6;20060716 01:36;;;8;HILLSIDE DR;URUNGA;2455;674.6;M;20060515;20060607;275000;A;R;RESIDENCE;;AF;;0;AC421716;
C;149;1660957;6;20060716 01:36;6/245486;
D;149;1660957;6;20060716 01:36;P;;;;;;
D;149;1660957;6;20060716 01:36;P;;;;;;
D;149;1660957;6;20060716 01:36;V;;;;;;
B;149;1661471;7;20060716 01:36;;;8162;PACIFIC HWY;URUNGA SOUTH;2455;4.103;H;20060512;20060623;400000;A;R;RESIDENCE;;AF;;0;AC429191;
C;149;1661471;7;20060716 01:36;4/513358;
D;149;1661471;7;20060716 01:36;P;;;;;;
D;149;1661471;7;20060716 01:36;P;;;;;;
D;149;1661471;7;20060716 01:36;V;;;;;;
B;149;3197741;8;20060716 01:36;;;;PACIFIC HWY;RALEIGH;2454;266.3;M;20060314;20060503;7900;Z;V;VACANT LAND;;AL;;0;AC435012;
C;149;3197741;8;20060716 01:36;1/1084460;
D;149;3197741;8;20060716 01:36;P;;;;;;
D;149;3197741;8;20060716 01:36;P;;;;;;
D;149;3197741;8;20060716 01:36;V;;;;;;
Z;45;8;8;27;
