A;144;20050701 10:59;PDANN;
B;144;1559541;1;20050701 10:59;;;105;AKUNA AVE;BANGOR;2234;632.4;M;20050429;20050610;520000;A;R;RESIDENCE;;RC;;0;AB554880;
C;144;1559541;1;20050701 10:59;26/252767;
D;144;1559541;1;20050701 10:59;P;;;;;;
D;144;1559541;1;20050701 10:59;P;;;;;;
D;144;1559541;1;20050701 10:59;V;;;;;;
D;144;1559541;1;20050701 10:59;V;;;;;;
B;144;1560174;2;20050701 10:59;;37;2;SCHOFIELD PL;MENAI;2234;;;20050428;20050609;387000;;R;RESIDENCE;5;;;0;AB558309;
C;144;1560174;2;20050701 10:59;5/SP53805;
D;144;1560174;2;20050701 10:59;P;;;;;;
D;144;1560174;2;20050701 10:59;P;;;;;;
D;144;1560174;2;20050701 10:59;V;;;;;;
B;144;1560654;3;20050701 10:59;;;4;ANIMBO ST;MIRANDA;2228;695.6;M;20050408;20050531;665000;A;R;RESIDENCE;;AD;;0;AB549096;
C;144;1560654;3;20050701 10:59;12/35762;
D;144;1560654;3;20050701 10:59;P;;;;;;
D;144;1560654;3;20050701 10:59;P;;;;;;
D;144;1560654;3;20050701 10:59;V;;;;;;
B;144;1561107;4;20050701 10:59;;;109;ARCADIA AVE;GYMEA BAY;2227;2890;M;20050402;20050526;450000;A;R;RESIDENCE;;GB;;0;AB538074;
C;144;1561107;4;20050701 10:59;141A/19127;
D;144;1561107;4;20050701 10:59;P;;;;;;
D;144;1561107;4;20050701 10:59;V;;;;;;
D;144;1561107;4;20050701 10:59;V;;;;;;
B;144;1561293;5;20050701 10:59;;;22;ARNOLD PL;MENAI;2234;314.5;M;20050429;20050610;470000;A;R;RESIDENCE;;RB;;0;AB554615;
C;144;1561293;5;20050701 10:59;34/880705;
D;144;1561293;5;20050701 10:59;P;;;;;;
D;144;1561293;5;20050701 10:59;P;;;;;;
D;144;1561293;5;20050701 10:59;V;;;;;;
D;144;1561293;5;20050701 10:59;V;;;;;;
B;144;1561342;6;20050701 10:59;;4;13;ARTHUR AVE;CRONULLA;2230;;;20050304;20050527;810000;;R;RESIDENCE;4;;;0;AB540655;
C;144;1561342;6;20050701 10:59;4/SP22228;
D;144;1561342;6;20050701 10:59;P;;;;;;
D;144;1561342;6;20050701 10:59;P;;;;;;
D;144;1561342;6;20050701 10:59;V;;;;;;
D;144;1561342;6;20050701 10:59;V;;;;;;
B;144;1561537;7;20050701 10:59;;;6;ATHERTON RD;ENGADINE;2233;556.4;M;20050404;20050520;550000;A;R;RESIDENCE;;EN;;0;AB546547;
C;144;1561537;7;20050701 10:59;14/240039;
D;144;1561537;7;20050701 10:59;P;;;;;;
D;144;1561537;7;20050701 10:59;P;;;;;;
D;144;1561537;7;20050701 10:59;V;;;;;;
D;144;1561537;7;20050701 10:59;V;;;;;;
B;144;1562627;8;20050701 10:59;;;10;BADTO AVE;GYMEA;2227;682.9;M;20050415;20050520;526950;A;R;RESIDENCE;;AE;;0;AB533292;
C;144;1562627;8;20050701 10:59;13/406985;
D;144;1562627;8;20050701 10:59;P;;;;;;
D;144;1562627;8;20050701 10:59;V;;;;;;
B;144;1563623;9;20050701 10:59;;;24;BARCOO ISLAND;SYLVANIA WATERS;2224;676.6;M;20050320;20050614;1800000;A;R;RESIDENCE;;SY;;0;AB561807;
C;144;1563623;9;20050701 10:59;604/237274;
D;144;1563623;9;20050701 10:59;P;;;;;;
D;144;1563623;9;20050701 10:59;P;;;;;;
D;144;1563623;9;20050701 10:59;V;;;;;;
D;144;1563623;9;20050701 10:59;V;;;;;;
B;144;1564043;10;20050701 10:59;;;36;BATES DR;KAREELA;2232;594.4;M;20050309;20050603;565000;A;R;RESIDENCE;;KM;;0;AB556866;
C;144;1564043;10;20050701 10:59;3/225304;
D;144;1564043;10;20050701 10:59;P;;;;;;
D;144;1564043;10;20050701 10:59;P;;;;;;
D;144;1564043;10;20050701 10:59;V;;;;;;
D;144;1564043;10;20050701 10:59;V;;;;;;
B;144;1564059;11;20050701 10:59;;;6;BATES DR;KAREELA;2232;556.4;M;20050411;20050524;442500;A;R;RESIDENCE;;KM;;0;AB542581;
C;144;1564059;11;20050701 10:59;12/230398;
D;144;1564059;11;20050701 10:59;P;;;;;;
