A;057;20050901 09:40;PDANN;
B;057;521262;1;20050901 09:40;;;262;ALBERT ST;DENILIQUIN;2710;916.9;M;20050506;20050623;134000;A;R;RESIDENCE;;RN;;0;AB716796;
C;057;521262;1;20050901 09:40;5/52/758782 Suburban Holding 1962/19;
D;057;521262;1;20050901 09:40;P;;;;;;
D;057;521262;1;20050901 09:40;V;;;;;;
B;057;521748;2;20050901 09:40;AROONA;;20;COOINDA LANE;DENILIQUIN;2710;3.219;H;20041208;20041221;290000;R;R;RESIDENCE;;HC;;0;AB702189;
C;057;521748;2;20050901 09:40;20/258108;
D;057;521748;2;20050901 09:40;P;;;;;;
D;057;521748;2;20050901 09:40;P;;;;;;
D;057;521748;2;20050901 09:40;V;;;;;;
D;057;521748;2;20050901 09:40;V;;;;;;
B;057;522119;3;20050901 09:40;;;5;DAVIES CT;DENILIQUIN;2710;651.2;M;20050528;20050729;48500;A;R;RESIDENCE;;RD;;0;AB671241;
C;057;522119;3;20050901 09:40;65/243660;
D;057;522119;3;20050901 09:40;P;;;;;;
D;057;522119;3;20050901 09:40;V;;;;;;
B;057;522506;4;20050901 09:40;;;459;GEORGE ST;DENILIQUIN;2710;1012;M;20050430;20050614;150000;A;R;RESIDENCE;;AA;;0;AB716922;
C;057;522506;4;20050901 09:40;12/5/758913;
D;057;522506;4;20050901 09:40;P;;;;;;
D;057;522506;4;20050901 09:40;V;;;;;;
D;057;522506;4;20050901 09:40;V;;;;;;
B;057;522675;5;20050901 09:40;;;437;HARFLEUR ST;DENILIQUIN;2710;1619;M;20050526;20050728;360000;A;V;VACANT LAND;;AB;;0;AB686199;
C;057;522675;5;20050901 09:40;5, 6/239542;
D;057;522675;5;20050901 09:40;P;;;;;;
D;057;522675;5;20050901 09:40;P;;;;;;
D;057;522675;5;20050901 09:40;V;;;;;;
B;057;522778;6;20050901 09:40;;;270;HARFLEUR ST;DENILIQUIN;2710;901.2;M;20050609;20050721;70000;A;R;RESIDENCE;;AB;;0;AB710469;
C;057;522778;6;20050901 09:40;B/160688;
D;057;522778;6;20050901 09:40;P;;;;;;
D;057;522778;6;20050901 09:40;P;;;;;;
D;057;522778;6;20050901 09:40;V;;;;;;
B;057;522917;7;20050901 09:40;;;243;HENRY ST;DENILIQUIN;2710;910.5;M;20050413;20050527;125000;A;R;RESIDENCE;;AB;;0;AB705908;
C;057;522917;7;20050901 09:40;5/27181;
D;057;522917;7;20050901 09:40;P;;;;;;
D;057;522917;7;20050901 09:40;P;;;;;;
D;057;522917;7;20050901 09:40;V;;;;;;
D;057;522917;7;20050901 09:40;V;;;;;;
B;057;523165;8;20050901 09:40;;;159;HETHERINGTON ST;DENILIQUIN;2710;2.428;H;20050621;20050802;335000;R;R;RESIDENCE;;HC;;0;AB691554;
C;057;523165;8;20050901 09:40;164/756325;
D;057;523165;8;20050901 09:40;P;;;;;;
D;057;523165;8;20050901 09:40;P;;;;;;
D;057;523165;8;20050901 09:40;V;;;;;;
B;057;523235;9;20050901 09:40;;;122;HUGHES ST;DENILIQUIN;2710;626;M;20050629;20050729;88500;A;R;RESIDENCE;;AB;AC;0;AB690933;
C;057;523235;9;20050901 09:40;36/235968;
D;057;523235;9;20050901 09:40;P;;;;;;
D;057;523235;9;20050901 09:40;V;;;;;;
D;057;523235;9;20050901 09:40;V;;;;;;
B;057;523318;10;20050901 09:40;;;16;JOHNSTON CRES;DENILIQUIN;2710;682.5;M;20050524;20050712;165000;A;R;RESIDENCE;;RD;;0;AB706094;
C;057;523318;10;20050901 09:40;37/258818;
D;057;523318;10;20050901 09:40;P;;;;;;
D;057;523318;10;20050901 09:40;P;;;;;;
D;057;523318;10;20050901 09:40;V;;;;;;
B;057;523641;11;20050901 09:40;;;;MILLS DR;DENILIQUIN;2710;2.013;H;20050701;20050809;44500;R;V;VACANT LAND;;HR;;0;AB714901;
C;057;523641;11;20050901 09:40;9/800792;
D;057;523641;11;20050901 09:40;P;;;;;;
D;057;523641;11;20050901 09:40;P;;;;;;
D;057;523641;11;20050901 09:40;V;;;;;;
D;057;523641;11;20050901 09:40;V;;;;;;
B;057;524712;12;20050901 09:40;;;56;WELLINGTON ST;DENILIQUIN;2710;701.9;M;20050412;20050708;236000;A;3;SHOP;;BF;;0;AB687542;
C;057;524712;12;20050901 09:40;1/800851;
D;057;524712;12;20050901 09:40;P;;;;;;
D;057;524712;12;20050901 09:40;P;;;;;;
D;057;524712;12;20050901 09:40;V;;;;;;
B;057;524880;13;20050901 09:40;;;427;WOOD ST;DENILIQUIN;2710;365.4;M;20050629;20050810;140000;A;R;RESIDENCE;;AB;;0;AB703440;
C;057;524880;13;20050901 09:40;6/285010;
D;057;524880;13;20050901 09:40;P;;;;;;
D;057;524880;13;20050901 09:40;V;;;;;;
Z;67;13;13;39;
