A;239;20110926 05:36;VALNET;
B;239;3235447;1;20110926 05:36;PUTHAWARRIE;;;KIDMAN WAY;BOURKE;2840;4129.9;H;20110304;20110401;100000;R;3;FARM;;RR;;0;AG212903;
C;239;3235447;1;20110926 05:36;1/751927 2/751956 6051/768908 Western Land Lease 1555;
D;239;3235447;1;20110926 05:36;P;;;;;;
D;239;3235447;1;20110926 05:36;P;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
D;239;3235447;1;20110926 05:36;V;;;;;;
Z;13;1;1;9;
