A;238;20110725 02:36;VALNET;
B;238;3591542;1;20110725 02:36;;;PART NARRA;-;COONAMBLE;2829;994.34;H;20110511;20110622;2456990;;V;VACANT LAND;;;;0;AG333900;
C;238;3591542;1;20110725 02:36;A, B/100418 36, 38, 47/754234;
D;238;3591542;1;20110725 02:36;P;;;;;;
D;238;3591542;1;20110725 02:36;V;;;;;;
D;238;3591542;1;20110725 02:36;V;;;;;;
B;238;3212555;2;20110725 02:36;GADGERIE;;;;COONAMBLE;2829;863.67;H;20110518;20110629;1400000;R;3;FARM;;MC;;0;AG357435;
C;238;3212555;2;20110725 02:36;26, 28/754261;
D;238;3212555;2;20110725 02:36;P;;;;;;
D;238;3212555;2;20110725 02:36;P;;;;;;
D;238;3212555;2;20110725 02:36;V;;;;;;
D;238;3212555;2;20110725 02:36;V;;;;;;
Z;13;2;2;7;
