A;224;20111017 01:51;VALNET;
B;224;2530474;1;20111017 01:51;;;2;BANNISTER WAY;WERRINGTON COUNTY;2747;866.2;M;20110730;20110920;422000;A;R;RESIDENCE;;GU;;0;AG534483;
C;224;2530474;1;20111017 01:51;849/255304;
D;224;2530474;1;20111017 01:51;P;;;;;;
D;224;2530474;1;20111017 01:51;V;;;;;;
B;224;2530666;2;20111017 01:51;;22;16;BARKER ST;ST MARYS;2760;;;20110814;20110926;269000;;R;RESIDENCE;25;;;0;AG538288;
C;224;2530666;2;20111017 01:51;25/SP65722;
D;224;2530666;2;20111017 01:51;P;;;;;;
D;224;2530666;2;20111017 01:51;P;;;;;;
D;224;2530666;2;20111017 01:51;V;;;;;;
D;224;2530666;2;20111017 01:51;V;;;;;;
B;224;2936073;3;20111017 01:51;;;6;JACARANDA TCE;GLENMORE PARK;2745;774.2;M;20110720;20110930;830000;A;R;RESIDENCE;;KL;;0;AG542958;
C;224;2936073;3;20111017 01:51;8930/1043708;
D;224;2936073;3;20111017 01:51;P;;;;;;
D;224;2936073;3;20111017 01:51;P;;;;;;
D;224;2936073;3;20111017 01:51;V;;;;;;
D;224;2936073;3;20111017 01:51;V;;;;;;
B;224;2915483;4;20111017 01:51;;3;10;PUTLAND ST;ST MARYS;2760;;;20110816;20110927;240000;;R;RESIDENCE;3;;;0;AG530476;
C;224;2915483;4;20111017 01:51;3/SP67979;
D;224;2915483;4;20111017 01:51;P;;;;;;
D;224;2915483;4;20111017 01:51;P;;;;;;
D;224;2915483;4;20111017 01:51;V;;;;;;
B;224;3432519;5;20111017 01:51;;;93;MOUNT VERNON RD;MOUNT VERNON;2178;1.005;H;20110406;20110922;880000;E4;R;RESIDENCE;;EMV;;0;AG527612;
C;224;3432519;5;20111017 01:51;891/1134951;
D;224;3432519;5;20111017 01:51;P;;;;;;
D;224;3432519;5;20111017 01:51;V;;;;;;
B;224;3473351;6;20111017 01:51;;;36;MULGOA RD;REGENTVILLE;2745;1393;M;20110607;20110909;3200000;A;3;SERVICE STATI;;AZ;;0;AG540920;
C;224;3473351;6;20111017 01:51;24/1140727;
D;224;3473351;6;20111017 01:51;P;;;;;;
D;224;3473351;6;20111017 01:51;V;;;;;;
D;224;3473351;6;20111017 01:51;V;;;;;;
B;224;3472457;7;20111017 01:51;;;29;BLACKWOOD ST;CLAREMONT MEADOWS;2747;267.1;M;20110929;20110930;1050000;A;V;VACANT LAND;;AM;;0;AG533437;
C;224;3472457;7;20111017 01:51;108/1131554;
D;224;3472457;7;20111017 01:51;P;;;;;;
D;224;3472457;7;20111017 01:51;V;;;;;;
