A;085;20110829 02:27;VALNET;
B;085;732880;1;20110829 02:27;;;9;ROSLYN ST;LANE COVE NORTH;2066;583.7;M;20110526;20110818;1100000;R2;R;RESIDENCE;;RAG;;0;AG452227;
C;085;732880;1;20110829 02:27;102/1065084;
D;085;732880;1;20110829 02:27;P;;;;;;
D;085;732880;1;20110829 02:27;V;;;;;;
B;085;730610;2;20110829 02:27;;;67;NORTHWOOD RD;NORTHWOOD;2066;606.2;M;20110624;20110805;1905000;R2;3;HOUSE;;RAC;;0;AG448196;
C;085;730610;2;20110829 02:27;A/308292;
D;085;730610;2;20110829 02:27;P;;;;;;
D;085;730610;2;20110829 02:27;V;;;;;;
D;085;730610;2;20110829 02:27;V;;;;;;
B;085;731186;3;20110829 02:27;;7;446;PACIFIC HWY;LANE COVE NORTH;2066;;;20110701;20110812;440000;;R;RESIDENCE;7;;;0;AG441091;
C;085;731186;3;20110829 02:27;7/SP14846;
D;085;731186;3;20110829 02:27;P;;;;;;
D;085;731186;3;20110829 02:27;P;;;;;;
D;085;731186;3;20110829 02:27;V;;;;;;
B;085;2830910;4;20110829 02:27;;4;91;LONGUEVILLE RD;LANE COVE;2066;;;20091009;20110708;560000;;3;SHOP;4;;;0;AG363823;
C;085;2830910;4;20110829 02:27;4/SP66609;
D;085;2830910;4;20110829 02:27;P;;;;;;
D;085;2830910;4;20110829 02:27;P;;;;;;
D;085;2830910;4;20110829 02:27;V;;;;;;
B;085;3499573;5;20110829 02:27;;101;27;MARS RD;LANE COVE WEST;2066;;;20110412;20110727;439500;;3;INDUSTRIAL;9;;;0;AG414877;
C;085;3499573;5;20110829 02:27;9/SP83285;
D;085;3499573;5;20110829 02:27;P;;;;;;
D;085;3499573;5;20110829 02:27;V;;;;;;
B;085;720910;6;20110829 02:27;;;11;BERRY RD;ST LEONARDS;2065;436.5;M;20110618;20110818;1200000;R2;R;RESIDENCE;;RAK;;0;AG447419;
C;085;720910;6;20110829 02:27;11/3/111237;
D;085;720910;6;20110829 02:27;P;;;;;;
D;085;720910;6;20110829 02:27;P;;;;;;
D;085;720910;6;20110829 02:27;V;;;;;;
B;085;720731;7;20110829 02:27;;;12;BARWON RD;LANE COVE WEST;2066;588.5;M;20110528;20110812;1125500;R2;R;RESIDENCE;;RAL;;0;AG442010;
C;085;720731;7;20110829 02:27;54/14706;
D;085;720731;7;20110829 02:27;P;;;;;;
D;085;720731;7;20110829 02:27;P;;;;;;
D;085;720731;7;20110829 02:27;V;;;;;;
B;085;723755;8;20110829 02:27;;;1;COOLABAH AVE;GREENWICH;2065;663.9;M;20110701;20110812;1470000;R2;3;HOUSE;;RAH;;0;AG440327;
C;085;723755;8;20110829 02:27;5/18315;
D;085;723755;8;20110829 02:27;P;;;;;;
D;085;723755;8;20110829 02:27;P;;;;;;
D;085;723755;8;20110829 02:27;V;;;;;;
B;085;727133;9;20110829 02:27;;;17;KALLAROO RD;RIVERVIEW;2066;569.1;M;20110604;20110718;1203000;R2;R;RESIDENCE;;RAB;;0;AG434378;
C;085;727133;9;20110829 02:27;B/444725;
D;085;727133;9;20110829 02:27;P;;;;;;
D;085;727133;9;20110829 02:27;P;;;;;;
D;085;727133;9;20110829 02:27;V;;;;;;
D;085;727133;9;20110829 02:27;V;;;;;;
B;085;729784;10;20110829 02:27;;;474;MOWBRAY RD;LANE COVE NORTH;2066;626;M;20110712;20110812;901000;R2;R;RESIDENCE;;RAG;;0;AG442025;
C;085;729784;10;20110829 02:27;3/407994;
D;085;729784;10;20110829 02:27;P;;;;;;
D;085;729784;10;20110829 02:27;V;;;;;;
D;085;729784;10;20110829 02:27;V;;;;;;
B;085;2831005;11;20110829 02:27;;;78 A;CULLEN ST;LANE COVE WEST;2066;697.1;M;20110704;20110815;1210000;R2;R;RESIDENCE;;RAL;;0;AG445853;
C;085;2831005;11;20110829 02:27;12/1028571;
D;085;2831005;11;20110829 02:27;P;;;;;;
D;085;2831005;11;20110829 02:27;P;;;;;;
D;085;2831005;11;20110829 02:27;V;;;;;;
Z;56;11;11;32;
