A;247;20111121 05:03;VALNET;
B;247;3315701;1;20111121 05:03;;1;43;NANDEWAR ST;NARRABRI;2390;;;20110908;20111025;235000;;3;UNIT;5;;;0;AG584690;
C;247;3315701;1;20111121 05:03;5/SP83440;
D;247;3315701;1;20111121 05:03;P;;;;;;
D;247;3315701;1;20111121 05:03;V;;;;;;
B;247;2656327;2;20111121 05:03;UPLANDS;;1587;DELWOOD RD;BOGGABRI;2382;754.6;H;20110628;20110817;1907775;R;3;FARM;;SS;;0;AG605321;
C;247;2656327;2;20111121 05:03;C, D/188173 4, 15, 16, 35, 37, 38/755528;
D;247;2656327;2;20111121 05:03;P;;;;;;
D;247;2656327;2;20111121 05:03;P;;;;;;
D;247;2656327;2;20111121 05:03;V;;;;;;
B;247;2656862;3;20111121 05:03;;;3;COWPER ST;WEE WAA;2388;1012;M;20110928;20111026;175000;A;R;RESIDENCE;;AW;;0;AG605432;
C;247;2656862;3;20111121 05:03;2/14/759063;
D;247;2656862;3;20111121 05:03;P;;;;;;
D;247;2656862;3;20111121 05:03;P;;;;;;
D;247;2656862;3;20111121 05:03;V;;;;;;
B;247;2657317;4;20111121 05:03;;;1;SHORT ST;WEE WAA;2388;1783;M;20110923;20111021;210000;A;R;RESIDENCE;;AW;;0;AG617530;
C;247;2657317;4;20111121 05:03;1/195739;
D;247;2657317;4;20111121 05:03;P;;;;;;
D;247;2657317;4;20111121 05:03;P;;;;;;
D;247;2657317;4;20111121 05:03;V;;;;;;
B;247;3276089;5;20111121 05:03;;;12;ISABELLA CL;NARRABRI;2390;1282;M;20110916;20111028;120000;A;V;VACANT LAND;;NJ;;0;AG612605;
C;247;3276089;5;20111121 05:03;22/1102926;
D;247;3276089;5;20111121 05:03;P;;;;;;
D;247;3276089;5;20111121 05:03;P;;;;;;
D;247;3276089;5;20111121 05:03;V;;;;;;
B;247;3344969;6;20111121 05:03;;;310;JACKS CREEK RD;NARRABRI;2390;2;H;20110927;20111018;110000;R;V;VACANT LAND;;RR;;0;AG608590;
C;247;3344969;6;20111121 05:03;2/1118459;
D;247;3344969;6;20111121 05:03;P;;;;;;
D;247;3344969;6;20111121 05:03;P;;;;;;
D;247;3344969;6;20111121 05:03;V;;;;;;
D;247;3344969;6;20111121 05:03;V;;;;;;
Z;32;6;6;18;
