A;608;20111128 01:56;VALNET;
B;608;1202144;1;20111128 01:56;;;28;CARLINGFORD ST;BATHURST;2795;543.8;M;20111025;20111025;10000;R;V;VACANT LAND;;RA;;0;AG601877;
C;608;1202144;1;20111128 01:56;1/732767;
D;608;1202144;1;20111128 01:56;P;;;;;;
D;608;1202144;1;20111128 01:56;P;;;;;;
D;608;1202144;1;20111128 01:56;P;;;;;;
D;608;1202144;1;20111128 01:56;V;;;;;;
D;608;1202144;1;20111128 01:56;V;;;;;;
D;608;1202144;1;20111128 01:56;V;;;;;;
B;608;1204909;2;20111128 01:56;;;207;HOPE ST;BATHURST;2795;860;M;20110930;20111031;320500;A;R;RESIDENCE;;AC;;0;AG627146;
C;608;1204909;2;20111128 01:56;207/1049401;
D;608;1204909;2;20111128 01:56;P;;;;;;
D;608;1204909;2;20111128 01:56;V;;;;;;
B;608;1210915;3;20111128 01:56;;;10;WEERONGA WAY;KELSO;2795;757.3;M;20110922;20111104;235000;A;R;RESIDENCE;;AK;;0;AG631486;
C;608;1210915;3;20111128 01:56;109/247843;
D;608;1210915;3;20111128 01:56;P;;;;;;
D;608;1210915;3;20111128 01:56;P;;;;;;
D;608;1210915;3;20111128 01:56;V;;;;;;
B;608;1211532;4;20111128 01:56;;;7;ALEXANDER ST;EGLINTON;2795;695.6;M;20110812;20110915;237000;A;R;RESIDENCE;;AT;;0;AG632440;
C;608;1211532;4;20111128 01:56;7/228070;
D;608;1211532;4;20111128 01:56;P;;;;;;
D;608;1211532;4;20111128 01:56;V;;;;;;
B;608;1211813;5;20111128 01:56;;;47;LOGAN ST;EGLINTON;2795;985.9;M;20110927;20111027;287500;A;R;RESIDENCE;;AT;;0;AG638112;
C;608;1211813;5;20111128 01:56;4/582021;
D;608;1211813;5;20111128 01:56;P;;;;;;
D;608;1211813;5;20111128 01:56;V;;;;;;
D;608;1211813;5;20111128 01:56;V;;;;;;
B;608;1206511;6;20111128 01:56;;;4;LORD ST;BATHURST;2795;579.4;M;20110926;20111031;291000;A;R;RESIDENCE;;AC;;0;AG627260;
C;608;1206511;6;20111128 01:56;1/744564;
D;608;1206511;6;20111128 01:56;P;;;;;;
D;608;1206511;6;20111128 01:56;V;;;;;;
D;608;1206511;6;20111128 01:56;V;;;;;;
B;608;1206903;7;20111128 01:56;;;21;MARSDEN LANE;KELSO;2795;760.6;M;20111010;20111117;339000;A;R;RESIDENCE;;AK;;0;AG638216;
C;608;1206903;7;20111128 01:56;6/879461;
D;608;1206903;7;20111128 01:56;P;;;;;;
D;608;1206903;7;20111128 01:56;V;;;;;;
B;608;1212437;8;20111128 01:56;;;55;LANDSEER ST;RAGLAN;2795;891.6;M;20111013;20111117;200000;A;R;RESIDENCE;;AR;;0;AG636846;
C;608;1212437;8;20111128 01:56;1/211254;
D;608;1212437;8;20111128 01:56;P;;;;;;
D;608;1212437;8;20111128 01:56;V;;;;;;
D;608;1212437;8;20111128 01:56;V;;;;;;
B;608;1201885;9;20111128 01:56;;;173;BRILLIANT ST;BATHURST;2795;526.1;M;20111010;20111114;285000;A;R;RESIDENCE;;AH;;0;AG625744;
C;608;1201885;9;20111128 01:56;1/154080;
D;608;1201885;9;20111128 01:56;P;;;;;;
D;608;1201885;9;20111128 01:56;P;;;;;;
D;608;1201885;9;20111128 01:56;V;;;;;;
D;608;1201885;9;20111128 01:56;V;;;;;;
D;608;1201885;9;20111128 01:56;V;;;;;;
B;608;2896487;10;20111128 01:56;;;33;CYPRESS CRES;KELSO;2795;953.2;M;20110909;20111028;367000;A;R;RESIDENCE;;AK;;0;AG627027;
C;608;2896487;10;20111128 01:56;64/1039069;
D;608;2896487;10;20111128 01:56;P;;;;;;
D;608;2896487;10;20111128 01:56;P;;;;;;
D;608;2896487;10;20111128 01:56;V;;;;;;
B;608;2948436;11;20111128 01:56;;;71;ARABELLA PL;ROBIN HILL;2795;1.086;H;20110927;20111101;685000;R;R;RESIDENCE;;RA;;0;AG619082;
C;608;2948436;11;20111128 01:56;51/270167;
D;608;2948436;11;20111128 01:56;P;;;;;;
D;608;2948436;11;20111128 01:56;P;;;;;;
D;608;2948436;11;20111128 01:56;V;;;;;;
D;608;2948436;11;20111128 01:56;V;;;;;;
B;608;1283473;12;20111128 01:56;;;1035;LAGOON RD;THE LAGOON;2795;2.838;H;20110929;20111109;390000;R;R;RESIDENCE;;CA;;0;AG621890;
C;608;1283473;12;20111128 01:56;284/750354;
D;608;1283473;12;20111128 01:56;P;;;;;;
D;608;1283473;12;20111128 01:56;P;;;;;;
D;608;1283473;12;20111128 01:56;V;;;;;;
