A;238;20110718 08:26;VALNET;
B;238;2913651;1;20110718 08:26;;;;WINGADEE;COONAMBLE;2829;29087;H;20110216;20110415;24500000;R;3;FARM;;MD;;0;AG198832;
C;238;2913651;1;20110718 08:26;90/47766 79/47768 1, 2, 3/132558 3, 8/258651 641/592397 42/593186 72/5;
C;238;2913651;1;20110718 08:26;93187 372/593188 383, 384/593189 892/595119 12, 13/597748 10/620540 17;
C;238;2913651;1;20110718 08:26;/657890 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21, 22, 23, 24;
C;238;2913651;1;20110718 08:26;, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, ;
C;238;2913651;1;20110718 08:26;43, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62;
C;238;2913651;1;20110718 08:26;, 63, 64, 65, 66, 67, 68, 69, 70, 71, 81, 82, 83, 84, 85, 86, 87, 88/7;
C;238;2913651;1;20110718 08:26;54185 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 40, 41, 53, 55, 56, 57, ;
C;238;2913651;1;20110718 08:26;58, 66, 67, 68, 70/754187 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1;
C;238;2913651;1;20110718 08:26;4, 15, 17, 18, 22, 23, 24, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46/7541;
C;238;2913651;1;20110718 08:26;94 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, ;
C;238;2913651;1;20110718 08:26;21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38;
C;238;2913651;1;20110718 08:26;, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 52, 53, 54, 55, 56, 57, ;
C;238;2913651;1;20110718 08:26;58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68/754198 1, 5, 6, 7, 16, 17, ;
C;238;2913651;1;20110718 08:26;18, 21, 33, 52, 55, 73, 74, 75, 76, 78/754223 2, 3, 13, 14, 15, 16, 17;
C;238;2913651;1;20110718 08:26;, 18, 23, 24, 25, 26, 27/754254 1, 2, 3, 6, 8, 9, 10, 11, 15, 16, 64, ;
C;238;2913651;1;20110718 08:26;65, 66, 67, 68, 69, 70, 71, PT 72, PT 73, 75, 92, 93, 97, 114/754273 1;
C;238;2913651;1;20110718 08:26;/951361 1, 2/1088603;
D;238;2913651;1;20110718 08:26;P;;;;;;
D;238;2913651;1;20110718 08:26;V;;;;;;
D;238;2913651;1;20110718 08:26;V;;;;;;
B;238;2913652;2;20110718 08:26;;;;PIER PIER;COONAMBLE;2829;25796;H;20110225;20110331;16000000;R;3;FARM;;GA;;0;AG274797;
C;238;2913652;2;20110718 08:26;7002/96350 3/110608 1, 2, 3, 6, 7, 10, 11, 13/113414 1, 2, 3/133362 1,;
C;238;2913652;2;20110718 08:26; 2/137165 2/598487 121/598488 16, 17, 18, 19, 20, 21/724634 32/727124 ;
C;238;2913652;2;20110718 08:26;10, 29/753424 1, 3, 5, 9, 11, 12, 13, 15, 17, 18, 22, 23, 24, 25, 28, ;
C;238;2913652;2;20110718 08:26;31, 33, 40, 42/753453 2, 3, 4, 19, 20, 21, 25, 37/753471 4, 12, 14, 47;
