A;137;20111107 01:49;VALNET;
B;137;1389005;1;20111107 01:49;;20;35;BELMORE ST;BURWOOD;2134;;;20111026;20111026;495000;;R;RESIDENCE;20;;;0;AG585911;
C;137;1389005;1;20111107 01:49;20/SP65744;
D;137;1389005;1;20111107 01:49;P;;;;;;
D;137;1389005;1;20111107 01:49;V;;;;;;
B;137;3077717;2;20111107 01:49;;38;320 A;LIVERPOOL RD;ENFIELD;2136;;;20110908;20111021;450000;;R;RESIDENCE;38;;;0;AG584271;
C;137;3077717;2;20111107 01:49;38/SP72426;
D;137;3077717;2;20111107 01:49;P;;;;;;
D;137;3077717;2;20111107 01:49;P;;;;;;
D;137;3077717;2;20111107 01:49;V;;;;;;
B;137;1389102;3;20111107 01:49;;25;12;BELMORE ST;BURWOOD;2134;;;20110917;20111031;470000;;R;RESIDENCE;25;;;0;AG588339;
C;137;1389102;3;20111107 01:49;25/SP8019;
D;137;1389102;3;20111107 01:49;P;;;;;;
D;137;1389102;3;20111107 01:49;V;;;;;;
B;137;1391619;4;20111107 01:49;;;28;EMU ST;STRATHFIELD;2135;455.29;M;20111004;20111025;800000;A;R;RESIDENCE;;EP;;0;AG586357;
C;137;1391619;4;20111107 01:49;8/10975;
D;137;1391619;4;20111107 01:49;P;;;;;;
D;137;1391619;4;20111107 01:49;V;;;;;;
D;137;1391619;4;20111107 01:49;V;;;;;;
B;137;1394081;5;20111107 01:50;;;107;LUCAS RD;BURWOOD;2134;457;M;20110825;20111014;1170000;A;R;RESIDENCE;;EJ;;0;AG580959;
C;137;1394081;5;20111107 01:50;17/8623;
D;137;1394081;5;20111107 01:50;P;;;;;;
D;137;1394081;5;20111107 01:50;P;;;;;;
D;137;1394081;5;20111107 01:50;V;;;;;;
B;137;1394300;6;20111107 01:50;;19;11;LYONS ST;STRATHFIELD;2135;;;20110912;20111025;500000;;R;RESIDENCE;19;;;0;AG583998;
C;137;1394300;6;20111107 01:50;19/SP14878;
D;137;1394300;6;20111107 01:50;P;;;;;;
D;137;1394300;6;20111107 01:50;P;;;;;;
D;137;1394300;6;20111107 01:50;V;;;;;;
B;137;1392210;7;20111107 01:50;;26;35;GEORGE ST;BURWOOD;2134;;;20110908;20111020;200000;;R;RESIDENCE;26;;;0;AG584497;
C;137;1392210;7;20111107 01:50;26/SP53038;
D;137;1392210;7;20111107 01:50;P;;;;;;
D;137;1392210;7;20111107 01:50;P;;;;;;
D;137;1392210;7;20111107 01:50;V;;;;;;
B;137;1397750;8;20111107 01:50;;12;70;THE BOULEVARDE;STRATHFIELD;2135;;;20111021;20111101;495000;;R;RESIDENCE;12;;;0;AG590759;
C;137;1397750;8;20111107 01:50;12/SP1190;
D;137;1397750;8;20111107 01:50;P;;;;;;
D;137;1397750;8;20111107 01:50;V;;;;;;
B;137;1397750;9;20111107 01:50;;12;70;THE BOULEVARDE;STRATHFIELD;2135;;;20111021;20111101;495000;;R;RESIDENCE;41;;;0;AG590759;
C;137;1397750;9;20111107 01:50;41/SP1190;
D;137;1397750;9;20111107 01:50;P;;;;;;
D;137;1397750;9;20111107 01:50;V;;;;;;
B;137;1398362;10;20111107 01:50;;;33;WARATAH ST;CROYDON PARK;2133;271.9;M;20110819;20111018;670000;A;R;RESIDENCE;;ES;;0;AG577709;
C;137;1398362;10;20111107 01:50;1/120885 1/659504;
D;137;1398362;10;20111107 01:50;P;;;;;;
D;137;1398362;10;20111107 01:50;P;;;;;;
D;137;1398362;10;20111107 01:50;V;;;;;;
D;137;1398362;10;20111107 01:50;V;;;;;;
Z;49;10;10;27;
