A;RTSALEDATA;232;20150202 01:16;VALNET;
B;232;2610930;1;20150202 01:16;;;47;CATHUNDRIL ST;NYNGAN;2825;971.09;M;20141117;20150112;162500;R1;R;RESIDENCE;;AXK;;0;AJ197143;
C;232;2610930;1;20150202 01:16;2/65/758802;
D;232;2610930;1;20150202 01:16;P;;;;;;
D;232;2610930;1;20150202 01:16;P;;;;;;
D;232;2610930;1;20150202 01:16;V;;;;;;
B;232;3256643;2;20150202 01:16;WOODLANDS;;;MITCHELL HWY;NYNGAN;2825;283.8;H;20140429;20141215;140000;RU1;3;FARMLAND;;RTE;;0;AJ178331;
C;232;3256643;2;20150202 01:16;1/1097850 Enclosure Permit 406570;
D;232;3256643;2;20150202 01:16;P;;;;;;
D;232;3256643;2;20150202 01:16;P;;;;;;
D;232;3256643;2;20150202 01:16;V;;;;;;
B;232;3823354;3;20150202 01:16;;;LOTS 1 - 3;PH:COOKANDOON,MULLENGUDGERY &;NYNGAN;2825;30.596;H;20140302;20141107;15128;;V;VACANT LAND;;;;0;AJ175333;
C;232;3823354;3;20150202 01:16;1, 2, 3/1200508;
D;232;3823354;3;20150202 01:16;P;;;;;;
D;232;3823354;3;20150202 01:16;V;;;;;;
Z;16;3;3;8;
