A;RTSALEDATA;140;20150420 01:16;VALNET;
B;140;1460175;1;20150420 01:16;;1;101;BAUMANS RD;PEAKHURST;2210;;;20150216;20150330;650000;;R;RESIDENCE;1;;;0;AJ397328;
C;140;1460175;1;20150420 01:16;1/SP43352;
D;140;1460175;1;20150420 01:16;P;;;;;;
D;140;1460175;1;20150420 01:16;P;;;;;;
D;140;1460175;1;20150420 01:16;V;;;;;;
B;140;1460391;2;20150420 01:16;;;7;BEATTY ST;MORTDALE;2223;394;M;20150219;20150409;920000;R2;R;RESIDENCE;;XJJ;;0;AJ400497;
C;140;1460391;2;20150420 01:16;1/838560;
D;140;1460391;2;20150420 01:16;P;;;;;;
D;140;1460391;2;20150420 01:16;P;;;;;;
D;140;1460391;2;20150420 01:16;V;;;;;;
D;140;1460391;2;20150420 01:16;V;;;;;;
B;140;1465678;3;20150420 01:16;;;35;DONALD ST;HURSTVILLE;2220;649.48;M;20150213;20150327;1740000;R2;R;RESIDENCE;;CAA;;0;AJ397355;
C;140;1465678;3;20150420 01:16;5/8435;
D;140;1465678;3;20150420 01:16;P;;;;;;
D;140;1465678;3;20150420 01:16;P;;;;;;
D;140;1465678;3;20150420 01:16;V;;;;;;
B;140;1461026;4;20150420 01:16;;;40;BLACKBUTT AVE;LUGARNO;2210;1163;M;20150201;20150330;980000;R2;R;RESIDENCE;;LGG;;0;AJ386366;
C;140;1461026;4;20150420 01:16;19/28768;
D;140;1461026;4;20150420 01:16;P;;;;;;
D;140;1461026;4;20150420 01:16;P;;;;;;
D;140;1461026;4;20150420 01:16;V;;;;;;
D;140;1461026;4;20150420 01:16;V;;;;;;
B;140;1466433;5;20150420 01:16;;9;4;EDGBASTON RD;BEVERLY HILLS;2209;;;20150216;20150330;600000;;R;RESIDENCE;9;;;0;AJ386188;
C;140;1466433;5;20150420 01:16;9/SP55006;
D;140;1466433;5;20150420 01:16;P;;;;;;
D;140;1466433;5;20150420 01:16;V;;;;;;
D;140;1466433;5;20150420 01:16;V;;;;;;
B;140;1458888;6;20150420 01:16;;7;83;ARCADIA ST;PENSHURST;2222;;;20141210;20150408;860000;;R;RESIDENCE;7;;;0;AJ396811;
C;140;1458888;6;20150420 01:16;7/SP31825;
D;140;1458888;6;20150420 01:16;P;;;;;;
D;140;1458888;6;20150420 01:16;V;;;;;;
D;140;1458888;6;20150420 01:16;V;;;;;;
B;140;1468899;7;20150420 01:16;;;8;GLENELLA AVE;BEVERLY HILLS;2209;676.6;M;20140814;20150227;800000;R2;R;RESIDENCE;;TCC;;0;AJ395514;
C;140;1468899;7;20150420 01:16;4/28484;
D;140;1468899;7;20150420 01:16;P;;;;;;
D;140;1468899;7;20150420 01:16;V;;;;;;
B;140;1464313;8;20150420 01:16;;;78;CLARENDON RD;PEAKHURST;2210;1182;M;20141008;20150313;1410000;R2;V;VACANT LAND;;XMM;;0;AJ347868;
C;140;1464313;8;20150420 01:16;2/355000;
D;140;1464313;8;20150420 01:16;P;;;;;;
D;140;1464313;8;20150420 01:16;V;;;;;;
B;140;1464376;9;20150420 01:16;;;63;CLARKE ST;PEAKHURST;2210;600.7;M;20150224;20150408;975000;R2;R;RESIDENCE;;XLL;;0;AJ396562;
C;140;1464376;9;20150420 01:16;A/404208;
D;140;1464376;9;20150420 01:16;P;;;;;;
D;140;1464376;9;20150420 01:16;V;;;;;;
B;140;1459079;10;20150420 01:16;;7;11;AUSTRAL ST;PENSHURST;2222;;;20150303;20150331;450000;;R;RESIDENCE;7;;;0;AJ394973;
C;140;1459079;10;20150420 01:16;7/SP22511;
D;140;1459079;10;20150420 01:16;P;;;;;;
D;140;1459079;10;20150420 01:16;V;;;;;;
