A;RTSALEDATA;034;20150601 01:11;VALNET;
B;034;445361;1;20150601 01:11;;;7;STRATOS PL;COOMA;2630;752.4;M;20150408;20150518;420000;R2;R;RESIDENCE;;RC6;;0;AJ512001;
C;034;445361;1;20150601 01:11;144/786841;
D;034;445361;1;20150601 01:11;P;;;;;;
D;034;445361;1;20150601 01:11;P;;;;;;
D;034;445361;1;20150601 01:11;V;;;;;;
D;034;445361;1;20150601 01:11;V;;;;;;
B;034;445415;2;20150601 01:11;;;46;TULONG AVE;COOMA;2630;1024;M;20150223;20150407;372500;R2;R;RESIDENCE;;RC6;;0;AJ406405;
C;034;445415;2;20150601 01:11;67/262244;
D;034;445415;2;20150601 01:11;P;;;;;;
D;034;445415;2;20150601 01:11;V;;;;;;
B;034;442629;3;20150601 01:11;;;6;BALLI PL;COOMA;2630;1171;M;20150327;20150413;305000;R2;R;RESIDENCE;;RC1;;0;AJ436811;
C;034;442629;3;20150601 01:11;3/732042;
D;034;442629;3;20150601 01:11;P;;;;;;
D;034;442629;3;20150601 01:11;V;;;;;;
B;034;443320;4;20150601 01:11;;;30;COMMISSIONER ST;COOMA;2630;904.2;M;20150310;20150421;225000;B4;R;RESIDENCE;;BMU;;0;AJ516092;
C;034;443320;4;20150601 01:11;7/86788;
D;034;443320;4;20150601 01:11;P;;;;;;
D;034;443320;4;20150601 01:11;P;;;;;;
D;034;443320;4;20150601 01:11;P;;;;;;
D;034;443320;4;20150601 01:11;V;;;;;;
D;034;443320;4;20150601 01:11;V;;;;;;
B;034;443834;5;20150601 01:11;;;59;HAWKINS ST;COOMA;2630;1587;M;20150312;20150409;284500;R2;R;RESIDENCE;;RC5;;0;AJ443709;
C;034;443834;5;20150601 01:11;1, 3/32313;
D;034;443834;5;20150601 01:11;P;;;;;;
D;034;443834;5;20150601 01:11;P;;;;;;
D;034;443834;5;20150601 01:11;P;;;;;;
D;034;443834;5;20150601 01:11;V;;;;;;
B;034;443867;6;20150601 01:11;;;9;HILL ST;COOMA;2630;2024;M;20150407;20150519;263500;R2;R;RESIDENCE;;RC4;;0;AJ519380;
C;034;443867;6;20150601 01:11;5/9/758280;
D;034;443867;6;20150601 01:11;P;;;;;;
D;034;443867;6;20150601 01:11;P;;;;;;
D;034;443867;6;20150601 01:11;V;;;;;;
B;034;443915;7;20150601 01:11;;;8;JERRANG AVE;COOMA;2630;607;M;20150310;20150417;235000;R2;R;RESIDENCE;;RC1;;0;AJ452925;
C;034;443915;7;20150601 01:11;697/209288;
D;034;443915;7;20150601 01:11;P;;;;;;
D;034;443915;7;20150601 01:11;V;;;;;;
D;034;443915;7;20150601 01:11;V;;;;;;
B;034;444209;8;20150601 01:11;;;108;MASSIE ST;COOMA;2630;1062;M;20150409;20150521;435000;R2;R;RESIDENCE;;RC4;;0;AJ514287;
C;034;444209;8;20150601 01:11;1/233454;
D;034;444209;8;20150601 01:11;P;;;;;;
D;034;444209;8;20150601 01:11;V;;;;;;
Z;43;8;8;25;
