A;RTSALEDATA;100;20130401 01:05;VALNET;
B;100;2847694;1;20130401 01:05;;;42;STUBBS RD;ALBION PARK;2527;622;M;20130211;20130305;444000;A;R;RESIDENCE;;CD;;0;AH628129;
C;100;2847694;1;20130401 01:05;3720/1030139;
D;100;2847694;1;20130401 01:05;P;;;;;;
D;100;2847694;1;20130401 01:05;V;;;;;;
B;100;3482686;2;20130401 01:05;;;74;WHITTAKER ST;FLINDERS;2529;288.7;M;20130125;20130308;449000;A;R;RESIDENCE;;DJ;;0;AH626381;
C;100;3482686;2;20130401 01:05;16/1143687;
D;100;3482686;2;20130401 01:05;P;;;;;;
D;100;3482686;2;20130401 01:05;P;;;;;;
D;100;3482686;2;20130401 01:05;V;;;;;;
D;100;3482686;2;20130401 01:05;V;;;;;;
B;100;3031841;3;20130401 01:05;;;62;ESPERANCE DR;ALBION PARK;2527;590.3;M;20130226;20130314;495000;A;R;RESIDENCE;;CD;;0;AH622673;
C;100;3031841;3;20130401 01:05;4248/1057886;
D;100;3031841;3;20130401 01:05;P;;;;;;
D;100;3031841;3;20130401 01:05;P;;;;;;
D;100;3031841;3;20130401 01:05;V;;;;;;
D;100;3031841;3;20130401 01:05;V;;;;;;
B;100;3648273;4;20130401 01:05;;;9;ST IVES RD;FLINDERS;2529;565.5;M;20130130;20130314;165000;A;V;VACANT LAND;;DJ;;0;AH618024;
C;100;3648273;4;20130401 01:05;633/1171149;
D;100;3648273;4;20130401 01:05;P;;;;;;
D;100;3648273;4;20130401 01:05;V;;;;;;
B;100;1040366;5;20130401 01:05;;;22;JAMES COOK PKWY;SHELL COVE;2529;600;M;20130124;20130306;538000;A;R;RESIDENCE;;DD;;0;AH618678;
C;100;1040366;5;20130401 01:05;3160/1006783;
D;100;1040366;5;20130401 01:05;P;;;;;;
D;100;1040366;5;20130401 01:05;P;;;;;;
D;100;1040366;5;20130401 01:05;V;;;;;;
B;100;1032604;6;20130401 01:05;;;6;BAUDIN AVE;SHELL COVE;2529;575;M;20130131;20130314;472000;A;R;RESIDENCE;;DD;;0;AH626889;
C;100;1032604;6;20130401 01:05;3149/1006783;
D;100;1032604;6;20130401 01:05;P;;;;;;
D;100;1032604;6;20130401 01:05;P;;;;;;
D;100;1032604;6;20130401 01:05;V;;;;;;
D;100;1032604;6;20130401 01:05;V;;;;;;
B;100;1037947;7;20130401 01:05;;3;11;FISHER ST;OAK FLATS;2529;;;20130130;20130313;160000;;3;HOME UNIT;3;;;0;AH617012;
C;100;1037947;7;20130401 01:05;3/SP32453;
D;100;1037947;7;20130401 01:05;P;;;;;;
D;100;1037947;7;20130401 01:05;V;;;;;;
D;100;1037947;7;20130401 01:05;V;;;;;;
D;100;1037947;7;20130401 01:05;V;;;;;;
B;100;1038422;8;20130401 01:05;;;14;GEAR CCT;ALBION PARK;2527;600.1;M;20130214;20130315;338000;A;R;RESIDENCE;;CD;;0;AH626473;
C;100;1038422;8;20130401 01:05;3322/881205;
D;100;1038422;8;20130401 01:05;P;;;;;;
D;100;1038422;8;20130401 01:05;V;;;;;;
D;100;1038422;8;20130401 01:05;V;;;;;;
B;100;1041276;9;20130401 01:05;;2;19;KINGSTON ST;OAK FLATS;2529;;;20121211;20130122;282500;;R;RESIDENCE;2;;;0;AH594468;
C;100;1041276;9;20130401 01:05;2/SP38675;
D;100;1041276;9;20130401 01:05;P;;;;;;
D;100;1041276;9;20130401 01:05;V;;;;;;
D;100;1041276;9;20130401 01:05;V;;;;;;
