A;RTSALEDATA;235;20130121 01:35;VALNET;
B;235;2624279;1;20130121 01:35;;;4;KINGFISHER AVE;SUNSET STRIP;2879;663.9;M;20121217;20121221;85000;Z;R;RESIDENCE;;SS;;0;AH479458;
C;235;2624279;1;20130121 01:35;12/249089;
D;235;2624279;1;20130121 01:35;P;;;;;;
D;235;2624279;1;20130121 01:35;P;;;;;;
D;235;2624279;1;20130121 01:35;V;;;;;;
B;235;3654835;2;20130121 01:35;;;LOT 492;"NARGOON" STATION;TILPA;2840;8694.19;H;20111220;20121211;780000;R;3;FARM/RURAL;;BY;;0;AH450366;
C;235;3654835;2;20130121 01:35;5, 10/754066 492/761380 PT 977/762177 Western Land Lease 2437 Western ;
C;235;3654835;2;20130121 01:35;Land Lease 2939;
D;235;3654835;2;20130121 01:35;P;;;;;;
D;235;3654835;2;20130121 01:35;P;;;;;;
D;235;3654835;2;20130121 01:35;V;;;;;;
Z;13;2;3;6;
