A;RTSALEDATA;005;20130121 01:23;VALNET;
B;005;2843949;1;20130121 01:23;;2;13 A;BRISBANE ST;LORN;2320;193;M;20121110;20130111;304000;;R;RESIDENCE;3;;;0;AH491619;
C;005;2843949;1;20130121 01:23;3/SP66481;
D;005;2843949;1;20130121 01:23;P;;;;;;
D;005;2843949;1;20130121 01:23;V;;;;;;
B;005;2946889;2;20130121 01:23;;;21;KILSHANNY AVE;ASHTONFIELD;2323;841;M;20121119;20121212;445000;R1;R;RESIDENCE;;AAG;;0;AH475295;
C;005;2946889;2;20130121 01:23;1229/1045316;
D;005;2946889;2;20130121 01:23;P;;;;;;
D;005;2946889;2;20130121 01:23;P;;;;;;
D;005;2946889;2;20130121 01:23;V;;;;;;
D;005;2946889;2;20130121 01:23;V;;;;;;
B;005;3401599;3;20130121 01:23;;;1;COROMANDEL CL;ASHTONFIELD;2323;1150;M;20121025;20121129;217500;R1;R;RESIDENCE;;AAG;;0;AH476289;
C;005;3401599;3;20130121 01:23;88/1121294;
D;005;3401599;3;20130121 01:23;P;;;;;;
D;005;3401599;3;20130121 01:23;P;;;;;;
D;005;3401599;3;20130121 01:23;V;;;;;;
D;005;3401599;3;20130121 01:23;V;;;;;;
B;005;3386594;4;20130121 01:23;;;10;JOHNSON DR;EAST MAITLAND;2323;600.5;M;20121214;20121221;490000;R1;R;RESIDENCE;;AAG;;0;AH480613;
C;005;3386594;4;20130121 01:23;26/1123421;
D;005;3386594;4;20130121 01:23;P;;;;;;
D;005;3386594;4;20130121 01:23;V;;;;;;
B;005;3432980;5;20130121 01:23;;;2;SABRE CL;RUTHERFORD;2320;5053;M;20120920;20120924;484000;B5;V;VACANT LAND;;BAM;;0;AH493475;
C;005;3432980;5;20130121 01:23;112/1133194;
D;005;3432980;5;20130121 01:23;P;;;;;;
D;005;3432980;5;20130121 01:23;V;;;;;;
B;005;3065643;6;20130121 01:23;;;421;HIGH ST;MAITLAND;2320;317;M;20121126;20121220;582500;B4;3;COMMERCIAL;;BAI;;0;AH486318;
C;005;3065643;6;20130121 01:23;40/1061395;
D;005;3065643;6;20130121 01:23;P;;;;;;
D;005;3065643;6;20130121 01:23;V;;;;;;
B;005;3520516;7;20130121 01:23;;;9;KAWANA WAY;ABERGLASSLYN;2320;609.4;M;20121214;20121220;465000;R1;R;RESIDENCE;;AAV;;0;AH484273;
C;005;3520516;7;20130121 01:23;607/1145574;
D;005;3520516;7;20130121 01:23;P;;;;;;
D;005;3520516;7;20130121 01:23;V;;;;;;
B;005;3549389;8;20130121 01:23;;;2 A;THOMAS ST;GILLIESTON HEIGHTS;2321;462.6;M;20121115;20121219;380000;R1;R;RESIDENCE;;ABC;;0;AH483048;
C;005;3549389;8;20130121 01:23;12/1157475;
D;005;3549389;8;20130121 01:23;P;;;;;;
D;005;3549389;8;20130121 01:23;V;;;;;;
B;005;3594715;9;20130121 01:23;;;32;MCKEACHIE DR;ABERGLASSLYN;2320;515.1;M;20121029;20121221;151000;R1;V;VACANT LAND;;AAV;;0;AH490483;
C;005;3594715;9;20130121 01:23;1/1167575;
D;005;3594715;9;20130121 01:23;P;;;;;;
D;005;3594715;9;20130121 01:23;V;;;;;;
D;005;3594715;9;20130121 01:23;V;;;;;;
B;005;3565662;10;20130121 01:23;;;15;LAURIE DR;RAWORTH;2321;883.9;M;20121107;20121219;184000;R1;V;VACANT LAND;;AAN;;0;AH473893;
C;005;3565662;10;20130121 01:23;524/1161418;
D;005;3565662;10;20130121 01:23;P;;;;;;
D;005;3565662;10;20130121 01:23;P;;;;;;
D;005;3565662;10;20130121 01:23;V;;;;;;
B;005;3599316;11;20130121 01:23;;;6;ANDREW CT;RUTHERFORD;2320;660.8;M;20121121;20121219;340000;R1;R;RESIDENCE;;AAV;;0;AH488617;
C;005;3599316;11;20130121 01:23;1423/1168133;
D;005;3599316;11;20130121 01:23;P;;;;;;
D;005;3599316;11;20130121 01:23;V;;;;;;
B;005;3581359;12;20130121 01:23;;;9;CRESTVIEW ST;GILLIESTON HEIGHTS;2321;630;M;20121127;20121220;179000;R1;R;RESIDENCE;;ABC;;0;AH473218;
C;005;3581359;12;20130121 01:23;572/1161359;
D;005;3581359;12;20130121 01:23;P;;;;;;
D;005;3581359;12;20130121 01:23;V;;;;;;
B;005;3581362;13;20130121 01:23;;;15;CRESTVIEW ST;GILLIESTON HEIGHTS;2321;630;M;20121130;20121221;182000;R1;V;VACANT LAND;;ABC;;0;AH482743;
C;005;3581362;13;20130121 01:23;575/1161359;
D;005;3581362;13;20130121 01:23;P;;;;;;
D;005;3581362;13;20130121 01:23;P;;;;;;
D;005;3581362;13;20130121 01:23;V;;;;;;
B;005;3671571;14;20130121 01:23;;4;4;ALPINE CL;TENAMBIT;2323;;;20120928;20121220;320000;;R;RESIDENCE;4;;;0;AH486603;
C;005;3671571;14;20130121 01:23;4/SP87617;
D;005;3671571;14;20130121 01:23;P;;;;;;
D;005;3671571;14;20130121 01:23;V;;;;;;
B;005;3658988;15;20130121 01:23;;;3;TOPAZ WAY;RUTHERFORD;2320;679.3;M;20121129;20121220;183000;R1;V;VACANT LAND;;AAU;;0;AH473281;
C;005;3658988;15;20130121 01:23;44/1178585;
