A;RTSALEDATA;666;20130225 01:34;VALNET;
B;666;3449798;1;20130225 01:34;;;6;BIBIL CL;NEMINGHA;2340;3.258;H;20130107;20130129;135000;R5;V;VACANT LAND;;AHT;;0;AH536760;
C;666;3449798;1;20130225 01:34;16/1124283;
D;666;3449798;1;20130225 01:34;P;;;;;;
D;666;3449798;1;20130225 01:34;P;;;;;;
D;666;3449798;1;20130225 01:34;V;;;;;;
B;666;3460970;2;20130225 01:34;;;7;EAST WEST PL;TAMINDA;2340;5680;M;20121019;20130207;596400;IN1;V;VACANT LAND;;CCA;;0;AH543275;
C;666;3460970;2;20130225 01:34;3/1139635;
D;666;3460970;2;20130225 01:34;P;;;;;;
D;666;3460970;2;20130225 01:34;V;;;;;;
B;666;3617147;3;20130225 01:34;;;75;MITCHELL ST;WESTDALE;2340;601;M;20121126;20130205;126500;R1;V;VACANT LAND;;AWD;;0;AH558216;
C;666;3617147;3;20130225 01:34;23/1171471;
D;666;3617147;3;20130225 01:34;P;;;;;;
D;666;3617147;3;20130225 01:34;P;;;;;;
D;666;3617147;3;20130225 01:34;P;;;;;;
D;666;3617147;3;20130225 01:34;V;;;;;;
B;666;1871170;4;20130225 01:34;;;LOT 3;'COWSBY', COWSBY ROAD;NIANGALA;2354;85;H;20121129;20130111;1500000;RU1;3;FARM;;RGS;;0;AH538103;
C;666;1871170;4;20130225 01:34;PT 3/800464 Enclosure Permit 184781;
D;666;1871170;4;20130225 01:34;P;;;;;;
D;666;1871170;4;20130225 01:34;P;;;;;;
D;666;1871170;4;20130225 01:34;V;;;;;;
B;666;1871426;5;20130225 01:34;CORELLA;;1716;OGUNBIL RD;OGUNBIL;2340;39.67;H;20130111;20130201;400000;RU1;3;FARMLAND;;RHH;;0;AH556617;
C;666;1871426;5;20130225 01:34;2/808493 1/822504;
D;666;1871426;5;20130225 01:34;P;;;;;;
D;666;1871426;5;20130225 01:34;P;;;;;;
D;666;1871426;5;20130225 01:34;V;;;;;;
B;666;1871774;6;20130225 01:34;;;18;KATRINA CT;MOORE CREEK;2340;9109;M;20121212;20130131;62000;R5;V;VACANT LAND;;AFT;;0;AH548865;
C;666;1871774;6;20130225 01:34;44/802544;
D;666;1871774;6;20130225 01:34;P;;;;;;
D;666;1871774;6;20130225 01:34;V;;;;;;
D;666;1871774;6;20130225 01:34;V;;;;;;
B;666;1874621;7;20130225 01:34;;;8;GRANT ST;KOOTINGAL;2352;800.2;M;20121220;20130201;220000;R1;R;RESIDENCE;;AZK;;0;AH554772;
C;666;1874621;7;20130225 01:34;68/816392;
D;666;1874621;7;20130225 01:34;P;;;;;;
D;666;1874621;7;20130225 01:34;P;;;;;;
D;666;1874621;7;20130225 01:34;V;;;;;;
