A;RTSALEDATA;135;20160919 01:05;VALNET;
B;135;2925153;1;20160919 01:05;;7;45;HALL ST;AUBURN;2144;;;20160627;20160808;550000;;R;RESIDENCE;7;;;0;AK685945;
C;135;2925153;1;20160919 01:05;7/SP67684;
D;135;2925153;1;20160919 01:05;P;;;;;;
D;135;2925153;1;20160919 01:05;V;;;;;;
B;135;3380240;2;20160919 01:05;;;11;SHORT ST;AUBURN;2144;736;M;20160819;20160819;1600000;;3;FACTORY UNIT;4;;;0;AK743879;
C;135;3380240;2;20160919 01:05;4/SP80564;
D;135;3380240;2;20160919 01:05;P;;;;;;
D;135;3380240;2;20160919 01:05;P;;;;;;
D;135;3380240;2;20160919 01:05;V;;;;;;
B;135;3479827;3;20160919 01:05;;;21;IRONBARK CRES;LIDCOMBE;2141;460.4;M;20160719;20160830;1225000;R3;R;RESIDENCE;;BT3;;0;AK745479;
C;135;3479827;3;20160919 01:05;3301/1132055;
D;135;3479827;3;20160919 01:05;P;;;;;;
D;135;3479827;3;20160919 01:05;P;;;;;;
D;135;3479827;3;20160919 01:05;V;;;;;;
D;135;3479827;3;20160919 01:05;V;;;;;;
B;135;1314887;4;20160919 01:05;;;34;FIFTH AVE;BERALA;2141;332;M;20160720;20160831;763000;R2;R;RESIDENCE;;HE2;;0;AK742549;
C;135;1314887;4;20160919 01:05;48/6/2057;
D;135;1314887;4;20160919 01:05;P;;;;;;
D;135;1314887;4;20160919 01:05;P;;;;;;
D;135;1314887;4;20160919 01:05;V;;;;;;
D;135;1314887;4;20160919 01:05;V;;;;;;
B;135;1309611;5;20160919 01:05;;133;27;BENNELONG PKWY;WENTWORTH POINT;2127;;;20160524;20160715;775000;;R;RESIDENCE;133;;;0;AK635809;
C;135;1309611;5;20160919 01:05;133/SP60794;
D;135;1309611;5;20160919 01:05;P;;;;;;
D;135;1309611;5;20160919 01:05;P;;;;;;
D;135;1309611;5;20160919 01:05;V;;;;;;
B;135;1317825;6;20160919 01:05;;5;39;KARRABAH RD;AUBURN;2144;;;20160722;20160722;594000;;R;RESIDENCE;5;;;0;AK747134;
C;135;1317825;6;20160919 01:05;5/SP60419;
D;135;1317825;6;20160919 01:05;P;;;;;;
D;135;1317825;6;20160919 01:05;P;;;;;;
D;135;1317825;6;20160919 01:05;V;;;;;;
B;135;1318008;7;20160919 01:05;;3;30;KERR PDE;AUBURN;2144;;;20151130;20160908;600000;;R;RESIDENCE;3;;;0;AK738956;
C;135;1318008;7;20160919 01:05;3/SP19831;
D;135;1318008;7;20160919 01:05;P;;;;;;
D;135;1318008;7;20160919 01:05;V;;;;;;
B;135;1318008;8;20160919 01:05;;4;30;KERR PDE;AUBURN;2144;;;20151130;20160909;600000;;R;RESIDENCE;4;;;0;AK741985;
C;135;1318008;8;20160919 01:05;4/SP19831;
D;135;1318008;8;20160919 01:05;P;;;;;;
D;135;1318008;8;20160919 01:05;V;;;;;;
B;135;1310104;9;20160919 01:05;CENTENNIAL;23;19;BLAXLAND AVE;NEWINGTON;2127;;;20160714;20160831;780000;;R;RESIDENCE;23;;;0;AK750112;
C;135;1310104;9;20160919 01:05;23/SP60403;
D;135;1310104;9;20160919 01:05;P;;;;;;
D;135;1310104;9;20160919 01:05;V;;;;;;
B;135;1310533;10;20160919 01:05;;3;64;BRIXTON RD;BERALA;2141;;;20160813;20160902;470000;;R;RESIDENCE;3;;;0;AK752592;
C;135;1310533;10;20160919 01:05;3/SP18711;
D;135;1310533;10;20160919 01:05;P;;;;;;
D;135;1310533;10;20160919 01:05;V;;;;;;
D;135;1310533;10;20160919 01:05;V;;;;;;
B;135;1313154;11;20160919 01:05;;10;71;DARTBROOK RD;AUBURN;2144;;;20160718;20160829;428000;;R;RESIDENCE;10;;;0;AK755398;
C;135;1313154;11;20160919 01:05;10/SP7234;
D;135;1313154;11;20160919 01:05;P;;;;;;
D;135;1313154;11;20160919 01:05;V;;;;;;
B;135;1318659;12;20160919 01:05;;;60;LEURA RD;AUBURN;2144;649.61;M;20160507;20160823;830000;R2;R;RESIDENCE;;HD2;;0;AK733159;
C;135;1318659;12;20160919 01:05;35/11401;
D;135;1318659;12;20160919 01:05;P;;;;;;
D;135;1318659;12;20160919 01:05;V;;;;;;
B;135;1325217;13;20160919 01:05;;;44;STANLEY RD;LIDCOMBE;2141;417.3;M;20160802;20160902;880000;R3;R;RESIDENCE;;RZ3;;0;AK756267;
C;135;1325217;13;20160919 01:05;6/1099821;
D;135;1325217;13;20160919 01:05;P;;;;;;
D;135;1325217;13;20160919 01:05;P;;;;;;
D;135;1325217;13;20160919 01:05;V;;;;;;
D;135;1325217;13;20160919 01:05;V;;;;;;
B;135;3136815;14;20160919 01:05;TORINO;106;4;STROMBOLI STRAIT;WENTWORTH POINT;2127;;;20160610;20160610;112500;;R;RESIDENCE;6;;;0;AK739361;
C;135;3136815;14;20160919 01:05;6/SP73798;
D;135;3136815;14;20160919 01:05;P;;;;;;
D;135;3136815;14;20160919 01:05;P;;;;;;
D;135;3136815;14;20160919 01:05;V;;;;;;
D;135;3136815;14;20160919 01:05;V;;;;;;
B;135;3201478;15;20160919 01:05;;9;108;WOODBURN RD;BERALA;2141;;;20160725;20160905;550000;;R;RESIDENCE;9;;;0;AK756362;
C;135;3201478;15;20160919 01:05;9/SP75757;
D;135;3201478;15;20160919 01:05;P;;;;;;
D;135;3201478;15;20160919 01:05;V;;;;;;
B;135;3226865;16;20160919 01:05;;11;1;SANDPIPER CRES;NEWINGTON;2127;;;20160721;20160901;742500;;R;RESIDENCE;55;;;0;AK749989;
C;135;3226865;16;20160919 01:05;55/SP75185;
D;135;3226865;16;20160919 01:05;P;;;;;;
D;135;3226865;16;20160919 01:05;V;;;;;;
B;135;3660664;17;20160919 01:05;;212;48;AMALFI DR;WENTWORTH POINT;2127;;;20160711;20160822;514000;;R;RESIDENCE;9;;;0;AK744114;
C;135;3660664;17;20160919 01:05;9/SP87305;
D;135;3660664;17;20160919 01:05;P;;;;;;
D;135;3660664;17;20160919 01:05;P;;;;;;
D;135;3660664;17;20160919 01:05;V;;;;;;
B;135;3629842;18;20160919 01:05;;;19;COLLEGE ST;LIDCOMBE;2141;298;M;20160716;20160901;1120000;R3;R;RESIDENCE;;BT3;;0;AK756140;
C;135;3629842;18;20160919 01:05;5212/1165643;
D;135;3629842;18;20160919 01:05;P;;;;;;
D;135;3629842;18;20160919 01:05;V;;;;;;
D;135;3629842;18;20160919 01:05;V;;;;;;
B;135;3680156;19;20160919 01:05;;904;3;WATERWAYS ST;WENTWORTH POINT;2127;;;20160721;20160902;682000;;R;RESIDENCE;278;;;0;AK749338;
C;135;3680156;19;20160919 01:05;278/SP87713;
D;135;3680156;19;20160919 01:05;P;;;;;;
D;135;3680156;19;20160919 01:05;V;;;;;;
D;135;3680156;19;20160919 01:05;V;;;;;;
B;135;3732832;20;20160919 01:05;;208;12;NUVOLARI PL;WENTWORTH POINT;2127;80;M;20160719;20160830;526000;;R;RESIDENCE;210;;;0;AK755925;
C;135;3732832;20;20160919 01:05;210/SP88730;
D;135;3732832;20;20160919 01:05;P;;;;;;
D;135;3732832;20;20160919 01:05;V;;;;;;
B;135;3346099;21;20160919 01:05;PALERMO;504;4;NUVOLARI PL;WENTWORTH POINT;2127;;;20160727;20160830;700000;;R;RESIDENCE;19;;;0;AK739957;
C;135;3346099;21;20160919 01:05;19/SP79088;
D;135;3346099;21;20160919 01:05;P;;;;;;
D;135;3346099;21;20160919 01:05;V;;;;;;
D;135;3346099;21;20160919 01:05;V;;;;;;
B;135;3953555;22;20160919 01:05;;14;6;PARK RD;AUBURN;2144;140;M;20150703;20160829;655000;;R;RESIDENCE;14;;;0;AK728811;
C;135;3953555;22;20160919 01:05;14/SP93405;
D;135;3953555;22;20160919 01:05;P;;;;;;
D;135;3953555;22;20160919 01:05;P;;;;;;
D;135;3953555;22;20160919 01:05;V;;;;;;
B;135;3953555;23;20160919 01:05;;17;6;PARK RD;AUBURN;2144;163;M;20150722;20160829;720000;;R;RESIDENCE;17;;;0;AK748000;
C;135;3953555;23;20160919 01:05;17/SP93405;
D;135;3953555;23;20160919 01:05;P;;;;;;
D;135;3953555;23;20160919 01:05;P;;;;;;
D;135;3953555;23;20160919 01:05;V;;;;;;
B;135;3953555;24;20160919 01:05;;25;6;PARK RD;AUBURN;2144;109;M;20150504;20160826;622000;;R;RESIDENCE;25;;;0;AK739754;
C;135;3953555;24;20160919 01:05;25/SP93405;
D;135;3953555;24;20160919 01:05;P;;;;;;
D;135;3953555;24;20160919 01:05;P;;;;;;
D;135;3953555;24;20160919 01:05;V;;;;;;
B;135;3953555;25;20160919 01:05;;26;6;PARK RD;AUBURN;2144;122;M;20160314;20160830;635000;;R;RESIDENCE;26;;;0;AK740434;
C;135;3953555;25;20160919 01:05;26/SP93405;
D;135;3953555;25;20160919 01:05;P;;;;;;
D;135;3953555;25;20160919 01:05;V;;;;;;
B;135;3953555;26;20160919 01:05;;31;6;PARK RD;AUBURN;2144;117;M;20150713;20160830;638000;;R;RESIDENCE;31;;;0;AK742262;
C;135;3953555;26;20160919 01:05;31/SP93405;
D;135;3953555;26;20160919 01:05;P;;;;;;
D;135;3953555;26;20160919 01:05;V;;;;;;
B;135;3953555;27;20160919 01:05;;36;6;PARK RD;AUBURN;2144;108;M;20150811;20160830;630000;;R;RESIDENCE;36;;;0;AK748046;
C;135;3953555;27;20160919 01:05;36/SP93405;
D;135;3953555;27;20160919 01:05;P;;;;;;
D;135;3953555;27;20160919 01:05;V;;;;;;
