A;RTSALEDATA;244;20161121 01:09;VALNET;
B;244;2648102;1;20161121 01:09;;;15;YELKIN ST;LAKE CARGELLIGO;2672;894.1;M;20161026;20161028;180000;RU5;R;RESIDENCE;;ZLA;;0;AK907096;
C;244;2648102;1;20161121 01:09;9/40160;
D;244;2648102;1;20161121 01:09;P;;;;;;
D;244;2648102;1;20161121 01:09;V;;;;;;
D;244;2648102;1;20161121 01:09;V;;;;;;
B;244;2650096;2;20161121 01:09;;;22;OFFICERS PDE;CONDOBOLIN;2877;848.6;M;20161011;20161107;200000;RU5;R;RESIDENCE;;ZCF;;0;AK921846;
C;244;2650096;2;20161121 01:09;4/250465;
D;244;2650096;2;20161121 01:09;P;;;;;;
D;244;2650096;2;20161121 01:09;P;;;;;;
D;244;2650096;2;20161121 01:09;V;;;;;;
D;244;2650096;2;20161121 01:09;V;;;;;;
B;244;2650374;3;20161121 01:09;;;1;STENHOUSE ST;CONDOBOLIN;2877;803.7;M;20160922;20161104;23000;RU5;V;VACANT LAND;;ZCC;;0;AK917874;
C;244;2650374;3;20161121 01:09;25/624859;
D;244;2650374;3;20161121 01:09;P;;;;;;
D;244;2650374;3;20161121 01:09;P;;;;;;
D;244;2650374;3;20161121 01:09;V;;;;;;
B;244;3658123;4;20161121 01:09;;;BROWNLEA;HENRY PARKES WAY;CONDOBOLIN;2877;438.89;H;20160908;20161019;1600000;RU1;3;FARM LAND;;RRW;;0;AK914272;
C;244;3658123;4;20161121 01:09;2/504015 1/665702 26/752084 23, 24, 25, 26/752125 721/1114798 1/117663;
C;244;3658123;4;20161121 01:09;8;
D;244;3658123;4;20161121 01:09;P;;;;;;
D;244;3658123;4;20161121 01:09;P;;;;;;
D;244;3658123;4;20161121 01:09;V;;;;;;
Z;24;4;5;13;
