A;RTSALEDATA;070;20161219 01:03;VALNET;
B;070;549730;1;20161219 01:03;;;60;OLD SCHOOL RD;NARRANDERA;2700;3.323;H;20161031;20161128;270000;RU5;R;RESIDENCE;;NAR;;0;AK987768;
C;070;549730;1;20161219 01:03;1/879607;
D;070;549730;1;20161219 01:03;P;;;;;;
D;070;549730;1;20161219 01:03;P;;;;;;
D;070;549730;1;20161219 01:03;V;;;;;;
B;070;551036;2;20161219 01:03;;;17;KING ST;NARRANDERA;2700;1012;M;20161031;20161128;160000;RU5;R;RESIDENCE;;NVM;;0;AM1787;
C;070;551036;2;20161219 01:03;4/667789;
D;070;551036;2;20161219 01:03;P;;;;;;
D;070;551036;2;20161219 01:03;P;;;;;;
D;070;551036;2;20161219 01:03;V;;;;;;
Z;12;2;2;6;
