A;RTSALEDATA;158;20140721 01:18;VALNET;
B;158;1743018;1;20140721 01:18;;;3216;SUMMERLAND WAY;GREVILLIA;2474;1.23;H;20140520;20140701;252000;RU1;3;SCHOOL BUILDIN;;RRB;;0;AI729945;
C;158;1743018;1;20140721 01:18;44/755735;
D;158;1743018;1;20140721 01:18;P;;;;;;
D;158;1743018;1;20140721 01:18;V;;;;;;
B;158;1743067;2;20140721 01:18;;;115;RUNNYMEDE RD;KYOGLE;2474;3;H;20140502;20140711;370000;RU1;R;RESIDENCE;;RRB;;0;AI732080;
C;158;1743067;2;20140721 01:18;52/831066;
D;158;1743067;2;20140721 01:18;P;;;;;;
D;158;1743067;2;20140721 01:18;V;;;;;;
D;158;1743067;2;20140721 01:18;V;;;;;;
B;158;1743231;3;20140721 01:18;;;4;PINE ST;MALLANGANEE;2469;531.1;M;20140516;20140523;50000;RU5;R;RESIDENCE;;VVG;;0;AI731648;
C;158;1743231;3;20140721 01:18;A/399099;
D;158;1743231;3;20140721 01:18;P;;;;;;
D;158;1743231;3;20140721 01:18;V;;;;;;
B;158;1743252;4;20140721 01:18;;;14;SANDILANDS ST;MALLANGANEE;2469;1012;M;20140710;20140711;29000;RU5;V;VACANT LAND;;VVG;;0;AI743240;
C;158;1743252;4;20140721 01:18;2/1/758639;
D;158;1743252;4;20140721 01:18;P;;;;;;
D;158;1743252;4;20140721 01:18;P;;;;;;
D;158;1743252;4;20140721 01:18;V;;;;;;
B;158;3623453;5;20140721 01:18;;;20;HOWARD CT;KYOGLE;2474;1056;M;20140604;20140702;107000;R1;V;VACANT LAND;;AAA;;0;AI726141;
C;158;3623453;5;20140721 01:18;11/1172403;
D;158;3623453;5;20140721 01:18;P;;;;;;
D;158;3623453;5;20140721 01:18;P;;;;;;
D;158;3623453;5;20140721 01:18;V;;;;;;
D;158;3623453;5;20140721 01:18;V;;;;;;
D;158;3623453;5;20140721 01:18;V;;;;;;
D;158;3623453;5;20140721 01:18;V;;;;;;
B;158;2862732;6;20140721 01:18;;;55;CHESTNUT RD;EDEN CREEK;2474;17.5;H;20140617;20140630;355000;RU1;3;FARM;;RRD;;0;AI742072;
C;158;2862732;6;20140721 01:18;6/1031639;
D;158;2862732;6;20140721 01:18;P;;;;;;
D;158;2862732;6;20140721 01:18;P;;;;;;
D;158;2862732;6;20140721 01:18;V;;;;;;
D;158;2862732;6;20140721 01:18;V;;;;;;
Z;34;6;6;20;
