A;RTSALEDATA;221;20141027 01:15;VALNET;
B;221;2443201;1;20141027 01:15;;;154;GIRRAWEEN RD;GIRRAWEEN;2145;714.5;M;20140913;20141013;861000;R2;R;RESIDENCE;;AAI;;0;AI965810;
C;221;2443201;1;20141027 01:15;2/31906;
D;221;2443201;1;20141027 01:15;P;;;;;;
D;221;2443201;1;20141027 01:15;P;;;;;;
D;221;2443201;1;20141027 01:15;V;;;;;;
B;221;2432591;2;20141027 01:15;;12;9;ARTHUR ST;MERRYLANDS WEST;2160;;;20140829;20141010;330000;;R;RESIDENCE;12;;;0;AI961358;
C;221;2432591;2;20141027 01:15;12/SP12074;
D;221;2432591;2;20141027 01:15;P;;;;;;
D;221;2432591;2;20141027 01:15;V;;;;;;
B;221;2441584;3;20141027 01:15;;;5;FOWLER RD;MERRYLANDS WEST;2160;714.5;M;20140816;20140929;5550000;R2;R;RESIDENCE;;AAE;;0;AI961365;
C;221;2441584;3;20141027 01:15;16/10983;
D;221;2441584;3;20141027 01:15;P;;;;;;
D;221;2441584;3;20141027 01:15;V;;;;;;
D;221;2441584;3;20141027 01:15;V;;;;;;
B;221;2436444;4;20141027 01:15;;;76;CANAL RD;GREYSTANES;2145;708.2;M;20140830;20141013;660000;R2;R;RESIDENCE;;AAG;;0;AI970131;
C;221;2436444;4;20141027 01:15;138/232480;
D;221;2436444;4;20141027 01:15;P;;;;;;
D;221;2436444;4;20141027 01:15;V;;;;;;
D;221;2436444;4;20141027 01:15;V;;;;;;
B;221;2436445;5;20141027 01:15;;;78;CANAL RD;GREYSTANES;2145;708.2;M;20140830;20141013;690000;R2;R;RESIDENCE;;AAG;;0;AI969901;
C;221;2436445;5;20141027 01:15;139/232480;
D;221;2436445;5;20141027 01:15;P;;;;;;
D;221;2436445;5;20141027 01:15;V;;;;;;
B;221;2444373;6;20141027 01:15;;19;466;GUILDFORD RD;GUILDFORD;2161;;;20140827;20141008;330000;;R;RESIDENCE;19;;;0;AI966447;
C;221;2444373;6;20141027 01:15;19/SP5431;
D;221;2444373;6;20141027 01:15;P;;;;;;
D;221;2444373;6;20141027 01:15;P;;;;;;
D;221;2444373;6;20141027 01:15;V;;;;;;
B;221;2444396;7;20141027 01:15;;10;454;GUILDFORD RD;GUILDFORD;2161;;;20140731;20140916;333500;;R;RESIDENCE;10;;;0;AI894191;
C;221;2444396;7;20141027 01:15;10/SP16254;
D;221;2444396;7;20141027 01:15;P;;;;;;
D;221;2444396;7;20141027 01:15;V;;;;;;
B;221;2442342;8;20141027 01:15;;;33;GARDENIA PDE;GREYSTANES;2145;1024;M;20140922;20141013;750000;R2;R;RESIDENCE;;AAS;;0;AI972806;
C;221;2442342;8;20141027 01:15;6/249803;
D;221;2442342;8;20141027 01:15;P;;;;;;
D;221;2442342;8;20141027 01:15;V;;;;;;
B;221;2461781;9;20141027 01:15;;;79;WALPOLE ST;MERRYLANDS;2160;506;M;20140805;20141010;692000;R3;R;RESIDENCE;;AAY;;0;AI963776;
C;221;2461781;9;20141027 01:15;1/998779;
D;221;2461781;9;20141027 01:15;P;;;;;;
D;221;2461781;9;20141027 01:15;P;;;;;;
D;221;2461781;9;20141027 01:15;V;;;;;;
B;221;2461855;10;20141027 01:15;;;18;WARIALDA ST;MERRYLANDS WEST;2160;505.9;M;20140826;20141007;675000;R2;R;RESIDENCE;;AAE;;0;AI962026;
C;221;2461855;10;20141027 01:15;B/397511;
D;221;2461855;10;20141027 01:15;P;;;;;;
D;221;2461855;10;20141027 01:15;V;;;;;;
D;221;2461855;10;20141027 01:15;V;;;;;;
B;221;2461911;11;20141027 01:15;;;8;WARNOCK ST;GUILDFORD WEST;2161;480.4;M;20140804;20141013;542500;R2;R;RESIDENCE;;AAF;;0;AI965416;
C;221;2461911;11;20141027 01:15;50, 51/11/1968;
D;221;2461911;11;20141027 01:15;P;;;;;;
D;221;2461911;11;20141027 01:15;P;;;;;;
D;221;2461911;11;20141027 01:15;V;;;;;;
B;221;2454102;12;20141027 01:15;;;324;OLD PROSPECT RD;GREYSTANES;2145;626.3;M;20140804;20140912;620000;R2;R;RESIDENCE;;AAB;;0;AI965106;
C;221;2454102;12;20141027 01:15;1/579604;
D;221;2454102;12;20141027 01:15;P;;;;;;
